符合條件商品
資料日期：2022年  4月 26日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/26),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(19)
1	,1101.TW,台泥,34.05,-1.16,23484,46.2,-16.93,20,自連買
2	,5522.TW,遠雄,58.5,0.34,1205,66.6,-2.21,20,自連買
3	,2347.TW,聯強,61,-0.81,2957,76.5,-14.13,16,自連買
4	,6176.TW,瑞儀,106,0.47,1064,105.5,9.45,16,自連買
5	,2820.TW,華票,14.55,0,290,17.75,-13.34,10,自連買
6	,2377.TW,微星,119.5,1.7,2513,121,7.62,8,自連買
7	,3587.TW,閎康,165,3.13,1620,129,27.91,8,自連買
8	,1102.TW,亞泥,41.55,0.24,6062,47.2,-4.68,7,自連買
9	,1308.TW,亞聚,28.2,-0.88,1358,36.15,-13.02,7,自連買
10	,3702.TW,大聯大,47.8,-0.52,2583,54.7,-6.4,7,自連買
11	,4736.TW,泰博,186,-0.53,4377,270,-25.44,6,自連買
12	,1440.TW,南紡,17.3,-1.42,812,20.85,-13.15,5,自連買
13	,1701.TW,中化,33.5,8.41,15339,24.3,43.72,5,自連買
14	,2441.TW,超豐,48.2,-2.33,4006,68.8,-24.13,5,自連買
15	,2458.TW,義隆,86.1,-1.71,718,150.5,-35.35,5,自連買
16	,2520.TW,冠德,28.65,0.7,326,34.7,-9.93,5,自連買
17	,2548.TW,華固,88,-0.34,174,91.4,4.66,5,自連買
18	,3231.TW,緯創,29.9,-0.83,12268,28.85,13.13,5,自連買
19	,3305.TW,昇貿,40.05,1.78,376,67.6,-37.65,5,自連買
