符合條件商品
資料日期：2022年 11月  2日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/02),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:06 符合檔數(67)
1	,1312.TW,國喬,18.95,1.07,4063,17.7,7.06,20,自連買
2	,2301.TW,光寶科,64,-0.47,4678,66.4,-3.61,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.15,8.51,20,自連買
4	,2347.TW,聯強,61,-0.81,2957,52.3,16.63,20,自連買
5	,2356.TW,英業達,26,0.19,6530,23.85,9.01,20,自連買
6	,2382.TW,廣達,71.2,-0.97,4354,67.3,5.79,20,自連買
7	,2449.TW,京元電子,36.4,-1.75,4505,33.15,9.8,20,自連買
8	,4938.TW,和碩,64.2,0.31,3317,57.5,11.65,20,自連買
9	,5522.TW,遠雄,58.5,0.34,1205,52.8,10.8,20,自連買
10	,6239.TW,力成,81.3,0.62,1926,74,9.86,15,自連買
11	,1301.TW,台塑,86.8,-0.46,6046,82.8,4.83,14,自連買
12	,2890.TW,永豐金,16.7,-4.84,27291,16.1,3.73,14,自連買
13	,2892.TW,第一金,26.3,-0.38,6392,24.75,6.26,14,自連買
14	,5880.TW,合庫金,25.95,-0.76,4866,25,3.8,14,自連買
15	,9910.TW,豐泰,207.5,-1.19,2962,170,22.06,14,自連買
16	,2354.TW,鴻準,51.4,-1.15,1092,45.7,12.47,12,自連買
17	,2915.TW,潤泰全,66.7,0.15,4192,58.6,13.82,10,自連買
18	,3617.TW,碩天,96.3,-2.33,255,95.8,0.52,10,自連買
19	,8081.TW,致新,141,-1.05,262,131.5,7.22,10,自連買
20	,1313.TW,聯成,13.8,-1.78,1516,12.4,11.29,9,自連買
21	,1444.TW,力麗,10.3,0,557,10.4,-0.96,9,自連買
22	,1503.TW,士電,59.1,-1.01,78,55.5,6.49,9,自連買
23	,2204.TW,中華,50.1,0.91,1497,41.95,19.43,9,自連買
24	,2412.TW,中華電,112.5,-0.44,6521,108.5,3.69,9,自連買
25	,2633.TW,台灣高鐵,28.75,-0.52,2418,27.8,3.42,9,自連買
26	,2880.TW,華南金,22.5,-1.1,4175,21.1,6.64,9,自連買
27	,2912.TW,統一超,268,-1.47,996,268.5,-0.19,9,自連買
28	,4770.TW,上品,300.5,-4.6,1157,266.5,12.76,9,自連買
29	,4904.TW,遠傳,65.7,-0.3,2525,69.9,-6.01,9,自連買
30	,9914.TW,美利達,171,-2.29,298,180,-5,9,自連買
31	,9938.TW,百和,59,4.8,4688,49.65,18.83,9,自連買
32	,1217.TW,愛之味,10.9,0.46,1908,9.28,17.46,8,自連買
33	,1227.TW,佳格,39.4,-0.51,249,39,1.03,8,自連買
34	,1229.TW,聯華,49.25,0.2,537,47.6,3.47,8,自連買
35	,1515.TW,力山,30.9,0.49,381,28.6,8.04,8,自連買
36	,1909.TW,榮成,15.55,-0.32,1849,15,3.67,8,自連買
37	,2023.TW,燁輝,16.8,-0.59,4854,14.4,16.67,8,自連買
38	,2030.TW,彰源,23.95,1.27,3219,22.9,4.59,8,自連買
39	,2069.TW,運錩,21.35,-0.7,1052,20.05,6.48,8,自連買
40	,2101.TW,南港,33.7,-0.3,358,34.15,-1.32,8,自連買
41	,2104.TW,國際中橡,19.6,0.77,1331,19.1,2.62,8,自連買
42	,2105.TW,正新,33.75,-0.74,1203,33,2.27,8,自連買
43	,2227.TW,裕日車,191,-2.05,32,179.5,6.41,8,自連買
44	,2351.TW,順德,99.5,1.22,927,98.8,0.71,8,自連買
45	,2371.TW,大同,33.7,0,4072,31.05,8.53,8,自連買
46	,2493.TW,揚博,43.15,0,51,41.3,4.48,8,自連買
47	,2501.TW,國建,15.2,0,696,14.6,4.11,8,自連買
48	,2809.TW,京城銀,33.9,-3.42,3989,32.1,5.61,8,自連買
49	,2820.TW,華票,14.55,0,290,14.3,1.75,8,自連買
50	,2838.TW,聯邦銀,16.1,-0.92,465,15.45,4.21,8,自連買
51	,2882.TW,國泰金,41.15,1.86,33982,38.5,6.88,8,自連買
52	,2885.TW,元大金,21.8,-0.91,10786,20.2,7.92,8,自連買
53	,3591.TW,艾笛森,15.7,-0.63,172,14.6,7.53,8,自連買
54	,5469.TW,瀚宇博,31.65,-0.94,479,33.05,-4.24,8,自連買
55	,6112.TW,邁達特,32.65,-0.46,42,31.95,2.19,8,自連買
56	,6274.TW,台燿,52.5,1.16,910,48,9.38,8,自連買
57	,6414.TW,樺漢,198.5,-0.25,272,189.5,4.75,8,自連買
58	,2002.TW,中鋼,30.7,0.16,37216,27.2,12.87,7,自連買
59	,2059.TW,川湖,395,-0.63,106,418.5,-5.62,7,自連買
60	,2423.TW,固緯,26.95,-1.28,44,26.65,1.13,7,自連買
61	,3207.TW,耀勝,49.55,-0.9,801,46.1,7.48,7,自連買
62	,1760.TW,寶齡富錦,190,8.57,30709,150,26.67,5,自連買
63	,2014.TW,中鴻,27.6,1.1,53751,20.45,34.96,5,自連買
64	,3189.TW,景碩,107,0,9581,107.5,-0.47,5,自連買
65	,3455.TW,由田,80.3,-0.25,313,77,4.29,5,自連買
66	,4958.TW,臻鼎-KY,108,-1.37,2633,111,-2.7,5,自連買
67	,8046.TW,南電,242,-0.41,10124,217.5,11.26,5,自連買
