符合條件商品
資料日期：2022年  7月 22日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/22),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:24 符合檔數(19)
1	,2385.TW,群光,87.2,0.11,1118,76.6,13.84,20,自連買
2	,3231.TW,緯創,29.9,-0.83,12268,25.1,19.12,17,自連買
3	,2002.TW,中鋼,30.7,0.16,37216,30.8,10.63,16,自連買
4	,2357.TW,華碩,271,-1.63,1392,326,-4.27,12,自連買
5	,2312.TW,金寶,13.65,-1.09,2439,12.85,7.91,8,自連買
6	,3016.TW,嘉晶,71.2,0.28,652,83.3,-14.53,8,自連買
7	,4736.TW,泰博,186,-0.53,4377,209.5,-3.91,8,自連買
8	,8016.TW,矽創,173.5,-0.29,574,169,2.66,8,自連買
9	,4157.TW,太景*-KY,16.15,-1.52,3200,18.85,-14.32,7,自連買
10	,2324.TW,仁寶,22.95,0.44,9576,22.7,1.1,6,自連買
11	,2356.TW,英業達,26,0.19,6530,22.95,13.29,6,自連買
12	,6290.TW,良維,54,-0.18,323,54.5,2.92,6,自連買
13	,2006.TW,東和鋼鐵,53.2,0.95,1881,50.7,4.93,5,自連買
14	,2049.TW,上銀,180,-0.83,411,231,-22.08,5,自連買
15	,2347.TW,聯強,61,-0.81,2957,54.3,12.34,5,自連買
16	,2404.TW,漢唐,182,-2.41,755,151,20.53,5,自連買
17	,2884.TW,玉山金,24.1,-1.03,10272,29.05,-9.36,5,自連買
18	,4938.TW,和碩,64.2,0.31,3317,60.9,5.42,5,自連買
19	,5388.TW,中磊,77.4,-0.13,1579,85.5,-9.47,5,自連買
