符合條件商品
資料日期：2021年 11月 10日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/10),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:11 符合檔數(26)
1	,3081.TW,聯亞,110.5,-0.9,1673,199.5,-43.07,9,自連買
2	,2038.TW,海光,23.05,-3.15,5951,33.75,-27.22,8,自連買
3	,2464.TW,盟立,38.1,-0.39,128,43.55,-7.19,8,自連買
4	,4958.TW,臻鼎-KY,108,-1.37,2633,100.5,12.54,8,自連買
5	,9904.TW,寶成,34.05,0.44,6898,34.75,3.4,8,自連買
6	,2634.TW,漢翔,34.55,3.13,14471,28.95,20.55,7,自連買
7	,3122.TW,笙泉,26,-0.95,176,52.1,-46.82,7,自連買
8	,1476.TW,儒鴻,492.5,1.23,1098,663,-23.48,6,自連買
9	,3228.TW,金麗科,187,-1.32,123,410.5,-54.45,6,自連買
10	,4927.TW,泰鼎-KY,54.5,-0.73,593,92.3,-37.13,6,自連買
11	,6756.TW,威鋒電子,191,-2.05,282,510,-61.53,6,自連買
12	,1229.TW,聯華,49.25,0.2,537,56.8,-6.4,5,自連買
13	,1326.TW,台化,69.4,-0.72,1689,80.5,-8.39,5,自連買
14	,1402.TW,遠東新,31.55,-4.39,10632,29.9,10.74,5,自連買
15	,1712.TW,興農,36.35,-1.49,904,25.7,49.22,5,自連買
16	,2204.TW,中華,50.1,0.91,1497,67.3,-17.94,5,自連買
17	,2476.TW,鉅祥,46.4,-0.96,356,62.1,-22.28,5,自連買
18	,2520.TW,冠德,28.65,0.7,326,39.15,-20.17,5,自連買
19	,2880.TW,華南金,22.5,-1.1,4175,20.6,16.7,5,自連買
20	,2891.TW,中信金,21.9,-1.13,23817,23.55,-1.75,5,自連買
21	,3138.TW,耀登,131.5,-1.13,169,248,-45.68,5,自連買
22	,3374.TW,精材,99.5,-1.49,1508,147.5,-31.12,5,自連買
23	,3545.TW,敦泰,59.4,2.24,1934,152.5,-53.42,5,自連買
24	,3703.TW,欣陸,28.15,0.18,655,24.4,22.55,5,自連買
25	,6153.TW,嘉聯益,23.85,-2.05,2220,25.35,-5.92,5,自連買
26	,6669.TW,緯穎,819,-1.33,686,944,-10.46,5,自連買
