符合條件商品
資料日期：2022年 10月 14日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/14),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:08 符合檔數(36)
1	,1102.TW,亞泥,41.55,0.24,6062,38.45,8.06,20,自連買
2	,2006.TW,東和鋼鐵,53.2,0.95,1881,52.5,1.33,20,自連買
3	,2014.TW,中鴻,27.6,1.1,53751,21.15,30.5,20,自連買
4	,2324.TW,仁寶,22.95,0.44,9576,21.4,7.24,20,自連買
5	,2356.TW,英業達,26,0.19,6530,23.15,12.31,20,自連買
6	,2357.TW,華碩,271,-1.63,1392,231,17.32,20,自連買
7	,2385.TW,群光,87.2,0.11,1118,79.3,9.96,20,自連買
8	,2441.TW,超豐,48.2,-2.33,4006,46.3,4.1,20,自連買
9	,2454.TW,聯發科,660,-0.15,2431,585,12.82,20,自連買
10	,3036.TW,文曄,62.7,-0.95,1327,61.4,2.12,20,自連買
11	,3044.TW,健鼎,96,1.59,1391,89.6,7.14,20,自連買
12	,3231.TW,緯創,29.9,-0.83,12268,26.55,12.62,20,自連買
13	,4938.TW,和碩,64.2,0.31,3317,57.3,12.04,20,自連買
14	,5522.TW,遠雄,58.5,0.34,1205,56.7,7.04,20,自連買
15	,1312.TW,國喬,18.95,1.07,4063,17.1,10.82,19,自連買
16	,2002.TW,中鋼,30.7,0.16,37216,26.9,14.13,19,自連買
17	,2301.TW,光寶科,64,-0.47,4678,63.4,0.95,19,自連買
18	,2347.TW,聯強,61,-0.81,2957,52.8,15.53,19,自連買
19	,2382.TW,廣達,71.2,-0.97,4354,72.5,-1.79,19,自連買
20	,2449.TW,京元電子,36.4,-1.75,4505,31.15,16.85,19,自連買
21	,3034.TW,聯詠,301.5,-0.17,3163,242.5,24.33,19,自連買
22	,6176.TW,瑞儀,106,0.47,1064,96,10.42,19,自連買
23	,3702.TW,大聯大,47.8,-0.52,2583,46.1,3.69,18,自連買
24	,1101.TW,台泥,34.05,-1.16,23484,32.4,5.09,15,自連買
25	,2377.TW,微星,119.5,1.7,2513,106.5,12.21,15,自連買
26	,2409.TW,友達,15.4,0.65,36394,17.15,-10.2,12,自連買
27	,2376.TW,技嘉,106.5,1.43,5227,82.1,29.72,8,自連買
28	,2495.TW,普安,21.6,-2.92,2069,15.7,37.58,8,自連買
29	,3019.TW,亞光,61.6,-1.28,472,58.2,5.84,8,自連買
30	,3015.TW,全漢,38.3,0.39,117,37.45,2.27,7,自連買
31	,3006.TW,晶豪科,66.2,0,3117,64.6,2.48,6,自連買
32	,1909.TW,榮成,15.55,-0.32,1849,15.35,1.3,5,自連買
33	,2327.TW,國巨,460,-1.39,1468,277.5,32.96,5,自連買
34	,3481.TW,群創,11.1,0,42046,12.25,-9.39,5,自連買
35	,6182.TW,合晶,41.8,-0.36,1757,38.95,7.32,5,自連買
36	,6477.TW,安集,45.15,0.22,708,43.4,4.03,5,自連買
