符合條件商品
資料日期：2022年 10月 19日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/19),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:08 符合檔數(65)
1	,1102.TW,亞泥,41.55,0.24,6062,37.95,9.49,20,自連買
2	,1312.TW,國喬,18.95,1.07,4063,17.35,9.22,20,自連買
3	,2002.TW,中鋼,30.7,0.16,37216,27.45,11.84,20,自連買
4	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.6,-2.56,20,自連買
5	,2014.TW,中鴻,27.6,1.1,53751,21.9,26.03,20,自連買
6	,2301.TW,光寶科,64,-0.47,4678,65,-1.54,20,自連買
7	,2324.TW,仁寶,22.95,0.44,9576,21.05,9.03,20,自連買
8	,2347.TW,聯強,61,-0.81,2957,54.4,12.13,20,自連買
9	,2356.TW,英業達,26,0.19,6530,22.65,14.79,20,自連買
10	,2357.TW,華碩,271,-1.63,1392,239,13.39,20,自連買
11	,2382.TW,廣達,71.2,-0.97,4354,70.6,0.85,20,自連買
12	,2385.TW,群光,87.2,0.11,1118,79.6,9.55,20,自連買
13	,2441.TW,超豐,48.2,-2.33,4006,47.05,2.44,20,自連買
14	,2449.TW,京元電子,36.4,-1.75,4505,31,17.42,20,自連買
15	,2454.TW,聯發科,660,-0.15,2431,577,14.38,20,自連買
16	,3034.TW,聯詠,301.5,-0.17,3163,244,23.57,20,自連買
17	,3036.TW,文曄,62.7,-0.95,1327,62.5,0.32,20,自連買
18	,3044.TW,健鼎,96,1.59,1391,91.2,5.26,20,自連買
19	,3231.TW,緯創,29.9,-0.83,12268,26.2,14.12,20,自連買
20	,3702.TW,大聯大,47.8,-0.52,2583,45.7,4.6,20,自連買
21	,4938.TW,和碩,64.2,0.31,3317,56.7,13.23,20,自連買
22	,5522.TW,遠雄,58.5,0.34,1205,55.8,4.84,20,自連買
23	,6176.TW,瑞儀,106,0.47,1064,98.5,7.61,20,自連買
24	,1101.TW,台泥,34.05,-1.16,23484,31.6,7.75,18,自連買
25	,2377.TW,微星,119.5,1.7,2513,110,8.64,18,自連買
26	,2409.TW,友達,15.4,0.65,36394,18.15,-15.15,15,自連買
27	,2376.TW,技嘉,106.5,1.43,5227,91.6,16.27,11,自連買
28	,2495.TW,普安,21.6,-2.92,2069,17,27.06,11,自連買
29	,3015.TW,全漢,38.3,0.39,117,36.95,3.65,10,自連買
30	,1909.TW,榮成,15.55,-0.32,1849,15.2,2.3,8,自連買
31	,1503.TW,士電,59.1,-1.01,78,54,9.44,7,自連買
32	,2338.TW,光罩,86.3,0.94,3470,55.4,55.78,7,自連買
33	,2371.TW,大同,33.7,0,4072,31.75,6.14,7,自連買
34	,2903.TW,遠百,21.6,0.47,1990,18.2,18.68,7,自連買
35	,3005.TW,神基,43.55,0.35,857,40.75,6.87,7,自連買
36	,6670.TW,復盛應用,213,-0.7,244,187.5,13.6,7,自連買
37	,2101.TW,南港,33.7,-0.3,358,33.95,-0.74,6,自連買
38	,2477.TW,美隆電,19.6,-0.76,52,17.45,0.62,6,自連買
39	,2505.TW,國揚,18.25,-0.82,64,18.2,0.27,6,自連買
40	,2884.TW,玉山金,24.1,-1.03,10272,22.5,7.11,6,自連買
41	,2886.TW,兆豐金,30.55,-0.97,8425,29,5.34,6,自連買
42	,4549.TW,桓達,84.8,0.59,8,88.4,-4.07,6,自連買
43	,4904.TW,遠傳,65.7,-0.3,2525,67.9,-3.24,6,自連買
44	,5469.TW,瀚宇博,31.65,-0.94,479,28.75,10.09,6,自連買
45	,6108.TW,競國,16.55,-0.6,31,16.1,2.8,6,自連買
46	,8112.TW,至上,36.05,0.7,471,33.4,7.93,6,自連買
47	,9908.TW,大台北,31.45,0.96,26,29.9,5.18,6,自連買
48	,9925.TW,新保,39.1,-0.13,165,38.65,1.16,6,自連買
49	,2239.TW,英利-KY,59,-0.84,55,68.1,-13.36,5,自連買
50	,2417.TW,圓剛,22.6,0.89,533,19.75,14.43,5,自連買
51	,2460.TW,建通,16.65,-1.77,90,13.05,27.59,5,自連買
52	,2609.TW,陽明,67.3,-1.03,57425,63,6.83,5,自連買
53	,2612.TW,中航,45.5,2.02,20269,33.2,37.05,5,自連買
54	,2615.TW,萬海,86.2,-1.15,55180,67.9,26.95,5,自連買
55	,2706.TW,第一店,14,-0.36,107,13.95,0.36,5,自連買
56	,3025.TW,星通,20.6,2.49,684,21.65,-4.85,5,自連買
57	,3026.TW,禾伸堂,89.9,0,51,86.9,3.45,5,自連買
58	,5519.TW,隆大,22.8,0.44,85,20.65,10.41,5,自連買
59	,6128.TW,上福,29.3,-0.51,64,27.35,7.13,5,自連買
60	,6209.TW,今國光,25.4,-0.59,249,22.6,12.39,5,自連買
61	,6224.TW,聚鼎,57.2,-2.39,189,53.6,6.72,5,自連買
62	,6239.TW,力成,81.3,0.62,1926,71,14.51,5,自連買
63	,6768.TW,志強-KY,74,0.95,506,78.1,-5.25,5,自連買
64	,8213.TW,志超,36.4,0,113,33.4,8.98,5,自連買
65	,8926.TW,台汽電,32.2,-0.46,354,29.5,9.15,5,自連買
