符合條件商品
資料日期：2022年  6月  6日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/06),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:00 符合檔數(30)
1	,2347.TW,聯強,61,-0.81,2957,69.9,-6.02,20,自連買
2	,4938.TW,和碩,64.2,0.31,3317,69.5,-0.16,20,自連買
3	,1312.TW,國喬,18.95,1.07,4063,24.55,-14.52,19,自連買
4	,2357.TW,華碩,271,-1.63,1392,340,-8.21,16,自連買
5	,2317.TW,鴻海,101,0,15490,115.5,-8.04,11,自連買
6	,2891.TW,中信金,21.9,-1.13,23817,26.85,-13.85,11,自連買
7	,1476.TW,儒鴻,492.5,1.23,1098,511,-0.71,10,自連買
8	,5522.TW,遠雄,58.5,0.34,1205,67.1,-2.94,10,自連買
9	,1457.TW,宜進,18.7,-0.53,210,19.45,1.91,9,自連買
10	,1303.TW,南亞,70.3,-1.54,4616,84.6,-8.38,8,自連買
11	,1402.TW,遠東新,31.55,-4.39,10632,30.8,7.53,8,自連買
12	,2454.TW,聯發科,660,-0.15,2431,905,-19.82,8,自連買
13	,2850.TW,新產,48.8,0.21,121,54.7,-5.1,8,自連買
14	,3673.TW,TPK-KY,29.7,-0.34,398,34.8,-10.78,8,自連買
15	,4438.TW,廣越,119.5,-1.24,47,115,7.4,8,自連買
16	,4904.TW,遠傳,65.7,-0.3,2525,81.5,-16.1,8,自連買
17	,5269.TW,祥碩,717,0.14,564,1380,-46.6,8,自連買
18	,5434.TW,崇越,167.5,0.9,197,167,5.91,8,自連買
19	,8131.TW,福懋科,38.4,-0.78,269,41.3,-0.52,8,自連買
20	,3152.TW,璟德,179.5,-0.28,16,241,-22,6,自連買
21	,4707.TW,磐亞,11.85,-0.42,167,12.95,-0.5,6,自連買
22	,4739.TW,康普,94.9,-1.15,795,136,-28.5,6,自連買
23	,1477.TW,聚陽,238.5,0,510,165,44.55,5,自連買
24	,2548.TW,華固,88,-0.34,174,94.8,0.92,5,自連買
25	,2618.TW,長榮航,28.1,-2.09,27994,34.9,-17.91,5,自連買
26	,4175.TW,杏一,75.4,-0.92,60,73.5,4.94,5,自連買
27	,5222.TW,全訊,134.5,-2.18,132,143.5,-6.27,5,自連買
28	,5607.TW,遠雄港,50.7,-0.39,436,50.6,3.53,5,自連買
29	,6175.TW,立敦,32.3,-0.77,206,40.6,-16.6,5,自連買
30	,6679.TW,鈺太,229,0.44,465,305,-23.13,5,自連買
