符合條件商品
資料日期：2022年  6月 22日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/22),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:33 符合檔數(57)
1	,1303.TW,南亞,70.3,-1.54,4616,83.5,-7.17,20,自連買
2	,2317.TW,鴻海,101,0,15490,109.5,-3.01,20,自連買
3	,2357.TW,華碩,271,-1.63,1392,321.5,-2.93,20,自連買
4	,4938.TW,和碩,64.2,0.31,3317,68.2,1.76,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,61.2,-0.81,20,自連買
6	,2002.TW,中鋼,30.7,0.16,37216,31,9.92,15,自連買
7	,2382.TW,廣達,71.2,-0.97,4354,79.4,-2.75,15,自連買
8	,2886.TW,兆豐金,30.55,-0.97,8425,35.4,-8.09,15,自連買
9	,2301.TW,光寶科,64,-0.47,4678,58.6,11.67,14,自連買
10	,2356.TW,英業達,26,0.19,6530,24.8,11.35,14,自連買
11	,2441.TW,超豐,48.2,-2.33,4006,64.6,-19.2,14,自連買
12	,2882.TW,國泰金,41.15,1.86,33982,53,-16.48,14,自連買
13	,3044.TW,健鼎,96,1.59,1391,118.5,-13.32,14,自連買
14	,2014.TW,中鴻,27.6,1.1,53751,27.4,11.61,13,自連買
15	,2324.TW,仁寶,22.95,0.44,9576,22.7,1.1,13,自連買
16	,3231.TW,緯創,29.9,-0.83,12268,28.55,14.3,13,自連買
17	,6176.TW,瑞儀,106,0.47,1064,100.5,14.89,13,自連買
18	,2412.TW,中華電,112.5,-0.44,6521,125.5,-7.08,11,自連買
19	,2458.TW,義隆,86.1,-1.71,718,135,-27.93,11,自連買
20	,2376.TW,技嘉,106.5,1.43,5227,92.1,32.91,10,自連買
21	,6121.TW,新普,288.5,-0.35,276,280,19.98,10,自連買
22	,1101.TW,台泥,34.05,-1.16,23484,39.5,-2.85,9,自連買
23	,1304.TW,台聚,22.1,1.61,6105,24.55,-1.21,9,自連買
24	,2449.TW,京元電子,36.4,-1.75,4505,42.9,-8.38,9,自連買
25	,9938.TW,百和,59,4.8,4688,67.2,-6.69,9,自連買
26	,1102.TW,亞泥,41.55,0.24,6062,43.6,3.18,8,自連買
27	,2606.TW,裕民,50.1,-3.47,10468,45.5,18.08,8,自連買
28	,1312.TW,國喬,18.95,1.07,4063,22.25,-5.67,7,自連買
29	,2603.TW,長榮,167.5,-2.33,36972,102,-14.93,7,自連買
30	,2883.TW,開發金,12.7,-0.78,8936,15.1,-9.54,7,自連買
31	,3045.TW,台灣大,94.8,0,2514,108.5,-9,7,自連買
32	,3703.TW,欣陸,28.15,0.18,655,28.5,4.92,7,自連買
33	,5876.TW,上海商銀,44.25,-0.45,2405,52.9,-13.3,7,自連買
34	,8916.TW,光隆,52.9,-0.94,490,42.8,32.42,7,自連買
35	,2430.TW,燦坤,41.8,-0.12,23,32.65,-0.85,6,自連買
36	,2891.TW,中信金,21.9,-1.13,23817,26.05,-11.19,6,自連買
37	,3006.TW,晶豪科,66.2,0,3117,95.7,-23.98,6,自連買
38	,4123.TW,晟德,46.35,0.65,1096,58.9,-6.04,6,自連買
39	,5534.TW,長虹,73.6,2.22,690,71.3,9.43,6,自連買
40	,6446.TW,藥華藥,488.5,-1.81,841,489,-0.1,6,自連買
41	,1319.TW,東陽,41.05,0.37,2564,44.5,-5.96,5,自連買
42	,2103.TW,台橡,26.95,-1.1,635,30.95,-4.8,5,自連買
43	,2105.TW,正新,33.75,-0.74,1203,34.45,1.38,5,自連買
44	,2106.TW,建大,30.15,0,347,31.1,-0.13,5,自連買
45	,2227.TW,裕日車,191,-2.05,32,227,-12.13,5,自連買
46	,2347.TW,聯強,61,-0.81,2957,53.9,13.17,5,自連買
47	,2371.TW,大同,33.7,0,4072,34.05,-1.03,5,自連買
48	,2520.TW,冠德,28.65,0.7,326,34.1,-8.35,5,自連買
49	,2834.TW,臺企銀,12.9,-0.39,8238,11.7,15.28,5,自連買
50	,2850.TW,新產,48.8,0.21,121,51.2,-4.69,5,自連買
51	,2897.TW,王道銀行,8.32,-0.36,812,8.74,-1.19,5,自連買
52	,6499.TW,益安,58.6,0.17,81,75.5,-5.56,5,自連買
53	,6505.TW,台塑化,80.1,-1.11,1418,92.1,-13.03,5,自連買
54	,6670.TW,復盛應用,213,-0.7,244,192,18.29,5,自連買
55	,6719.TW,力智,256,-0.97,769,427,-38.51,5,自連買
56	,8131.TW,福懋科,38.4,-0.78,269,40.3,1.94,5,自連買
57	,8422.TW,可寧衛,177.5,0,124,170.5,4.11,5,自連買
