符合條件商品
資料日期：2022年  9月 16日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/16),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:12 符合檔數(15)
1	,2324.TW,仁寶,22.95,0.44,9576,22.5,2,20,自連買
2	,3036.TW,文曄,62.7,-0.95,1327,61.9,1.29,20,自連買
3	,5522.TW,遠雄,58.5,0.34,1205,60.1,1,20,自連買
4	,2006.TW,東和鋼鐵,53.2,0.95,1881,54,-1.48,19,自連買
5	,2014.TW,中鴻,27.6,1.1,53751,24.45,12.88,19,自連買
6	,1101.TW,台泥,34.05,-1.16,23484,38.6,-11.79,10,自連買
7	,2065.TW,世豐,50.9,-0.2,24,49.9,4.99,7,自連買
8	,3454.TW,晶睿,207.5,1.22,7571,139.5,48.75,7,自連買
9	,6603.TW,富強鑫,17.85,0.85,808,17.4,2.59,7,自連買
10	,2357.TW,華碩,271,-1.63,1392,256.5,5.65,6,自連買
11	,2607.TW,榮運,29.1,1.39,5367,35.15,-17.21,6,自連買
12	,3545.TW,敦泰,59.4,2.24,1934,69.5,-14.53,6,自連買
13	,3580.TW,友威科,62.1,-0.64,370,74.1,-16.19,6,自連買
14	,2105.TW,正新,33.75,-0.74,1203,39.5,-14.56,5,自連買
15	,2364.TW,倫飛,105,0.96,463,80,31.25,5,自連買
