符合條件商品
資料日期：2022年  2月  7日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:01 符合檔數(21)
1	,2886.TW,兆豐金,30.55,-0.97,8425,38,-14.38,16,自連買
2	,2301.TW,光寶科,64,-0.47,4678,64.6,4.99,12,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,25.15,-0.95,12,自連買
4	,1102.TW,亞泥,41.55,0.24,6062,44.8,0.44,11,自連買
5	,2347.TW,聯強,61,-0.81,2957,69.9,-6.02,10,自連買
6	,2441.TW,超豐,48.2,-2.33,4006,72,-27.51,10,自連買
7	,3702.TW,大聯大,47.8,-0.52,2583,55.1,-7.09,10,自連買
8	,5522.TW,遠雄,58.5,0.34,1205,65.3,-0.26,10,自連買
9	,2014.TW,中鴻,27.6,1.1,53751,39.85,-23.25,9,自連買
10	,1101.TW,台泥,34.05,-1.16,23484,47.1,-18.52,8,自連買
11	,2108.TW,南帝,38.2,-0.26,608,84.3,-49.86,8,自連買
12	,2382.TW,廣達,71.2,-0.97,4354,93.7,-17.58,6,自連買
13	,2606.TW,裕民,50.1,-3.47,10468,56.8,-5.42,6,自連買
14	,3045.TW,台灣大,94.8,0,2514,101,-2.25,6,自連買
15	,4938.TW,和碩,64.2,0.31,3317,69.6,-0.3,6,自連買
16	,2356.TW,英業達,26,0.19,6530,25.4,8.7,5,自連買
17	,2357.TW,華碩,271,-1.63,1392,364,-14.26,5,自連買
18	,2377.TW,微星,119.5,1.7,2513,153.5,-15.16,5,自連買
19	,2458.TW,義隆,86.1,-1.71,718,168.5,-42.26,5,自連買
20	,3231.TW,緯創,29.9,-0.83,12268,31.6,3.28,5,自連買
21	,6176.TW,瑞儀,106,0.47,1064,102.5,12.65,5,自連買
