符合條件商品
資料日期：2022年  6月 28日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/28),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:31 符合檔數(134)
1	,1303.TW,南亞,70.3,-1.54,4616,84.8,-8.59,20,自連買
2	,2317.TW,鴻海,101,0,15490,112,-5.17,20,自連買
3	,4938.TW,和碩,64.2,0.31,3317,68.2,1.76,20,自連買
4	,5522.TW,遠雄,58.5,0.34,1205,62.9,-3.5,20,自連買
5	,2002.TW,中鋼,30.7,0.16,37216,29.2,16.69,19,自連買
6	,2382.TW,廣達,71.2,-0.97,4354,80.9,-4.54,19,自連買
7	,2886.TW,兆豐金,30.55,-0.97,8425,36.35,-10.49,19,自連買
8	,2301.TW,光寶科,64,-0.47,4678,57.6,13.6,18,自連買
9	,2356.TW,英業達,26,0.19,6530,25.45,8.47,18,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,65,-19.69,18,自連買
11	,2882.TW,國泰金,41.15,1.86,33982,53.8,-17.72,18,自連買
12	,3044.TW,健鼎,96,1.59,1391,115.5,-11.06,18,自連買
13	,2324.TW,仁寶,22.95,0.44,9576,22.9,0.22,17,自連買
14	,3231.TW,緯創,29.9,-0.83,12268,28.3,15.31,17,自連買
15	,2412.TW,中華電,112.5,-0.44,6521,129,-9.6,15,自連買
16	,2458.TW,義隆,86.1,-1.71,718,139.5,-30.25,15,自連買
17	,2376.TW,技嘉,106.5,1.43,5227,93,31.63,14,自連買
18	,1101.TW,台泥,34.05,-1.16,23484,39.6,-3.1,13,自連買
19	,2449.TW,京元電子,36.4,-1.75,4505,41.4,-5.06,13,自連買
20	,9938.TW,百和,59,4.8,4688,71.3,-12.05,13,自連買
21	,1102.TW,亞泥,41.55,0.24,6062,43.65,3.08,12,自連買
22	,1312.TW,國喬,18.95,1.07,4063,23.3,-9.93,11,自連買
23	,2603.TW,長榮,167.5,-2.33,36972,108.5,-20.03,11,自連買
24	,3703.TW,欣陸,28.15,0.18,655,28.35,5.47,11,自連買
25	,2891.TW,中信金,21.9,-1.13,23817,25.8,-10.32,10,自連買
26	,2105.TW,正新,33.75,-0.74,1203,35.7,-2.17,9,自連買
27	,2106.TW,建大,30.15,0,347,33.55,-7.43,9,自連買
28	,2347.TW,聯強,61,-0.81,2957,54.9,11.11,9,自連買
29	,2371.TW,大同,33.7,0,4072,34.1,-1.17,9,自連買
30	,2520.TW,冠德,28.65,0.7,326,34.2,-8.61,9,自連買
31	,2897.TW,王道銀行,8.32,-0.36,812,8.87,-2.69,9,自連買
32	,6505.TW,台塑化,80.1,-1.11,1418,96,-16.56,9,自連買
33	,1216.TW,統一,65.9,0,2803,67.1,2.23,8,自連買
34	,2207.TW,和泰車,592,-0.67,113,624,-1.96,8,自連買
35	,2395.TW,研華,333,-1.48,273,347.5,-1.79,8,自連買
36	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.15,4.97,8,自連買
37	,2809.TW,京城銀,33.9,-3.42,3989,36.1,-6.09,8,自連買
38	,2838.TW,聯邦銀,16.1,-0.92,465,15.6,13.46,8,自連買
39	,2845.TW,遠東銀,11.1,-0.89,1864,11.45,2.02,8,自連買
40	,2851.TW,中再保,18.45,1.1,929,26.35,-29.98,8,自連買
41	,2867.TW,三商壽,5.51,-2.3,17135,7.3,-24.52,8,自連買
42	,2880.TW,華南金,22.5,-1.1,4175,23.2,3.59,8,自連買
43	,2889.TW,國票金,11.35,0,2314,15.75,-21.07,8,自連買
44	,2892.TW,第一金,26.3,-0.38,6392,26.45,5.33,8,自連買
45	,2912.TW,統一超,268,-1.47,996,269.5,2.69,8,自連買
46	,3711.TW,日月光投控,93.8,-3.6,11870,91,11.67,8,自連買
47	,5880.TW,合庫金,25.95,-0.76,4866,27.15,2.04,8,自連買
48	,8464.TW,億豐,278.5,-1.42,255,316.5,-8.43,8,自連買
49	,1434.TW,福懋,26.3,-0.19,479,27.15,0.65,7,自連買
50	,1440.TW,南紡,17.3,-1.42,812,20.15,-10.13,7,自連買
51	,1474.TW,弘裕,12,-0.41,56,12.55,-0.25,7,自連買
52	,1519.TW,華城,48.9,2.09,3632,35.15,42.9,7,自連買
53	,1528.TW,恩德,10.1,0,151,9.2,10.75,7,自連買
54	,1734.TW,杏輝,33.3,0.45,4511,30,11.78,7,自連買
55	,2038.TW,海光,23.05,-3.15,5951,21.3,15.31,7,自連買
56	,2208.TW,台船,19.5,-0.51,1938,18.35,6.27,7,自連買
57	,2360.TW,致茂,179,0.56,783,160.5,16.58,7,自連買
58	,2474.TW,可成,169,-1.74,2651,168,6.61,7,自連買
59	,2801.TW,彰銀,17.25,-0.29,2566,17.7,1.23,7,自連買
60	,2812.TW,台中銀,12.8,-0.39,3299,13.75,-0.47,7,自連買
61	,4164.TW,承業醫,44.2,0,183,40,16.84,7,自連買
62	,5871.TW,中租-KY,216.5,0.46,2711,214.5,0.93,7,自連買
63	,6143.TW,振曜,66.9,0.45,825,60.7,15.66,7,自連買
64	,6206.TW,飛捷,65.6,0.46,146,85.5,-19.8,7,自連買
65	,6239.TW,力成,81.3,0.62,1926,94.7,-7.17,7,自連買
66	,6415.TW,矽力*-KY,445,1.37,2330,2670,-33.33,7,自連買
67	,1301.TW,台塑,86.8,-0.46,6046,109.5,-14.19,6,自連買
68	,1313.TW,聯成,13.8,-1.78,1516,16.5,-16.36,6,自連買
69	,1321.TW,大洋,33.15,-1.04,99,32.7,3.3,6,自連買
70	,1444.TW,力麗,10.3,0,557,10.45,1.48,6,自連買
71	,1477.TW,聚陽,238.5,0,510,158.5,50.47,6,自連買
72	,1503.TW,士電,59.1,-1.01,78,62,-1.91,6,自連買
73	,1522.TW,堤維西,26.15,-0.76,963,29.2,-8.82,6,自連買
74	,1529.TW,樂事綠能,19.3,-1.28,1172,19.5,7.04,6,自連買
75	,1598.TW,岱宇,43,-0.69,148,39.2,9.69,6,自連買
76	,1604.TW,聲寶,25.55,-0.2,118,30.55,-7.86,6,自連買
77	,1760.TW,寶齡富錦,190,8.57,30709,117.5,61.7,6,自連買
78	,1783.TW,和康生,52,5.8,10010,43.95,30.16,6,自連買
79	,1907.TW,永豐餘,24.45,-1.21,810,26.6,-2,6,自連買
80	,2031.TW,新光鋼,44,-0.56,5573,41.15,19.05,6,自連買
81	,2104.TW,國際中橡,19.6,0.77,1331,19.9,-1.51,6,自連買
82	,2355.TW,敬鵬,28.95,-0.34,444,29.55,-0.31,6,自連買
83	,2365.TW,昆盈,10.1,-0.49,93,10.35,-0.59,6,自連買
84	,2385.TW,群光,87.2,0.11,1118,77.3,12.81,6,自連買
85	,2390.TW,云辰,13.2,0.38,364,17.25,-19.22,6,自連買
86	,2399.TW,映泰,13.55,0,559,15.65,-6.55,6,自連買
87	,2419.TW,仲琦,24.15,-0.41,1040,18.55,30.19,6,自連買
88	,2597.TW,潤弘,121.5,0,132,105.5,27.36,6,自連買
89	,2601.TW,益航,8.94,-1.54,2073,9.94,-10.06,6,自連買
90	,2630.TW,亞航,16.85,-0.88,37,17.15,5.64,6,自連買
91	,2707.TW,晶華,256,0.39,348,170,50.59,6,自連買
92	,2884.TW,玉山金,24.1,-1.03,10272,29.7,-11.36,6,自連買
93	,2887.TW,台新金,15.2,0,6593,16.9,-2.19,6,自連買
94	,2903.TW,遠百,21.6,0.47,1990,20.45,10.71,6,自連買
95	,3003.TW,健和興,70.4,0.28,187,76.5,-7.97,6,自連買
96	,3008.TW,大立光,2140,0,324,1710,27.57,6,自連買
97	,3036.TW,文曄,62.7,-0.95,1327,68.7,-8.73,6,自連買
98	,3062.TW,建漢,23.55,0.21,1460,25.5,-7.5,6,自連買
99	,3167.TW,大量,40.6,-0.12,73,57.8,-24.42,6,自連買
100	,3548.TW,兆利,56.8,-1.22,52,63.5,-7.17,6,自連買
101	,3550.TW,聯穎,13.9,0,27,14.9,-1.91,6,自連買
102	,3591.TW,艾笛森,15.7,-0.63,172,15.5,8.2,6,自連買
103	,3704.TW,合勤控,33.85,-2.31,2930,27.75,16.44,6,自連買
104	,4142.TW,國光生,36.45,0.83,953,40.5,-10,6,自連買
105	,4155.TW,訊映,28.55,1.78,4554,24.05,24.02,6,自連買
106	,4417.TW,金洲,38.45,-0.26,72,34.15,19.78,6,自連買
107	,4935.TW,茂林-KY,56.3,-1.05,64,60.8,0.97,6,自連買
108	,4943.TW,康控-KY,10.6,9.17,1592,18.65,-43.16,6,自連買
