符合條件商品
資料日期：2022年  7月 21日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/21),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:25 符合檔數(19)
1	,2385.TW,群光,87.2,0.11,1118,76.8,13.54,20,自連買
2	,3231.TW,緯創,29.9,-0.83,12268,25.1,19.12,16,自連買
3	,2002.TW,中鋼,30.7,0.16,37216,30.5,11.72,15,自連買
4	,2357.TW,華碩,271,-1.63,1392,322,-3.08,11,自連買
5	,2312.TW,金寶,13.65,-1.09,2439,12.75,8.76,7,自連買
6	,2328.TW,廣宇,37.65,-1.7,2360,35,10.74,7,自連買
7	,3016.TW,嘉晶,71.2,0.28,652,84.8,-16.04,7,自連買
8	,4736.TW,泰博,186,-0.53,4377,204.5,-1.56,7,自連買
9	,4739.TW,康普,94.9,-1.15,795,122,-22.21,7,自連買
10	,6213.TW,聯茂,71.9,0.42,941,76.3,-5.77,7,自連買
11	,8016.TW,矽創,173.5,-0.29,574,162,7.1,7,自連買
12	,4157.TW,太景*-KY,16.15,-1.52,3200,18,-10.28,6,自連買
13	,5607.TW,遠雄港,50.7,-0.39,436,48.85,7.23,6,自連買
14	,2324.TW,仁寶,22.95,0.44,9576,22.4,2.46,5,自連買
15	,2356.TW,英業達,26,0.19,6530,22.75,14.29,5,自連買
16	,3548.TW,兆利,56.8,-1.22,52,60.8,-6.58,5,自連買
17	,6290.TW,良維,54,-0.18,323,54.3,3.31,5,自連買
18	,6411.TW,晶焱,85.7,-0.35,289,122,-24.96,5,自連買
19	,6616.TW,特昇-KY,13.85,0,7,15.75,-12.06,5,自連買
