符合條件商品
資料日期：2022年  2月 10日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/10),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:58 符合檔數(21)
1	,2324.TW,仁寶,22.95,0.44,9576,25.7,-3.08,15,自連買
2	,1102.TW,亞泥,41.55,0.24,6062,45.3,-0.69,14,自連買
3	,2014.TW,中鴻,27.6,1.1,53751,40.5,-24.49,12,自連買
4	,1101.TW,台泥,34.05,-1.16,23484,47.55,-19.29,11,自連買
5	,2606.TW,裕民,50.1,-3.47,10468,59.7,-10.01,9,自連買
6	,2357.TW,華碩,271,-1.63,1392,370,-15.65,8,自連買
7	,1303.TW,南亞,70.3,-1.54,4616,88.6,-12.52,5,自連買
8	,1477.TW,聚陽,238.5,0,510,229,9.57,5,自連買
9	,2317.TW,鴻海,101,0,15490,106.5,-0.28,5,自連買
10	,2327.TW,國巨,460,-1.39,1468,489.5,-21.82,5,自連買
11	,2885.TW,元大金,21.8,-0.91,10786,25.85,-7.16,5,自連買
12	,3034.TW,聯詠,301.5,-0.17,3163,467,-22.09,5,自連買
13	,3035.TW,智原,159,0.63,7973,234,-30.49,5,自連買
14	,3037.TW,欣興,125,2.46,35224,217.5,-41.23,5,自連買
15	,3122.TW,笙泉,26,-0.95,176,52.9,-47.62,5,自連買
16	,3596.TW,智易,98.3,-0.2,490,127.5,-17.8,5,自連買
17	,3711.TW,日月光投控,93.8,-3.6,11870,103.5,-1.82,5,自連買
18	,6278.TW,台表科,92.4,-0.86,1062,137.5,-27.47,5,自連買
19	,6494.TW,九齊,73.5,-2.65,262,154,-48.78,5,自連買
20	,8924.TW,大田,120.5,0.42,199,154,-13.13,5,自連買
21	,8938.TW,明安,94.7,-0.53,233,86.9,16.96,5,自連買
