符合條件商品
資料日期：2022年  3月 22日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/22),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:43 符合檔數(19)
1	,2885.TW,元大金,21.8,-0.91,10786,26,-7.71,13,自連買
2	,1529.TW,樂事綠能,19.3,-1.28,1172,23.5,-11.18,11,自連買
3	,1216.TW,統一,65.9,0,2803,65.5,4.74,9,自連買
4	,2006.TW,東和鋼鐵,53.2,0.95,1881,81.8,-29.39,9,自連買
5	,2312.TW,金寶,13.65,-1.09,2439,15.3,-9.36,9,自連買
6	,2801.TW,彰銀,17.25,-0.29,2566,18.45,-2.93,9,自連買
7	,2880.TW,華南金,22.5,-1.1,4175,23.35,2.93,9,自連買
8	,2892.TW,第一金,26.3,-0.38,6392,27.2,2.41,9,自連買
9	,5880.TW,合庫金,25.95,-0.76,4866,28,-1.07,9,自連買
10	,6121.TW,新普,288.5,-0.35,276,318,5.65,9,自連買
11	,1101.TW,台泥,34.05,-1.16,23484,49.7,-22.79,8,自連買
12	,2207.TW,和泰車,592,-0.67,113,585,4.58,7,自連買
13	,2377.TW,微星,119.5,1.7,2513,138.5,-5.97,5,自連買
14	,2812.TW,台中銀,12.8,-0.39,3299,14.65,-6.57,5,自連買
15	,3006.TW,晶豪科,66.2,0,3117,178,-59.13,5,自連買
16	,3141.TW,晶宏,79.9,0.63,950,176,-52.86,5,自連買
17	,6274.TW,台燿,52.5,1.16,910,83.9,-32.94,5,自連買
18	,6282.TW,康舒,30.4,0.83,1860,35.7,-12.11,5,自連買
19	,8046.TW,南電,242,-0.41,10124,490,-48.84,5,自連買
