符合條件商品
資料日期：2022年  7月  1日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:30 符合檔數(46)
1	,1303.TW,南亞,70.3,-1.54,4616,82.7,-6.27,20,自連買
2	,2301.TW,光寶科,64,-0.47,4678,57,14.8,20,自連買
3	,2317.TW,鴻海,101,0,15490,106,0.2,20,自連買
4	,2324.TW,仁寶,22.95,0.44,9576,22.4,2.46,20,自連買
5	,2356.TW,英業達,26,0.19,6530,24.75,11.54,20,自連買
6	,2382.TW,廣達,71.2,-0.97,4354,79.3,-2.61,20,自連買
7	,2441.TW,超豐,48.2,-2.33,4006,62.3,-16.22,20,自連買
8	,2882.TW,國泰金,41.15,1.86,33982,49.7,-10.93,20,自連買
9	,5522.TW,遠雄,58.5,0.34,1205,62,-2.09,20,自連買
10	,2458.TW,義隆,86.1,-1.71,718,134,-27.39,18,自連買
11	,2376.TW,技嘉,106.5,1.43,5227,81.5,50.21,17,自連買
12	,1101.TW,台泥,34.05,-1.16,23484,40.35,-4.89,16,自連買
13	,2449.TW,京元電子,36.4,-1.75,4505,39.85,-1.38,16,自連買
14	,9938.TW,百和,59,4.8,4688,66,-4.99,16,自連買
15	,1102.TW,亞泥,41.55,0.24,6062,44.2,1.79,15,自連買
16	,1312.TW,國喬,18.95,1.07,4063,21.95,-4.39,14,自連買
17	,2347.TW,聯強,61,-0.81,2957,51.9,17.53,12,自連買
18	,2897.TW,王道銀行,8.32,-0.36,812,8.46,2.09,12,自連買
19	,1216.TW,統一,65.9,0,2803,67.9,1.04,11,自連買
20	,2809.TW,京城銀,33.9,-3.42,3989,34.35,-1.31,11,自連買
21	,2880.TW,華南金,22.5,-1.1,4175,22.4,7.3,11,自連買
22	,2892.TW,第一金,26.3,-0.38,6392,25.8,7.96,11,自連買
23	,5880.TW,合庫金,25.95,-0.76,4866,26.5,4.51,11,自連買
24	,2801.TW,彰銀,17.25,-0.29,2566,17.3,3.54,10,自連買
25	,1301.TW,台塑,86.8,-0.46,6046,108,-12.99,9,自連買
26	,1503.TW,士電,59.1,-1.01,78,60.4,0.7,9,自連買
27	,1760.TW,寶齡富錦,190,8.57,30709,122,55.74,9,自連買
28	,2385.TW,群光,87.2,0.11,1118,74.1,17.68,9,自連買
29	,2884.TW,玉山金,24.1,-1.03,10272,29.1,-9.53,9,自連買
30	,2887.TW,台新金,15.2,0,6593,16,3.33,9,自連買
31	,3003.TW,健和興,70.4,0.28,187,69.8,0.86,9,自連買
32	,3036.TW,文曄,62.7,-0.95,1327,63.7,-1.57,9,自連買
33	,9925.TW,新保,39.1,-0.13,165,39.6,3.85,9,自連買
34	,2634.TW,漢翔,34.55,3.13,14471,32.55,7.23,8,自連買
35	,1310.TW,台苯,13.55,1.12,233,14.05,-2.52,7,自連買
36	,1338.TW,廣華-KY,43.6,-0.23,51,55.5,-17.88,7,自連買
37	,1533.TW,車王電,49.75,-1.09,173,54.5,-8.28,7,自連買
38	,2832.TW,台產,20.45,-0.24,88,19.3,5.96,7,自連買
39	,2836.TW,高雄銀,12.5,-0.4,467,13.55,-2.27,7,自連買
40	,2849.TW,安泰銀,14.6,0,89,15.4,-0.41,7,自連買
41	,3346.TW,麗清,38,1.88,1028,28.35,36.2,7,自連買
42	,4746.TW,台耀,73.1,-2.79,13002,47.3,61.19,7,自連買
43	,4766.TW,南寶,134,0.37,27,131.5,6.62,7,自連買
44	,8104.TW,錸寶,35.2,-0.42,113,36.75,0.57,7,自連買
45	,2472.TW,立隆電,54.4,-1.45,170,50.3,14.5,6,自連買
46	,6187.TW,萬潤,65,0.93,810,75,-8.06,5,自連買
