符合條件商品
資料日期：2022年  5月 17日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/17),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:03 符合檔數(32)
1	,1102.TW,亞泥,41.55,0.24,6062,44.75,0.53,20,自連買
2	,3702.TW,大聯大,47.8,-0.52,2583,54.3,-5.72,20,自連買
3	,2441.TW,超豐,48.2,-2.33,4006,73.1,-28.59,19,自連買
4	,4938.TW,和碩,64.2,0.31,3317,64.5,7.59,17,自連買
5	,2382.TW,廣達,71.2,-0.97,4354,75.4,2.42,16,自連買
6	,3044.TW,健鼎,96,1.59,1391,116.5,-11.83,16,自連買
7	,2809.TW,京城銀,33.9,-3.42,3989,37.45,-4.24,11,自連買
8	,6176.TW,瑞儀,106,0.47,1064,103,12.1,11,自連買
9	,2301.TW,光寶科,64,-0.47,4678,62.6,4.52,10,自連買
10	,2324.TW,仁寶,22.95,0.44,9576,22.9,0.22,9,自連買
11	,2347.TW,聯強,61,-0.81,2957,72.4,-9.28,9,自連買
12	,2376.TW,技嘉,106.5,1.43,5227,108.5,12.83,8,自連買
13	,1215.TW,卜蜂,78.3,0.77,1049,79.4,12.68,7,自連買
14	,2458.TW,義隆,86.1,-1.71,718,145,-32.9,7,自連買
15	,2478.TW,大毅,43.2,-0.8,35,54.7,-14.1,7,自連買
16	,3034.TW,聯詠,301.5,-0.17,3163,394.5,-7.77,7,自連買
17	,1312.TW,國喬,18.95,1.07,4063,24.2,-13.27,6,自連買
18	,1702.TW,南僑,44.8,-0.88,73,46.3,1.45,6,自連買
19	,2014.TW,中鴻,27.6,1.1,53751,32.95,-7.2,6,自連買
20	,2317.TW,鴻海,101,0,15490,105,1.15,6,自連買
21	,2377.TW,微星,119.5,1.7,2513,130.5,-0.21,6,自連買
22	,2489.TW,瑞軒,9.93,1.02,1113,12.8,-13.5,6,自連買
23	,3231.TW,緯創,29.9,-0.83,12268,27.85,17.16,6,自連買
24	,6192.TW,巨路,69.2,-0.86,148,69.4,-8.84,6,自連買
25	,8213.TW,志超,36.4,0,113,52.5,-22.29,6,自連買
26	,8404.TW,百和興業-KY,26.45,0.95,33,34.95,-17.78,6,自連買
27	,2017.TW,官田鋼,14.2,-1.05,653,15.65,0.64,5,自連買
28	,2059.TW,川湖,395,-0.63,106,446.5,-9.41,5,自連買
29	,2374.TW,佳能,20.7,0,250,23.45,-8.04,5,自連買
30	,2430.TW,燦坤,41.8,-0.12,23,35.8,-9.58,5,自連買
31	,2886.TW,兆豐金,30.55,-0.97,8425,36.45,-10.72,5,自連買
32	,3041.TW,揚智,21.1,0.24,820,29.3,-27.99,5,自連買
