符合條件商品
資料日期：2021年 11月 18日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:10 符合檔數(112)
1	,1229.TW,聯華,49.25,0.2,537,57.9,-8.18,11,自連買
2	,1326.TW,台化,69.4,-0.72,1689,81.1,-9.07,11,自連買
3	,1712.TW,興農,36.35,-1.49,904,26.45,44.99,11,自連買
4	,2880.TW,華南金,22.5,-1.1,4175,21.2,13.35,11,自連買
5	,2891.TW,中信金,21.9,-1.13,23817,24.75,-6.53,11,自連買
6	,2355.TW,敬鵬,28.95,-0.34,444,34.1,-13.61,10,自連買
7	,2495.TW,普安,21.6,-2.92,2069,15.55,42.67,10,自連買
8	,2511.TW,太子,10.6,-0.47,445,13.5,-18.02,10,自連買
9	,2850.TW,新產,48.8,0.21,121,49.1,5.72,10,自連買
10	,1103.TW,嘉泥,17.5,-0.57,92,21.55,-15.74,9,自連買
11	,1217.TW,愛之味,10.9,0.46,1908,10.65,5.21,9,自連買
12	,1321.TW,大洋,33.15,-1.04,99,34.35,-1.66,9,自連買
13	,1464.TW,得力,14.05,-0.71,81,16.05,-10.74,9,自連買
14	,1528.TW,恩德,10.1,0,151,11.5,-11.33,9,自連買
15	,1532.TW,勤美,28.45,-0.52,120,32.5,-5.95,9,自連買
16	,1604.TW,聲寶,25.55,-0.2,118,29.6,-4.88,9,自連買
17	,1789.TW,神隆,25.9,-0.77,2066,24.45,7.96,9,自連買
18	,2006.TW,東和鋼鐵,53.2,0.95,1881,42.35,-1.13,9,自連買
19	,2106.TW,建大,30.15,0,347,30.3,2.48,9,自連買
20	,2413.TW,環科,25.85,-1.71,872,18.85,37.14,9,自連買
21	,2450.TW,神腦,30.85,-0.16,33,33,-0.48,9,自連買
22	,2501.TW,國建,15.2,0,696,19.8,-20.38,9,自連買
23	,2539.TW,櫻花建,31.95,0,247,31.3,16.95,9,自連買
24	,2836.TW,高雄銀,12.5,-0.4,467,11.95,10.82,9,自連買
25	,2884.TW,玉山金,24.1,-1.03,10272,27.95,-5.82,9,自連買
26	,2897.TW,王道銀行,8.32,-0.36,812,8.17,5.72,9,自連買
27	,2903.TW,遠百,21.6,0.47,1990,22.55,0.42,9,自連買
28	,3257.TW,虹冠電,43.65,0.81,25,70.9,-33.85,9,自連買
29	,5222.TW,全訊,134.5,-2.18,132,216.5,-36.5,9,自連買
30	,5876.TW,上海商銀,44.25,-0.45,2405,46.7,-1.8,9,自連買
31	,6120.TW,達運,9.05,2.38,1626,11.5,-21.3,9,自連買
