符合條件商品
資料日期：2022年  1月 18日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:03 符合檔數(16)
1	,2323.TW,中環,7.4,-1.33,1685,12,-35.2,10,自連買
2	,2886.TW,兆豐金,30.55,-0.97,8425,37.25,-12.64,9,自連買
3	,3005.TW,神基,43.55,0.35,857,54.7,-14.99,9,自連買
4	,2867.TW,三商壽,5.51,-2.3,17135,10,-44.9,8,自連買
5	,3044.TW,健鼎,96,1.59,1391,128,-19.75,7,自連買
6	,4938.TW,和碩,64.2,0.31,3317,70.4,-1.43,7,自連買
7	,4770.TW,上品,300.5,-4.6,1157,285,8.85,6,自連買
8	,1455.TW,集盛,10.45,0,596,15.5,-27.43,5,自連買
9	,2301.TW,光寶科,64,-0.47,4678,63.5,6.81,5,自連買
10	,2324.TW,仁寶,22.95,0.44,9576,25.45,-2.13,5,自連買
11	,2356.TW,英業達,26,0.19,6530,25.15,9.8,5,自連買
12	,2368.TW,金像電,88.4,-1.12,3685,86.5,-4.29,5,自連買
13	,2515.TW,中工,8.25,-0.48,1107,9.05,-3.06,5,自連買
14	,4171.TW,瑞基,56.1,1.08,1306,119.5,-45.05,5,自連買
15	,4974.TW,亞泰,57.5,0,115,56.1,11.07,5,自連買
16	,8383.TW,千附,38.1,-0.13,61,40.2,1.71,5,自連買
