符合條件商品
資料日期：2022年  4月 27日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/27),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(19)
1	,1101.TW,台泥,34.05,-1.16,23484,45.8,-16.22,20,自連買
2	,5522.TW,遠雄,58.5,0.34,1205,67.4,-3.37,20,自連買
3	,2347.TW,聯強,61,-0.81,2957,75.5,-12.99,17,自連買
4	,6176.TW,瑞儀,106,0.47,1064,104.5,10.5,17,自連買
5	,2377.TW,微星,119.5,1.7,2513,119.5,8.97,9,自連買
6	,3587.TW,閎康,165,3.13,1620,127,29.92,9,自連買
7	,1102.TW,亞泥,41.55,0.24,6062,47.1,-4.48,8,自連買
8	,3702.TW,大聯大,47.8,-0.52,2583,53.3,-3.96,8,自連買
9	,4736.TW,泰博,186,-0.53,4377,293.5,-31.41,7,自連買
10	,1701.TW,中化,33.5,8.41,15339,25.1,39.18,6,自連買
11	,2441.TW,超豐,48.2,-2.33,4006,67.8,-23.02,6,自連買
12	,2458.TW,義隆,86.1,-1.71,718,149.5,-34.92,6,自連買
13	,2520.TW,冠德,28.65,0.7,326,34.6,-9.68,6,自連買
14	,3231.TW,緯創,29.9,-0.83,12268,28.25,15.53,6,自連買
15	,3305.TW,昇貿,40.05,1.78,376,65.1,-35.25,6,自連買
16	,2542.TW,興富發,40.35,-3.93,8630,46.7,3.75,5,自連買
17	,3511.TW,矽瑪,33.7,-0.74,177,38.5,-9.19,5,自連買
18	,6457.TW,紘康,62.5,-1.26,183,101.5,-29.35,5,自連買
19	,8924.TW,大田,120.5,0.42,199,142,-5.79,5,自連買
