符合條件商品
資料日期：2022年  6月 20日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/20),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:33 符合檔數(36)
1	,2317.TW,鴻海,101,0,15490,109,-2.56,20,自連買
2	,2357.TW,華碩,271,-1.63,1392,320,-2.47,20,自連買
3	,4938.TW,和碩,64.2,0.31,3317,68.3,1.6,20,自連買
4	,5522.TW,遠雄,58.5,0.34,1205,59.4,2.18,20,自連買
5	,1303.TW,南亞,70.3,-1.54,4616,82.1,-5.59,18,自連買
6	,2548.TW,華固,88,-0.34,174,92.4,3.53,15,自連買
7	,2002.TW,中鋼,30.7,0.16,37216,32.15,5.97,13,自連買
8	,2382.TW,廣達,71.2,-0.97,4354,78.9,-2.12,13,自連買
9	,2886.TW,兆豐金,30.55,-0.97,8425,34.6,-5.97,13,自連買
10	,2301.TW,光寶科,64,-0.47,4678,58.2,12.44,12,自連買
11	,2356.TW,英業達,26,0.19,6530,24.7,11.78,12,自連買
12	,2441.TW,超豐,48.2,-2.33,4006,66,-20.92,12,自連買
13	,2882.TW,國泰金,41.15,1.86,33982,51.8,-14.54,12,自連買
14	,3044.TW,健鼎,96,1.59,1391,115.5,-11.06,12,自連買
15	,2014.TW,中鴻,27.6,1.1,53751,28.05,9.05,11,自連買
16	,2324.TW,仁寶,22.95,0.44,9576,22.35,2.68,11,自連買
17	,3231.TW,緯創,29.9,-0.83,12268,28.2,15.71,11,自連買
18	,6176.TW,瑞儀,106,0.47,1064,101,14.32,11,自連買
19	,2412.TW,中華電,112.5,-0.44,6521,125,-6.71,9,自連買
20	,2458.TW,義隆,86.1,-1.71,718,136.5,-28.72,9,自連買
21	,2376.TW,技嘉,106.5,1.43,5227,93.9,30.37,8,自連買
22	,6121.TW,新普,288.5,-0.35,276,280.5,19.77,8,自連買
23	,1101.TW,台泥,34.05,-1.16,23484,38.85,-1.22,7,自連買
24	,1304.TW,台聚,22.1,1.61,6105,24.6,-1.43,7,自連買
25	,2449.TW,京元電子,36.4,-1.75,4505,43.65,-9.95,7,自連買
26	,9938.TW,百和,59,4.8,4688,66,-4.99,7,自連買
27	,1102.TW,亞泥,41.55,0.24,6062,42.4,6.1,6,自連買
28	,2606.TW,裕民,50.1,-3.47,10468,48,11.93,6,自連買
29	,2885.TW,元大金,21.8,-0.91,10786,22.8,5.26,6,自連買
30	,1312.TW,國喬,18.95,1.07,4063,22.8,-7.97,5,自連買
31	,2603.TW,長榮,167.5,-2.33,36972,109.5,-20.76,5,自連買
32	,2883.TW,開發金,12.7,-0.78,8936,14.7,-7.1,5,自連買
33	,3045.TW,台灣大,94.8,0,2514,107,-7.73,5,自連買
34	,3703.TW,欣陸,28.15,0.18,655,27.5,8.73,5,自連買
35	,5876.TW,上海商銀,44.25,-0.45,2405,51.8,-11.46,5,自連買
36	,8916.TW,光隆,52.9,-0.94,490,42.8,32.42,5,自連買
