符合條件商品
資料日期：2022年  8月 16日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/16),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:18 符合檔數(26)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.3,-2.03,20,自連買
2	,2324.TW,仁寶,22.95,0.44,9576,22.5,2,20,自連買
3	,2356.TW,英業達,26,0.19,6530,24.15,7.66,20,自連買
4	,5522.TW,遠雄,58.5,0.34,1205,64,-5.16,20,自連買
5	,2441.TW,超豐,48.2,-2.33,4006,63.9,-18.32,18,自連買
6	,3044.TW,健鼎,96,1.59,1391,101.5,-5.42,18,自連買
7	,2347.TW,聯強,61,-0.81,2957,56.6,7.77,16,自連買
8	,2354.TW,鴻準,51.4,-1.15,1092,50.4,1.98,15,自連買
9	,2385.TW,群光,87.2,0.11,1118,83.7,4.18,12,自連買
10	,5534.TW,長虹,73.6,2.22,690,78.1,-0.11,12,自連買
11	,3231.TW,緯創,29.9,-0.83,12268,28.2,6.03,11,自連買
12	,2002.TW,中鋼,30.7,0.16,37216,29,5.86,8,自連買
13	,2328.TW,廣宇,37.65,-1.7,2360,36.15,7.2,8,自連買
14	,2520.TW,冠德,28.65,0.7,326,28.25,1.42,8,自連買
15	,3042.TW,晶技,83,0.73,539,90.8,-8.59,7,自連買
16	,4938.TW,和碩,64.2,0.31,3317,62.2,3.22,7,自連買
17	,5243.TW,乙盛-KY,59.3,0.51,535,69.3,-12.65,7,自連買
18	,1603.TW,華電,26.3,-0.75,181,26.85,-0.19,6,自連買
19	,3036.TW,文曄,62.7,-0.95,1327,65.5,-4.27,6,自連買
20	,4162.TW,智擎,118.5,-2.07,10092,91.7,29.23,6,自連買
21	,4171.TW,瑞基,56.1,1.08,1306,79.4,-17.31,6,自連買
22	,6605.TW,帝寶,70.5,-0.98,237,79.7,-11.54,6,自連買
23	,2371.TW,大同,33.7,0,4072,34.95,-3.58,5,自連買
24	,2449.TW,京元電子,36.4,-1.75,4505,38.05,-4.34,5,自連買
25	,2801.TW,彰銀,17.25,-0.29,2566,17.7,-2.54,5,自連買
26	,5457.TW,宣德,49.5,-0.2,374,60.1,-17.64,5,自連買
