符合條件商品
資料日期：2022年  7月  5日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/05),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:29 符合檔數(66)
1	,1303.TW,南亞,70.3,-1.54,4616,80.6,-3.83,20,自連買
2	,2301.TW,光寶科,64,-0.47,4678,56.6,15.61,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,22.15,3.61,20,自連買
4	,2356.TW,英業達,26,0.19,6530,24.75,11.54,20,自連買
5	,2382.TW,廣達,71.2,-0.97,4354,79.5,-2.86,20,自連買
6	,2441.TW,超豐,48.2,-2.33,4006,61.2,-14.71,20,自連買
7	,2458.TW,義隆,86.1,-1.71,718,124.5,-21.85,20,自連買
8	,5522.TW,遠雄,58.5,0.34,1205,63,-3.66,20,自連買
9	,1101.TW,台泥,34.05,-1.16,23484,40.75,-5.84,18,自連買
10	,2449.TW,京元電子,36.4,-1.75,4505,37.8,3.97,18,自連買
11	,1102.TW,亞泥,41.55,0.24,6062,44.3,1.56,17,自連買
12	,1312.TW,國喬,18.95,1.07,4063,22.15,-5.25,16,自連買
13	,2347.TW,聯強,61,-0.81,2957,52.2,16.86,14,自連買
14	,2897.TW,王道銀行,8.32,-0.36,812,8.53,1.22,14,自連買
15	,1216.TW,統一,65.9,0,2803,68.7,-0.14,13,自連買
16	,2809.TW,京城銀,33.9,-3.42,3989,33.4,1.5,13,自連買
17	,2880.TW,華南金,22.5,-1.1,4175,22.65,6.13,13,自連買
18	,2892.TW,第一金,26.3,-0.38,6392,25.95,7.35,13,自連買
19	,5880.TW,合庫金,25.95,-0.76,4866,26.55,4.34,13,自連買
20	,2801.TW,彰銀,17.25,-0.29,2566,17.6,1.77,12,自連買
21	,1503.TW,士電,59.1,-1.01,78,62.8,-3.16,11,自連買
22	,2385.TW,群光,87.2,0.11,1118,75.1,16.11,11,自連買
23	,2884.TW,玉山金,24.1,-1.03,10272,29.05,-9.36,11,自連買
24	,2887.TW,台新金,15.2,0,6593,16.1,2.63,11,自連買
25	,3036.TW,文曄,62.7,-0.95,1327,61.5,1.95,11,自連買
26	,9925.TW,新保,39.1,-0.13,165,39.95,2.95,11,自連買
27	,2634.TW,漢翔,34.55,3.13,14471,34.7,0.58,10,自連買
28	,1310.TW,台苯,13.55,1.12,233,14.2,-3.56,9,自連買
29	,1338.TW,廣華-KY,43.6,-0.23,51,57.8,-21.14,9,自連買
30	,1533.TW,車王電,49.75,-1.09,173,56.4,-11.37,9,自連買
31	,2832.TW,台產,20.45,-0.24,88,19.35,5.68,9,自連買
32	,2836.TW,高雄銀,12.5,-0.4,467,13.6,-2.57,9,自連買
33	,2849.TW,安泰銀,14.6,0,89,15.65,-1.95,9,自連買
34	,3346.TW,麗清,38,1.88,1028,29.6,30.45,9,自連買
35	,4746.TW,台耀,73.1,-2.79,13002,47.35,61.05,9,自連買
36	,4766.TW,南寶,134,0.37,27,132.5,5.82,9,自連買
37	,8104.TW,錸寶,35.2,-0.42,113,38.8,-4.74,9,自連買
38	,9958.TW,世紀鋼,88.9,-1.22,9352,112.5,-17.94,6,自連買
39	,1304.TW,台聚,22.1,1.61,6105,24.35,-0.41,5,自連買
40	,1605.TW,華新,46.75,-1.68,42087,34.2,36.7,5,自連買
41	,1817.TW,凱撒衛,37.9,0.4,40,33,14.85,5,自連買
42	,1903.TW,士紙,49.45,-0.4,28,57,-13.25,5,自連買
43	,2006.TW,東和鋼鐵,53.2,0.95,1881,51.2,3.91,5,自連買
44	,2009.TW,第一銅,31.95,0.79,2420,29.15,13.86,5,自連買
45	,2509.TW,全坤建,14.35,0,15,15,-4.33,5,自連買
46	,2514.TW,龍邦,16.85,-0.3,151,17.35,-2.88,5,自連買
47	,2611.TW,志信,14.1,-0.35,1872,17.7,-8.02,5,自連買
48	,2615.TW,萬海,86.2,-1.15,55180,116,-7.09,5,自連買
49	,2705.TW,六福,16.45,-0.3,111,16.45,0,5,自連買
50	,2816.TW,旺旺保,15.85,-0.31,49,17.55,-4,5,自連買
51	,2820.TW,華票,14.55,0,290,16.25,-10.46,5,自連買
52	,2913.TW,農林,21.45,-1.15,909,19.25,11.43,5,自連買
53	,2923.TW,鼎固-KY,21.1,-1.86,8,27.55,-19.1,5,自連買
54	,3010.TW,華立,85.6,1.66,269,79.7,7.4,5,自連買
55	,3047.TW,訊舟,15.6,-1.27,2156,11.9,31.09,5,自連買
56	,3050.TW,鈺德,17,-1.16,376,15.3,15.49,5,自連買
57	,3406.TW,玉晶光,364,-0.68,820,368,0.9,5,自連買
58	,3413.TW,京鼎,183.5,-1.61,306,173,6.07,5,自連買
59	,3419.TW,譁裕,18.6,0.54,853,15.45,20.39,5,自連買
60	,6176.TW,瑞儀,106,0.47,1064,83,27.71,5,自連買
61	,6192.TW,巨路,69.2,-0.86,148,69.4,-8.84,5,自連買
62	,6670.TW,復盛應用,213,-0.7,244,191.5,18.6,5,自連買
63	,8021.TW,尖點,30.15,1.34,473,29.9,9.16,5,自連買
64	,8367.TW,建新國際,38.95,3.18,198,37.5,12.31,5,自連買
65	,9910.TW,豐泰,207.5,-1.19,2962,173,19.94,5,自連買
66	,9924.TW,福興,41.3,-0.12,51,38.7,6.72,5,自連買
