符合條件商品
資料日期：2022年  9月 20日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/20),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:12 符合檔數(17)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.5,-2.39,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,24.2,14.05,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,22.7,1.1,20,自連買
4	,3036.TW,文曄,62.7,-0.95,1327,60.3,3.98,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,58.6,3.58,20,自連買
6	,1101.TW,台泥,34.05,-1.16,23484,38.55,-11.67,12,自連買
7	,3454.TW,晶睿,207.5,1.22,7571,141,47.16,9,自連買
8	,6603.TW,富強鑫,17.85,0.85,808,17.5,2,9,自連買
9	,2357.TW,華碩,271,-1.63,1392,253.5,6.9,8,自連買
10	,2607.TW,榮運,29.1,1.39,5367,33.65,-13.52,8,自連買
11	,3545.TW,敦泰,59.4,2.24,1934,68.7,-13.54,8,自連買
12	,2105.TW,正新,33.75,-0.74,1203,39.6,-14.77,7,自連買
13	,2364.TW,倫飛,105,0.96,463,77.7,35.14,7,自連買
14	,4566.TW,時碩工業,51.4,0.59,362,57.4,-10.45,6,自連買
15	,6213.TW,聯茂,71.9,0.42,941,68.9,4.35,6,自連買
16	,8996.TW,高力,183.5,7.31,24980,113.5,61.67,6,自連買
17	,8403.TW,盛弘,34.55,2.07,730,36.35,-4.95,5,自連買
