符合條件商品
資料日期：2022年  9月 12日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/12),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:14 符合檔數(21)
1	,2324.TW,仁寶,22.95,0.44,9576,23,-0.22,20,自連買
2	,2356.TW,英業達,26,0.19,6530,23.35,11.35,20,自連買
3	,3036.TW,文曄,62.7,-0.95,1327,62.7,0,20,自連買
4	,3044.TW,健鼎,96,1.59,1391,99,-3.03,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,61.8,-1.78,20,自連買
6	,2449.TW,京元電子,36.4,-1.75,4505,36.15,0.69,17,自連買
7	,3231.TW,緯創,29.9,-0.83,12268,27.4,9.12,17,自連買
8	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.7,-2.74,15,自連買
9	,2014.TW,中鴻,27.6,1.1,53751,24.6,12.2,15,自連買
10	,1101.TW,台泥,34.05,-1.16,23484,39.8,-14.45,6,自連買
11	,1795.TW,美時,232,0.22,11755,164,41.46,6,自連買
12	,2385.TW,群光,87.2,0.11,1118,81.2,7.39,6,自連買
13	,2634.TW,漢翔,34.55,3.13,14471,36.8,-6.11,6,自連買
14	,4938.TW,和碩,64.2,0.31,3317,63.9,0.47,6,自連買
15	,6509.TW,聚和,41.15,4.71,2507,41.65,-1.2,6,自連買
16	,8155.TW,博智,108,-1.37,385,112.5,-4,6,自連買
17	,2409.TW,友達,15.4,0.65,36394,17.25,-17.34,5,自連買
18	,2609.TW,陽明,67.3,-1.03,57425,71,-5.21,5,自連買
19	,3218.TW,大學光,290,0.17,438,318.5,-8.95,5,自連買
20	,5321.TW,美而快,63.1,-0.47,32,89.5,-18.46,5,自連買
21	,6192.TW,巨路,69.2,-0.86,148,70,-9.63,5,自連買
