符合條件商品
資料日期：2022年  8月 11日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/11),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:19 符合檔數(41)
1	,2324.TW,仁寶,22.95,0.44,9576,23.25,-1.29,20,自連買
2	,2356.TW,英業達,26,0.19,6530,24.55,5.91,20,自連買
3	,2006.TW,東和鋼鐵,53.2,0.95,1881,53,0.38,19,自連買
4	,5522.TW,遠雄,58.5,0.34,1205,63.9,-5,17,自連買
5	,2441.TW,超豐,48.2,-2.33,4006,61.8,-15.54,15,自連買
6	,3044.TW,健鼎,96,1.59,1391,103,-6.8,15,自連買
7	,2347.TW,聯強,61,-0.81,2957,55,10.91,13,自連買
8	,2354.TW,鴻準,51.4,-1.15,1092,50.6,1.58,12,自連買
9	,2385.TW,群光,87.2,0.11,1118,84.5,3.2,9,自連買
10	,3228.TW,金麗科,187,-1.32,123,333.5,-43.93,9,自連買
11	,3545.TW,敦泰,59.4,2.24,1934,70.8,-16.1,9,自連買
12	,5534.TW,長虹,73.6,2.22,690,77.8,0.27,9,自連買
13	,6143.TW,振曜,66.9,0.45,825,55.6,20.32,9,自連買
14	,1101.TW,台泥,34.05,-1.16,23484,39.35,-13.47,8,自連買
15	,3231.TW,緯創,29.9,-0.83,12268,28.4,5.28,8,自連買
16	,3702.TW,大聯大,47.8,-0.52,2583,51.4,-7,8,自連買
17	,2476.TW,鉅祥,46.4,-0.96,356,54,-14.07,7,自連買
18	,9945.TW,潤泰新,43.65,-1.58,3379,64.5,4.75,7,自連買
19	,2345.TW,智邦,237.5,-6.5,4085,278.5,-14.72,6,自連買
20	,5347.TW,世界,81.5,-1.69,3288,73.9,10.28,6,自連買
21	,8155.TW,博智,108,-1.37,385,114,-5.26,6,自連買
22	,9938.TW,百和,59,4.8,4688,60.3,-2.16,6,自連買
23	,1702.TW,南僑,44.8,-0.88,73,45.5,-1.54,5,自連買
24	,1717.TW,長興,31.5,-1.25,930,32.3,-5.8,5,自連買
25	,2002.TW,中鋼,30.7,0.16,37216,28.45,7.91,5,自連買
26	,2014.TW,中鴻,27.6,1.1,53751,25.2,9.52,5,自連買
27	,2233.TW,宇隆,99.5,0.3,88,115.5,-13.85,5,自連買
28	,2328.TW,廣宇,37.65,-1.7,2360,35.45,9.32,5,自連買
29	,2388.TW,威盛,69.3,-0.14,6061,81.1,-14.55,5,自連買
30	,2409.TW,友達,15.4,0.65,36394,15.3,-6.78,5,自連買
31	,2485.TW,兆赫,17.25,0.29,454,17.7,-2.54,5,自連買
32	,2520.TW,冠德,28.65,0.7,326,28.35,1.06,5,自連買
33	,2851.TW,中再保,18.45,1.1,929,22.1,-16.52,5,自連買
34	,3006.TW,晶豪科,66.2,0,3117,77,-14.03,5,自連買
35	,5009.TW,榮剛,37.5,-0.66,11974,30.45,23.15,5,自連買
36	,5288.TW,豐祥-KY,156,-1.58,158,158,1.45,5,自連買
37	,6274.TW,台燿,52.5,1.16,910,54,-2.78,5,自連買
38	,6278.TW,台表科,92.4,-0.86,1062,100,-7.6,5,自連買
39	,6756.TW,威鋒電子,191,-2.05,282,226.5,-15.67,5,自連買
40	,8924.TW,大田,120.5,0.42,199,117,2.99,5,自連買
41	,9914.TW,美利達,171,-2.29,298,232.5,-26.45,5,自連買
