符合條件商品
資料日期：2022年  9月 23日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/23),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:11 符合檔數(34)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,51.8,2.7,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,23,20,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,22.1,3.85,20,自連買
4	,3036.TW,文曄,62.7,-0.95,1327,60.8,3.13,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,57.3,5.94,20,自連買
6	,2357.TW,華碩,271,-1.63,1392,246,10.16,11,自連買
7	,2364.TW,倫飛,105,0.96,463,77.3,35.83,10,自連買
8	,1102.TW,亞泥,41.55,0.24,6062,42.35,-1.89,6,自連買
9	,2356.TW,英業達,26,0.19,6530,22.7,14.54,6,自連買
10	,2385.TW,群光,87.2,0.11,1118,83.1,4.93,6,自連買
11	,2441.TW,超豐,48.2,-2.33,4006,53,-9.06,6,自連買
12	,2454.TW,聯發科,660,-0.15,2431,580,13.79,6,自連買
13	,3044.TW,健鼎,96,1.59,1391,97.7,-1.74,6,自連買
14	,3059.TW,華晶科,33.4,-0.45,748,35.6,-6.18,6,自連買
15	,3209.TW,全科,35.5,-0.42,228,35.05,1.28,6,自連買
16	,3231.TW,緯創,29.9,-0.83,12268,27.25,9.72,6,自連買
17	,4938.TW,和碩,64.2,0.31,3317,60.4,6.29,6,自連買
18	,1312.TW,國喬,18.95,1.07,4063,18.65,1.61,5,自連買
19	,1319.TW,東陽,41.05,0.37,2564,53,-22.55,5,自連買
20	,2002.TW,中鋼,30.7,0.16,37216,27.85,10.23,5,自連買
21	,2301.TW,光寶科,64,-0.47,4678,66.3,-3.47,5,自連買
22	,2347.TW,聯強,61,-0.81,2957,53.1,14.88,5,自連買
23	,2376.TW,技嘉,106.5,1.43,5227,92.2,15.51,5,自連買
24	,2382.TW,廣達,71.2,-0.97,4354,77.3,-7.89,5,自連買
25	,2409.TW,友達,15.4,0.65,36394,15.8,-9.73,5,自連買
26	,2449.TW,京元電子,36.4,-1.75,4505,33.95,7.22,5,自連買
27	,2458.TW,義隆,86.1,-1.71,718,86.8,-0.81,5,自連買
28	,2903.TW,遠百,21.6,0.47,1990,20.05,7.73,5,自連買
29	,3034.TW,聯詠,301.5,-0.17,3163,235.5,28.03,5,自連買
30	,3211.TW,順達,73.1,-0.14,70,75.3,-2.92,5,自連買
31	,3441.TW,聯一光,40.65,0.37,503,35.9,13.23,5,自連買
32	,3708.TW,上緯投控,94.6,-1.77,1112,99.1,-4.54,5,自連買
33	,6176.TW,瑞儀,106,0.47,1064,98.4,7.72,5,自連買
34	,6643.TW,M31,504,0,3247,396.5,27.11,5,自連買
