符合條件商品
資料日期：2022年  8月 30日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/30),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:15 符合檔數(27)
1	,2324.TW,仁寶,22.95,0.44,9576,22.7,1.1,20,自連買
2	,2356.TW,英業達,26,0.19,6530,23,13.04,20,自連買
3	,2441.TW,超豐,48.2,-2.33,4006,59.3,-18.72,20,自連買
4	,3044.TW,健鼎,96,1.59,1391,100,-4,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,62.1,-2.26,20,自連買
6	,4938.TW,和碩,64.2,0.31,3317,64.1,0.16,17,自連買
7	,3036.TW,文曄,62.7,-0.95,1327,64.5,-2.79,16,自連買
8	,1101.TW,台泥,34.05,-1.16,23484,39.25,-13.25,12,自連買
9	,1102.TW,亞泥,41.55,0.24,6062,42.45,-2.12,10,自連買
10	,2301.TW,光寶科,64,-0.47,4678,65.3,-1.99,9,自連買
11	,2347.TW,聯強,61,-0.81,2957,56.3,8.35,9,自連買
12	,2449.TW,京元電子,36.4,-1.75,4505,37.05,-1.75,9,自連買
13	,2458.TW,義隆,86.1,-1.71,718,97,-11.24,9,自連買
14	,3231.TW,緯創,29.9,-0.83,12268,27.5,8.73,9,自連買
15	,6176.TW,瑞儀,106,0.47,1064,99.4,6.64,9,自連買
16	,2474.TW,可成,169,-1.74,2651,183,-2.13,8,自連買
17	,1476.TW,儒鴻,492.5,1.23,1098,449.5,9.57,7,自連買
18	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.5,-2.39,7,自連買
19	,2014.TW,中鴻,27.6,1.1,53751,26.3,4.94,7,自連買
20	,3702.TW,大聯大,47.8,-0.52,2583,50.7,-5.72,7,自連買
21	,2002.TW,中鋼,30.7,0.16,37216,29,5.86,6,自連買
22	,2376.TW,技嘉,106.5,1.43,5227,84.5,26.04,6,自連買
23	,1536.TW,和大,70.4,-0.56,752,87.2,-19.27,5,自連買
24	,1795.TW,美時,232,0.22,11755,174,33.33,5,自連買
25	,2388.TW,威盛,69.3,-0.14,6061,82.3,-15.8,5,自連買
26	,2439.TW,美律,79.5,0.63,452,81.5,-2.45,5,自連買
27	,6213.TW,聯茂,71.9,0.42,941,66.9,7.47,5,自連買
