符合條件商品
資料日期：2022年  4月  8日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/08),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:41 符合檔數(23)
1	,2301.TW,光寶科,64,-0.47,4678,67.6,-3.21,13,自連買
2	,2382.TW,廣達,71.2,-0.97,4354,85.9,-10.1,12,自連買
3	,2449.TW,京元電子,36.4,-1.75,4505,41,-4.13,12,自連買
4	,1102.TW,亞泥,41.55,0.24,6062,47.8,-5.87,9,自連買
5	,2441.TW,超豐,48.2,-2.33,4006,72.9,-28.4,9,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,69.4,-6.14,9,自連買
7	,8103.TW,瀚荃,31.9,0,42,44.5,-24.16,9,自連買
8	,1101.TW,台泥,34.05,-1.16,23484,49.8,-22.95,8,自連買
9	,3702.TW,大聯大,47.8,-0.52,2583,56,-8.59,8,自連買
10	,2201.TW,裕隆,59.1,-1.01,17319,39.9,53.79,7,自連買
11	,9933.TW,中鼎,41.85,0.6,916,45.95,-4.1,7,自連買
12	,1733.TW,五鼎,25.65,-0.19,140,26.3,2.48,6,自連買
13	,2356.TW,英業達,26,0.19,6530,24.8,11.35,6,自連買
14	,2613.TW,中櫃,23,-1.5,1438,38.5,-40.26,6,自連買
15	,2886.TW,兆豐金,30.55,-0.97,8425,44.35,-26.63,6,自連買
16	,4966.TW,譜瑞-KY,825,0.86,553,1600,-47.4,6,自連買
17	,8131.TW,福懋科,38.4,-0.78,269,41.1,-0.03,6,自連買
18	,2002.TW,中鋼,30.7,0.16,37216,39.2,-13.08,5,自連買
19	,3051.TW,力特,17.75,-0.28,344,25,-29,5,自連買
20	,4171.TW,瑞基,56.1,1.08,1306,114.5,-42.66,5,自連買
21	,4755.TW,三福化,119,0,366,201.5,-38.86,5,自連買
22	,6591.TW,動力-KY,42.7,-0.58,26,61.4,-25.38,5,自連買
23	,8071.TW,能率網通,15.2,0.33,83,21.8,-25.96,5,自連買
