符合條件商品
資料日期：2022年  5月  5日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/05),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:05 符合檔數(24)
1	,2377.TW,微星,119.5,1.7,2513,126,3.36,14,自連買
2	,1102.TW,亞泥,41.55,0.24,6062,47.45,-5.18,13,自連買
3	,3702.TW,大聯大,47.8,-0.52,2583,54.4,-5.89,13,自連買
4	,2441.TW,超豐,48.2,-2.33,4006,71.2,-26.69,11,自連買
5	,2356.TW,英業達,26,0.19,6530,25.9,6.6,9,自連買
6	,4938.TW,和碩,64.2,0.31,3317,70.9,-2.12,9,自連買
7	,2357.TW,華碩,271,-1.63,1392,366,-14.73,8,自連買
8	,2382.TW,廣達,71.2,-0.97,4354,85.5,-9.68,8,自連買
9	,3044.TW,健鼎,96,1.59,1391,127.5,-19.44,8,自連買
10	,3264.TW,欣銓,49.85,-0.89,1243,45.45,16.23,7,自連買
11	,2481.TW,強茂,60.4,-0.33,2094,81.4,-21.67,6,自連買
12	,2885.TW,元大金,21.8,-0.91,10786,25.9,-7.35,6,自連買
13	,3416.TW,融程電,83,0.36,22,77.5,13.68,6,自連買
14	,8155.TW,博智,108,-1.37,385,158,-28.2,6,自連買
15	,2323.TW,中環,7.4,-1.33,1685,9.2,-15.43,5,自連買
16	,2330.TW,台積電,455,-2.78,26724,542,-14.62,5,自連買
17	,2395.TW,研華,333,-1.48,273,344.5,-0.93,5,自連買
18	,2884.TW,玉山金,24.1,-1.03,10272,32.1,-18,5,自連買
19	,3527.TW,聚積,100,0,154,155.5,-31.02,5,自連買
20	,4755.TW,三福化,119,0,366,180.5,-31.74,5,自連買
21	,6271.TW,同欣電,201,-4.29,2372,241.5,-20.92,5,自連買
22	,6533.TW,晶心科,494.5,-1.69,4905,337,48.26,5,自連買
23	,8271.TW,宇瞻,41.1,0,92,42.35,-2.95,5,自連買
24	,8358.TW,金居,51.3,-0.58,1372,60.6,-6.9,5,自連買
