符合條件商品
資料日期：2022年  8月  2日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/02),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:20 符合檔數(23)
1	,2324.TW,仁寶,22.95,0.44,9576,22.95,0,13,自連買
2	,2356.TW,英業達,26,0.19,6530,23.75,9.47,13,自連買
3	,2006.TW,東和鋼鐵,53.2,0.95,1881,52.2,1.92,12,自連買
4	,4938.TW,和碩,64.2,0.31,3317,63,1.9,12,自連買
5	,1216.TW,統一,65.9,0,2803,67.9,1.04,10,自連買
6	,3036.TW,文曄,62.7,-0.95,1327,69.3,-9.52,10,自連買
7	,5522.TW,遠雄,58.5,0.34,1205,62.7,-3.19,10,自連買
8	,6477.TW,安集,45.15,0.22,708,53.3,-15.29,9,自連買
9	,2301.TW,光寶科,64,-0.47,4678,65.1,0.52,8,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,62,-15.81,8,自連買
11	,3044.TW,健鼎,96,1.59,1391,101,-4.95,8,自連買
12	,2891.TW,中信金,21.9,-1.13,23817,22.45,-2.45,7,自連買
13	,5434.TW,崇越,167.5,0.9,197,156,7.37,7,自連買
14	,2347.TW,聯強,61,-0.81,2957,55,10.91,6,自連買
15	,2520.TW,冠德,28.65,0.7,326,27.2,5.33,6,自連買
16	,3038.TW,全台,20.35,-1.21,720,21.85,-6.86,6,自連買
17	,1722.TW,台肥,53.1,-0.56,1033,63.5,-12.66,5,自連買
18	,2305.TW,全友,25.85,1.37,1136,29.55,-12.52,5,自連買
19	,2330.TW,台積電,455,-2.78,26724,492,-6.45,5,自連買
20	,2354.TW,鴻準,51.4,-1.15,1092,48.3,6.42,5,自連買
21	,2421.TW,建準,44.85,-2.82,1233,41.85,7.17,5,自連買
22	,3105.TW,穩懋,138,0.36,2757,158,-12.66,5,自連買
23	,6756.TW,威鋒電子,191,-2.05,282,234.5,-18.55,5,自連買
