符合條件商品
資料日期：2022年  4月 11日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/11),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:41 符合檔數(35)
1	,2301.TW,光寶科,64,-0.47,4678,66.5,-1.6,14,自連買
2	,2382.TW,廣達,71.2,-0.97,4354,85.6,-9.78,13,自連買
3	,2449.TW,京元電子,36.4,-1.75,4505,40.6,-3.19,13,自連買
4	,1102.TW,亞泥,41.55,0.24,6062,47.6,-5.48,10,自連買
5	,2441.TW,超豐,48.2,-2.33,4006,71,-26.48,10,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,68.8,-5.32,10,自連買
7	,8103.TW,瀚荃,31.9,0,42,42.65,-20.86,10,自連買
8	,1101.TW,台泥,34.05,-1.16,23484,49.45,-22.4,9,自連買
9	,3702.TW,大聯大,47.8,-0.52,2583,56,-8.59,9,自連買
10	,9933.TW,中鼎,41.85,0.6,916,45.75,-3.68,8,自連買
11	,1733.TW,五鼎,25.65,-0.19,140,25.8,4.44,7,自連買
12	,2356.TW,英業達,26,0.19,6530,24.85,11.11,7,自連買
13	,2613.TW,中櫃,23,-1.5,1438,37.15,-38.09,7,自連買
14	,2886.TW,兆豐金,30.55,-0.97,8425,44.65,-27.12,7,自連買
15	,8131.TW,福懋科,38.4,-0.78,269,40.4,1.69,7,自連買
16	,2002.TW,中鋼,30.7,0.16,37216,39.4,-13.52,6,自連買
17	,4171.TW,瑞基,56.1,1.08,1306,125.5,-47.68,6,自連買
18	,6591.TW,動力-KY,42.7,-0.58,26,62.1,-26.23,6,自連買
19	,8071.TW,能率網通,15.2,0.33,83,20.65,-21.81,6,自連買
20	,2347.TW,聯強,61,-0.81,2957,76.1,-13.68,5,自連買
21	,2385.TW,群光,87.2,0.11,1118,85.6,9.77,5,自連買
22	,2471.TW,資通,26.85,-0.37,53,28.75,1.51,5,自連買
23	,2493.TW,揚博,43.15,0,51,42.15,9.27,5,自連買
24	,2535.TW,達欣工,29.7,0.17,102,31.35,-5.26,5,自連買
25	,2606.TW,裕民,50.1,-3.47,10468,56.9,-5.58,5,自連買
26	,3044.TW,健鼎,96,1.59,1391,126,-18.48,5,自連買
27	,3685.TW,元創精密,19.5,0.26,74,29.15,-33.1,5,自連買
28	,4104.TW,佳醫,67.2,0.75,101,68.9,8.18,5,自連買
29	,4545.TW,銘鈺,29.6,0.51,19,31,-1.99,5,自連買
30	,4938.TW,和碩,64.2,0.31,3317,70.8,-1.98,5,自連買
31	,5009.TW,榮剛,37.5,-0.66,11974,27.55,36.12,5,自連買
32	,6176.TW,瑞儀,106,0.47,1064,101.5,13.76,5,自連買
33	,6216.TW,居易,25.25,0,90,29.6,-10.08,5,自連買
34	,6581.TW,鋼聯,91.2,-0.76,47,86.8,5.07,5,自連買
35	,9930.TW,中聯資源,46.3,-0.22,44,48.6,0.56,5,自連買
