符合條件商品
資料日期：2021年 11月 11日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/11),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:11 符合檔數(33)
1	,2038.TW,海光,23.05,-3.15,5951,37.1,-33.78,9,自連買
2	,2464.TW,盟立,38.1,-0.39,128,43.25,-6.55,9,自連買
3	,4958.TW,臻鼎-KY,108,-1.37,2633,100.5,12.54,9,自連買
4	,9904.TW,寶成,34.05,0.44,6898,34.5,4.13,9,自連買
5	,2634.TW,漢翔,34.55,3.13,14471,29.1,19.97,8,自連買
6	,3122.TW,笙泉,26,-0.95,176,55.3,-49.89,8,自連買
7	,1476.TW,儒鴻,492.5,1.23,1098,658,-22.9,7,自連買
8	,3228.TW,金麗科,187,-1.32,123,451.5,-58.58,7,自連買
9	,4927.TW,泰鼎-KY,54.5,-0.73,593,101.5,-42.83,7,自連買
10	,1229.TW,聯華,49.25,0.2,537,57.4,-7.37,6,自連買
11	,1326.TW,台化,69.4,-0.72,1689,80.4,-8.27,6,自連買
12	,1712.TW,興農,36.35,-1.49,904,25.8,48.67,6,自連買
13	,2476.TW,鉅祥,46.4,-0.96,356,62.5,-22.78,6,自連買
14	,2520.TW,冠德,28.65,0.7,326,38.5,-18.82,6,自連買
15	,2880.TW,華南金,22.5,-1.1,4175,20.5,17.25,6,自連買
16	,2891.TW,中信金,21.9,-1.13,23817,23.6,-1.97,6,自連買
17	,3138.TW,耀登,131.5,-1.13,169,238.5,-43.51,6,自連買
18	,3703.TW,欣陸,28.15,0.18,655,25,19.63,6,自連買
19	,6153.TW,嘉聯益,23.85,-2.05,2220,25.9,-7.92,6,自連買
20	,1611.TW,中電,13.3,-1.85,708,13.85,0.08,5,自連買
21	,2355.TW,敬鵬,28.95,-0.34,444,29.2,0.91,5,自連買
22	,2495.TW,普安,21.6,-2.92,2069,15.45,43.62,5,自連買
23	,2511.TW,太子,10.6,-0.47,445,13.25,-16.47,5,自連買
24	,2515.TW,中工,8.25,-0.48,1107,9.09,-3.51,5,自連買
25	,2530.TW,華建,17.35,-0.29,360,14.5,19.66,5,自連買
26	,2850.TW,新產,48.8,0.21,121,48.35,7.37,5,自連買
27	,2905.TW,三商,15.05,-0.66,352,23.15,-30.29,5,自連買
28	,3588.TW,通嘉,53.8,-0.92,446,153.5,-60.86,5,自連買
29	,3605.TW,宏致,32,-1.23,111,47.45,-29.89,5,自連買
30	,5478.TW,智冠,78.3,0.51,214,96.1,-13.65,5,自連買
31	,6104.TW,創惟,88.8,0.23,2437,166.5,-45.83,5,自連買
32	,6209.TW,今國光,25.4,-0.59,249,30.35,-14.88,5,自連買
33	,6679.TW,鈺太,229,0.44,465,315,-25.57,5,自連買
