符合條件商品
資料日期：2022年  7月  7日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:29 符合檔數(115)
1	,1101.TW,台泥,34.05,-1.16,23484,40.9,-6.17,20,自連買
2	,2301.TW,光寶科,64,-0.47,4678,57.1,14.59,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.65,6,20,自連買
4	,2356.TW,英業達,26,0.19,6530,24,15.04,20,自連買
5	,2382.TW,廣達,71.2,-0.97,4354,77.5,-0.35,20,自連買
6	,2441.TW,超豐,48.2,-2.33,4006,60.2,-13.29,20,自連買
7	,2449.TW,京元電子,36.4,-1.75,4505,36.9,6.53,20,自連買
8	,2458.TW,義隆,86.1,-1.71,718,106.5,-19.15,20,自連買
9	,5522.TW,遠雄,58.5,0.34,1205,62.8,-3.34,20,自連買
10	,1102.TW,亞泥,41.55,0.24,6062,43.85,2.59,19,自連買
11	,1312.TW,國喬,18.95,1.07,4063,21.55,-2.62,18,自連買
12	,2347.TW,聯強,61,-0.81,2957,52.3,16.63,16,自連買
13	,2897.TW,王道銀行,8.32,-0.36,812,8.41,2.72,16,自連買
14	,2809.TW,京城銀,33.9,-3.42,3989,32.75,3.51,15,自連買
15	,5880.TW,合庫金,25.95,-0.76,4866,26.1,6.13,15,自連買
16	,2801.TW,彰銀,17.25,-0.29,2566,17.3,3.54,14,自連買
17	,2385.TW,群光,87.2,0.11,1118,75.4,15.65,13,自連買
18	,2887.TW,台新金,15.2,0,6593,15.7,5.26,13,自連買
19	,3036.TW,文曄,62.7,-0.95,1327,60.2,4.15,13,自連買
20	,2634.TW,漢翔,34.55,3.13,14471,33.4,4.51,12,自連買
21	,2836.TW,高雄銀,12.5,-0.4,467,13.4,-1.19,11,自連買
22	,3346.TW,麗清,38,1.88,1028,29,33.15,11,自連買
23	,4746.TW,台耀,73.1,-2.79,13002,47.55,60.34,11,自連買
24	,2006.TW,東和鋼鐵,53.2,0.95,1881,49.15,8.24,7,自連買
25	,2820.TW,華票,14.55,0,290,16.1,-9.63,7,自連買
26	,3010.TW,華立,85.6,1.66,269,79.7,7.4,7,自連買
