符合條件商品
資料日期：2022年  3月 21日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/21),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:43 符合檔數(15)
1	,2885.TW,元大金,21.8,-0.91,10786,26.1,-8.06,12,自連買
2	,1529.TW,樂事綠能,19.3,-1.28,1172,23.9,-12.67,10,自連買
3	,1216.TW,統一,65.9,0,2803,65.7,4.42,8,自連買
4	,2006.TW,東和鋼鐵,53.2,0.95,1881,80.6,-28.33,8,自連買
5	,2312.TW,金寶,13.65,-1.09,2439,14.9,-6.95,8,自連買
6	,2801.TW,彰銀,17.25,-0.29,2566,18.3,-2.1,8,自連買
7	,2880.TW,華南金,22.5,-1.1,4175,23.25,3.35,8,自連買
8	,2892.TW,第一金,26.3,-0.38,6392,27,3.18,8,自連買
9	,5880.TW,合庫金,25.95,-0.76,4866,27.85,-0.54,8,自連買
10	,6121.TW,新普,288.5,-0.35,276,318.5,5.48,8,自連買
11	,1101.TW,台泥,34.05,-1.16,23484,49.75,-22.86,7,自連買
12	,1308.TW,亞聚,28.2,-0.88,1358,38.7,-18.73,6,自連買
13	,2207.TW,和泰車,592,-0.67,113,582,5.12,6,自連買
14	,2351.TW,順德,99.5,1.22,927,142.5,-28.36,6,自連買
15	,2618.TW,長榮航,28.1,-2.09,27994,33.05,-13.3,5,自連買
