符合條件商品
資料日期：2022年  1月 17日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/17),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:03 符合檔數(12)
1	,2323.TW,中環,7.4,-1.33,1685,12.2,-36.26,9,自連買
2	,2886.TW,兆豐金,30.55,-0.97,8425,37.05,-12.19,8,自連買
3	,3005.TW,神基,43.55,0.35,857,54.2,-14.2,8,自連買
4	,6176.TW,瑞儀,106,0.47,1064,102.5,12.65,8,自連買
5	,2867.TW,三商壽,5.51,-2.3,17135,9.75,-43.49,7,自連買
6	,2892.TW,第一金,26.3,-0.38,6392,25.35,9.9,7,自連買
7	,3413.TW,京鼎,183.5,-1.61,306,259,-25.8,7,自連買
8	,6670.TW,復盛應用,213,-0.7,244,196,15.88,7,自連買
9	,3044.TW,健鼎,96,1.59,1391,126,-18.48,6,自連買
10	,4927.TW,泰鼎-KY,54.5,-0.73,593,127.5,-54.49,6,自連買
11	,4938.TW,和碩,64.2,0.31,3317,69,0.58,6,自連買
12	,4770.TW,上品,300.5,-4.6,1157,283,9.62,5,自連買
