符合條件商品
資料日期：2022年 10月 27日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/27),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:07 符合檔數(117)
1	,1102.TW,亞泥,41.55,0.24,6062,37.25,11.54,20,自連買
2	,1312.TW,國喬,18.95,1.07,4063,17.65,7.37,20,自連買
3	,2301.TW,光寶科,64,-0.47,4678,64.5,-0.78,20,自連買
4	,2324.TW,仁寶,22.95,0.44,9576,20.6,11.41,20,自連買
5	,2347.TW,聯強,61,-0.81,2957,53.1,14.88,20,自連買
6	,2356.TW,英業達,26,0.19,6530,23.55,10.4,20,自連買
7	,2377.TW,微星,119.5,1.7,2513,112,6.7,20,自連買
8	,2382.TW,廣達,71.2,-0.97,4354,68.1,4.55,20,自連買
9	,2385.TW,群光,87.2,0.11,1118,79.7,9.41,20,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,46.2,4.33,20,自連買
11	,2449.TW,京元電子,36.4,-1.75,4505,32.85,10.81,20,自連買
12	,3034.TW,聯詠,301.5,-0.17,3163,241,25.1,20,自連買
13	,3036.TW,文曄,62.7,-0.95,1327,61.8,1.46,20,自連買
14	,3231.TW,緯創,29.9,-0.83,12268,26,15,20,自連買
15	,3702.TW,大聯大,47.8,-0.52,2583,44.15,8.27,20,自連買
16	,4938.TW,和碩,64.2,0.31,3317,56.7,13.23,20,自連買
17	,5522.TW,遠雄,58.5,0.34,1205,53.3,9.76,20,自連買
18	,6176.TW,瑞儀,106,0.47,1064,94.6,12.05,20,自連買
19	,2376.TW,技嘉,106.5,1.43,5227,93,14.52,17,自連買
20	,2884.TW,玉山金,24.1,-1.03,10272,23.1,4.33,12,自連買
21	,2886.TW,兆豐金,30.55,-0.97,8425,29.7,2.86,12,自連買
22	,2609.TW,陽明,67.3,-1.03,57425,63.2,6.49,11,自連買
23	,6239.TW,力成,81.3,0.62,1926,73.6,10.46,11,自連買
24	,1301.TW,台塑,86.8,-0.46,6046,82.5,5.21,10,自連買
25	,1303.TW,南亞,70.3,-1.54,4616,68.6,2.48,10,自連買
26	,1455.TW,集盛,10.45,0,596,9.68,7.95,10,自連買
27	,1477.TW,聚陽,238.5,0,510,201.5,18.36,10,自連買
28	,1802.TW,台玻,21.2,0.24,12096,20.4,3.92,10,自連買
29	,2207.TW,和泰車,592,-0.67,113,597,-0.84,10,自連買
30	,2330.TW,台積電,455,-2.78,26724,385.5,18.71,10,自連買
31	,2486.TW,一詮,21.55,-0.23,1380,16.8,28.27,10,自連買
32	,2890.TW,永豐金,16.7,-4.84,27291,16.05,4.05,10,自連買
33	,2892.TW,第一金,26.3,-0.38,6392,24.6,6.91,10,自連買
34	,3711.TW,日月光投控,93.8,-3.6,11870,78.7,19.19,10,自連買
35	,4755.TW,三福化,119,0,366,107.5,10.7,10,自連買
36	,5880.TW,合庫金,25.95,-0.76,4866,25.05,3.59,10,自連買
37	,8150.TW,南茂,32.9,1.23,1428,31.7,3.79,10,自連買
38	,9910.TW,豐泰,207.5,-1.19,2962,159.5,30.09,10,自連買
39	,3413.TW,京鼎,183.5,-1.61,306,168,9.23,9,自連買
40	,2354.TW,鴻準,51.4,-1.15,1092,45.85,12.1,8,自連買
41	,2636.TW,台驊投控,76.3,-0.91,1346,61.5,24.07,8,自連買
42	,3051.TW,力特,17.75,-0.28,344,16.85,5.34,8,自連買
43	,2540.TW,愛山林,71.9,-1.64,383,88.1,-18.39,7,自連買
44	,3019.TW,亞光,61.6,-1.28,472,57.3,7.5,7,自連買
45	,3680.TW,家登,254.5,0.79,478,210.5,22.72,7,自連買
46	,6488.TW,環球晶,435.5,-2.57,2065,354,23.02,7,自連買
47	,8358.TW,金居,51.3,-0.58,1372,39.8,28.89,7,自連買
48	,2312.TW,金寶,13.65,-1.09,2439,13.95,-2.15,6,自連買
49	,2915.TW,潤泰全,66.7,0.15,4192,54.8,21.72,6,自連買
50	,3264.TW,欣銓,49.85,-0.89,1243,40.6,22.78,6,自連買
51	,3617.TW,碩天,96.3,-2.33,255,92,4.67,6,自連買
52	,6213.TW,聯茂,71.9,0.42,941,54.7,31.44,6,自連買
53	,6715.TW,嘉基,130,-2.26,387,113.5,14.54,6,自連買
54	,8081.TW,致新,141,-1.05,262,130.5,8.05,6,自連買
55	,1216.TW,統一,65.9,0,2803,65.8,0.15,5,自連買
56	,1305.TW,華夏,26.5,1.15,17566,20,32.5,5,自連買
57	,1313.TW,聯成,13.8,-1.78,1516,12.4,11.29,5,自連買
58	,1314.TW,中石化,9.86,-1,4928,9.45,4.34,5,自連買
59	,1326.TW,台化,69.4,-0.72,1689,69,0.58,5,自連買
60	,1440.TW,南紡,17.3,-1.42,812,16.5,4.85,5,自連買
61	,1442.TW,名軒,37.2,1.5,752,29.3,26.96,5,自連買
62	,1444.TW,力麗,10.3,0,557,10.4,-0.96,5,自連買
63	,1503.TW,士電,59.1,-1.01,78,56.4,4.79,5,自連買
64	,1517.TW,利奇,20.15,-0.25,277,22.05,-8.62,5,自連買
65	,1605.TW,華新,46.75,-1.68,42087,36.1,29.5,5,自連買
66	,1712.TW,興農,36.35,-1.49,904,36,0.97,5,自連買
67	,1736.TW,喬山,73.9,-1.99,1386,77.8,-5.01,5,自連買
68	,1789.TW,神隆,25.9,-0.77,2066,24.15,7.25,5,自連買
69	,2009.TW,第一銅,31.95,0.79,2420,28.5,12.11,5,自連買
70	,2017.TW,官田鋼,14.2,-1.05,653,12.2,16.39,5,自連買
71	,2102.TW,泰豐,20.45,-1.21,355,18.65,9.65,5,自連買
72	,2201.TW,裕隆,59.1,-1.01,17319,46.55,26.96,5,自連買
73	,2204.TW,中華,50.1,0.91,1497,42.15,18.86,5,自連買
74	,2395.TW,研華,333,-1.48,273,299,11.37,5,自連買
75	,2412.TW,中華電,112.5,-0.44,6521,109.5,2.74,5,自連買
76	,2421.TW,建準,44.85,-2.82,1233,42.15,6.41,5,自連買
77	,2442.TW,新美齊,13.15,-0.75,96,12.2,7.79,5,自連買
78	,2460.TW,建通,16.65,-1.77,90,14.7,13.27,5,自連買
79	,2477.TW,美隆電,19.6,-0.76,52,16.6,5.77,5,自連買
80	,2485.TW,兆赫,17.25,0.29,454,16.8,2.68,5,自連買
81	,2520.TW,冠德,28.65,0.7,326,24.25,18.14,5,自連買
82	,2535.TW,達欣工,29.7,0.17,102,29.95,-0.83,5,自連買
83	,2548.TW,華固,88,-0.34,174,86.1,2.21,5,自連買
84	,2603.TW,長榮,167.5,-2.33,36972,142.5,17.54,5,自連買
85	,2605.TW,新興,20.65,-3.5,6563,18.4,12.23,5,自連買
86	,2618.TW,長榮航,28.1,-2.09,27994,23.75,18.32,5,自連買
87	,2633.TW,台灣高鐵,28.75,-0.52,2418,27.95,2.86,5,自連買
88	,2801.TW,彰銀,17.25,-0.29,2566,16.55,4.23,5,自連買
89	,2812.TW,台中銀,12.8,-0.39,3299,12.45,2.81,5,自連買
90	,2834.TW,臺企銀,12.9,-0.39,8238,12.15,6.17,5,自連買
91	,2880.TW,華南金,22.5,-1.1,4175,21.15,6.38,5,自連買
92	,2883.TW,開發金,12.7,-0.78,8936,11.75,8.09,5,自連買
93	,2887.TW,台新金,15.2,0,6593,13.55,12.18,5,自連買
94	,2891.TW,中信金,21.9,-1.13,23817,20.55,6.57,5,自連買
95	,2912.TW,統一超,268,-1.47,996,265.5,0.94,5,自連買
96	,3045.TW,台灣大,94.8,0,2514,94.3,0.53,5,自連買
97	,3380.TW,明泰,28.55,-1.04,598,27.35,4.39,5,自連買
98	,3530.TW,晶相光,71.8,-0.42,57,69.7,3.01,5,自連買
99	,3714.TW,富采,46.6,-0.96,1148,42.6,9.39,5,自連買
100	,4155.TW,訊映,28.55,1.78,4554,22.8,25.22,5,自連買
101	,4763.TW,材料-KY,172,-4.44,2683,111.5,57.8,5,自連買
102	,4770.TW,上品,300.5,-4.6,1157,264.5,13.61,5,自連買
103	,4904.TW,遠傳,65.7,-0.3,2525,70.1,-6.28,5,自連買
104	,4927.TW,泰鼎-KY,54.5,-0.73,593,49.35,10.44,5,自連買
105	,5203.TW,訊連,83,-0.6,51,88.1,-5.79,5,自連買
106	,5425.TW,台半,75.3,0,4216,74.2,1.48,5,自連買
107	,6139.TW,亞翔,36.75,-1.74,623,28.7,28.05,5,自連買
108	,6285.TW,啟碁,80.8,-2.3,4232,84.1,-3.92,5,自連買
109	,6415.TW,矽力*-KY,445,1.37,2330,367.5,21.09,5,自連買
110	,6505.TW,台塑化,80.1,-1.11,1418,82,-2.32,5,自連買
111	,6579.TW,研揚,83.2,-0.12,46,74.5,11.68,5,自連買
112	,8039.TW,台虹,41,-0.61,92,40.6,0.99,5,自連買
113	,8070.TW,長華*,30.65,-0.16,272,30.6,2.51,5,自連買
114	,8213.TW,志超,36.4,0,113,32.7,11.31,5,自連買
115	,9911.TW,櫻花,62.1,-0.8,62,59.2,4.9,5,自連買
116	,9914.TW,美利達,171,-2.29,298,175,-2.29,5,自連買
117	,9938.TW,百和,59,4.8,4688,48.4,21.9,5,自連買
