符合條件商品
資料日期：2022年  4月 21日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/21),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:40 符合檔數(28)
1	,2301.TW,光寶科,64,-0.47,4678,66.8,-2.04,20,自連買
2	,2382.TW,廣達,71.2,-0.97,4354,84.6,-8.72,20,自連買
3	,5522.TW,遠雄,58.5,0.34,1205,67.3,-3.23,18,自連買
4	,1101.TW,台泥,34.05,-1.16,23484,46.8,-18.01,17,自連買
5	,2347.TW,聯強,61,-0.81,2957,78.8,-16.64,13,自連買
6	,6176.TW,瑞儀,106,0.47,1064,106.5,8.42,13,自連買
7	,4128.TW,中天,66.8,-2.2,19523,64.2,14.13,10,自連買
8	,2801.TW,彰銀,17.25,-0.29,2566,18.5,-3.14,9,自連買
9	,1216.TW,統一,65.9,0,2803,67.5,1.63,8,自連買
10	,2603.TW,長榮,167.5,-2.33,36972,145.5,-40.36,8,自連買
11	,1303.TW,南亞,70.3,-1.54,4616,88.3,-12.21,7,自連買
12	,2820.TW,華票,14.55,0,290,17.5,-12.14,7,自連買
13	,2889.TW,國票金,11.35,0,2314,16.15,-23.05,7,自連買
14	,1504.TW,東元,27.25,-0.37,1749,32.65,-12.58,6,自連買
15	,3545.TW,敦泰,59.4,2.24,1934,125.5,-43.4,6,自連買
16	,4114.TW,健喬,51.6,-0.58,48399,28.7,101.17,6,自連買
17	,8150.TW,南茂,32.9,1.23,1428,48.5,-24.95,6,自連買
18	,2104.TW,國際中橡,19.6,0.77,1331,23.6,-16.1,5,自連買
19	,2377.TW,微星,119.5,1.7,2513,122.5,6.31,5,自連買
20	,2449.TW,京元電子,36.4,-1.75,4505,41.05,-4.26,5,自連買
21	,2546.TW,根基,50.5,0.2,33,56.7,2.77,5,自連買
22	,2605.TW,新興,20.65,-3.5,6563,31.95,-32.74,5,自連買
23	,2641.TW,正德,20.1,0.5,16078,27.5,-24.44,5,自連買
24	,2727.TW,王品,158,-1.56,228,117.5,34.47,5,自連買
25	,2884.TW,玉山金,24.1,-1.03,10272,32.2,-18.25,5,自連買
26	,3045.TW,台灣大,94.8,0,2514,108,-8.58,5,自連買
27	,3587.TW,閎康,165,3.13,1620,135.5,21.77,5,自連買
28	,6121.TW,新普,288.5,-0.35,276,303.5,10.69,5,自連買
