符合條件商品
資料日期：2022年  8月 19日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/19),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:17 符合檔數(26)
1	,2324.TW,仁寶,22.95,0.44,9576,22.9,0.22,20,自連買
2	,2356.TW,英業達,26,0.19,6530,24.05,8.11,20,自連買
3	,2441.TW,超豐,48.2,-2.33,4006,65.3,-20.07,20,自連買
4	,3044.TW,健鼎,96,1.59,1391,102,-5.88,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,62.4,-2.73,20,自連買
6	,2385.TW,群光,87.2,0.11,1118,82.7,5.44,15,自連買
7	,5534.TW,長虹,73.6,2.22,690,78.4,-0.49,15,自連買
8	,2002.TW,中鋼,30.7,0.16,37216,29.2,5.14,11,自連買
9	,2328.TW,廣宇,37.65,-1.7,2360,35.9,7.94,11,自連買
10	,4938.TW,和碩,64.2,0.31,3317,63,1.9,10,自連買
11	,3036.TW,文曄,62.7,-0.95,1327,64.4,-2.64,9,自連買
12	,4171.TW,瑞基,56.1,1.08,1306,84.7,-22.48,9,自連買
13	,1312.TW,國喬,18.95,1.07,4063,18.9,0.26,7,自連買
14	,1722.TW,台肥,53.1,-0.56,1033,66.2,-16.23,7,自連買
15	,2330.TW,台積電,455,-2.78,26724,519,-11.32,7,自連買
16	,2454.TW,聯發科,660,-0.15,2431,693,-4.76,7,自連買
17	,3324.TW,雙鴻,151,-0.66,649,159,-5.03,7,自連買
18	,6706.TW,惠特,89.3,1.59,265,123.5,-27.69,7,自連買
19	,6719.TW,力智,256,-0.97,769,324,-18.96,7,自連買
20	,3515.TW,華擎,140.5,2.93,1979,102,37.75,6,自連買
21	,6187.TW,萬潤,65,0.93,810,86.7,-25.03,6,自連買
22	,1101.TW,台泥,34.05,-1.16,23484,39.45,-13.69,5,自連買
23	,3008.TW,大立光,2140,0,324,2060,3.88,5,自連買
24	,3152.TW,璟德,179.5,-0.28,16,189,-5.03,5,自連買
25	,4904.TW,遠傳,65.7,-0.3,2525,74.2,-11.46,5,自連買
26	,5321.TW,美而快,63.1,-0.47,32,85.5,-14.65,5,自連買
