符合條件商品
資料日期：2022年 10月 18日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:08 符合檔數(52)
1	,1102.TW,亞泥,41.55,0.24,6062,37.7,10.21,20,自連買
2	,1312.TW,國喬,18.95,1.07,4063,17.45,8.6,20,自連買
3	,2002.TW,中鋼,30.7,0.16,37216,27.2,12.87,20,自連買
4	,2006.TW,東和鋼鐵,53.2,0.95,1881,52.7,0.95,20,自連買
5	,2014.TW,中鴻,27.6,1.1,53751,21.25,29.88,20,自連買
6	,2301.TW,光寶科,64,-0.47,4678,62.7,2.07,20,自連買
7	,2324.TW,仁寶,22.95,0.44,9576,21.15,8.51,20,自連買
8	,2347.TW,聯強,61,-0.81,2957,53.8,13.38,20,自連買
9	,2356.TW,英業達,26,0.19,6530,22.75,14.29,20,自連買
10	,2357.TW,華碩,271,-1.63,1392,236.5,14.59,20,自連買
11	,2382.TW,廣達,71.2,-0.97,4354,70.7,0.71,20,自連買
12	,2385.TW,群光,87.2,0.11,1118,79.8,9.27,20,自連買
13	,2441.TW,超豐,48.2,-2.33,4006,46.3,4.1,20,自連買
14	,2449.TW,京元電子,36.4,-1.75,4505,31.5,15.56,20,自連買
15	,2454.TW,聯發科,660,-0.15,2431,588,12.24,20,自連買
16	,3034.TW,聯詠,301.5,-0.17,3163,243,24.07,20,自連買
17	,3036.TW,文曄,62.7,-0.95,1327,61.8,1.46,20,自連買
18	,3044.TW,健鼎,96,1.59,1391,90.3,6.31,20,自連買
19	,3231.TW,緯創,29.9,-0.83,12268,26.2,14.12,20,自連買
20	,3702.TW,大聯大,47.8,-0.52,2583,45.6,4.82,20,自連買
21	,4938.TW,和碩,64.2,0.31,3317,56.6,13.43,20,自連買
22	,5522.TW,遠雄,58.5,0.34,1205,52.5,11.43,20,自連買
23	,6176.TW,瑞儀,106,0.47,1064,98.5,7.61,20,自連買
24	,1101.TW,台泥,34.05,-1.16,23484,31.45,8.27,17,自連買
25	,2377.TW,微星,119.5,1.7,2513,108,10.65,17,自連買
26	,2409.TW,友達,15.4,0.65,36394,18.2,-15.38,14,自連買
27	,2376.TW,技嘉,106.5,1.43,5227,89.3,19.26,10,自連買
28	,2495.TW,普安,21.6,-2.92,2069,16.8,28.57,10,自連買
29	,3015.TW,全漢,38.3,0.39,117,37,3.51,9,自連買
30	,1909.TW,榮成,15.55,-0.32,1849,15.45,0.65,7,自連買
31	,2327.TW,國巨,460,-1.39,1468,278.5,32.48,7,自連買
32	,1503.TW,士電,59.1,-1.01,78,53.9,9.65,6,自連買
33	,2338.TW,光罩,86.3,0.94,3470,55.1,56.62,6,自連買
34	,2371.TW,大同,33.7,0,4072,31.75,6.14,6,自連買
35	,2903.TW,遠百,21.6,0.47,1990,18.6,16.13,6,自連買
36	,3005.TW,神基,43.55,0.35,857,41.35,5.32,6,自連買
37	,4155.TW,訊映,28.55,1.78,4554,23.45,21.75,6,自連買
38	,6670.TW,復盛應用,213,-0.7,244,185,15.14,6,自連買
39	,1307.TW,三芳,20.7,-0.48,59,20.1,2.99,5,自連買
40	,2101.TW,南港,33.7,-0.3,358,34.15,-1.32,5,自連買
41	,2477.TW,美隆電,19.6,-0.76,52,17.9,-1.9,5,自連買
42	,2489.TW,瑞軒,9.93,1.02,1113,9.28,7,5,自連買
43	,2505.TW,國揚,18.25,-0.82,64,18.1,0.83,5,自連買
44	,2884.TW,玉山金,24.1,-1.03,10272,23,4.78,5,自連買
45	,2886.TW,兆豐金,30.55,-0.97,8425,29.7,2.86,5,自連買
46	,4549.TW,桓達,84.8,0.59,8,88.5,-4.18,5,自連買
47	,4904.TW,遠傳,65.7,-0.3,2525,68.5,-4.09,5,自連買
48	,5469.TW,瀚宇博,31.65,-0.94,479,28.75,10.09,5,自連買
49	,6108.TW,競國,16.55,-0.6,31,16.2,2.16,5,自連買
50	,8112.TW,至上,36.05,0.7,471,33.6,7.29,5,自連買
51	,9908.TW,大台北,31.45,0.96,26,30.1,4.49,5,自連買
52	,9925.TW,新保,39.1,-0.13,165,38.6,1.3,5,自連買
