符合條件商品
資料日期：2022年  2月 24日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/24),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:56 符合檔數(11)
1	,2885.TW,元大金,21.8,-0.91,10786,24.85,-3.41,15,自連買
2	,2385.TW,群光,87.2,0.11,1118,90,4.41,9,自連買
3	,3035.TW,智原,159,0.63,7973,248,-34.41,7,自連買
4	,8390.TW,金益鼎,36.8,-2.26,415,40.35,-16.38,7,自連買
5	,2382.TW,廣達,71.2,-0.97,4354,91.9,-15.97,6,自連買
6	,2887.TW,台新金,15.2,0,6593,19.5,-15.23,6,自連買
7	,3026.TW,禾伸堂,89.9,0,51,116.5,-15.28,6,自連買
8	,6290.TW,良維,54,-0.18,323,51,9.98,6,自連買
9	,2882.TW,國泰金,41.15,1.86,33982,63,-29.73,5,自連買
10	,6679.TW,鈺太,229,0.44,465,443,-47.08,5,自連買
11	,8112.TW,至上,36.05,0.7,471,52.7,-23.7,5,自連買
