符合條件商品
資料日期：2022年  2月 23日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/23),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:56 符合檔數(14)
1	,2885.TW,元大金,21.8,-0.91,10786,25.2,-4.76,14,自連買
2	,4540.TW,全球傳動,36.4,-0.41,42,48.45,-22.72,12,自連買
3	,2820.TW,華票,14.55,0,290,17.05,-9.8,11,自連買
4	,2385.TW,群光,87.2,0.11,1118,91.1,3.15,8,自連買
5	,5306.TW,桂盟,140,0.72,338,198,-25.31,7,自連買
6	,3035.TW,智原,159,0.63,7973,245,-33.61,6,自連買
7	,5011.TW,久陽,25.35,1.6,496,39.55,-33.48,6,自連買
8	,8390.TW,金益鼎,36.8,-2.26,415,36.9,-8.57,6,自連買
9	,2382.TW,廣達,71.2,-0.97,4354,94.3,-18.1,5,自連買
10	,2887.TW,台新金,15.2,0,6593,19.85,-16.71,5,自連買
11	,3026.TW,禾伸堂,89.9,0,51,118.5,-16.71,5,自連買
12	,3167.TW,大量,40.6,-0.12,73,72.3,-39.57,5,自連買
13	,6290.TW,良維,54,-0.18,323,52.9,6.03,5,自連買
14	,8069.TW,元太,167,-1.47,11565,152.5,11.41,5,自連買
