符合條件商品
資料日期：2022年  3月 14日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/14),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:44 符合檔數(11)
1	,8112.TW,至上,36.05,0.7,471,52.4,-23.27,16,自連買
2	,2885.TW,元大金,21.8,-0.91,10786,24.85,-3.41,7,自連買
3	,4958.TW,臻鼎-KY,108,-1.37,2633,95.3,18.67,7,自連買
4	,2108.TW,南帝,38.2,-0.26,608,81.7,-48.26,6,自連買
5	,5608.TW,四維航,26.45,-0.75,10204,47.8,-41.13,6,自連買
6	,1529.TW,樂事綠能,19.3,-1.28,1172,23.35,-10.61,5,自連買
7	,2317.TW,鴻海,101,0,15490,102.5,3.62,5,自連買
8	,2330.TW,台積電,455,-2.78,26724,572,-18.7,5,自連買
9	,2338.TW,光罩,86.3,0.94,3470,92.1,-3.83,5,自連買
10	,2882.TW,國泰金,41.15,1.86,33982,61.2,-27.67,5,自連買
11	,2891.TW,中信金,21.9,-1.13,23817,26.8,-13.68,5,自連買
