符合條件商品
資料日期：2022年  9月 27日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/27),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:11 符合檔數(29)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,50.7,4.93,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,21.4,28.97,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.8,5.28,20,自連買
4	,3036.TW,文曄,62.7,-0.95,1327,59.3,5.73,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,57.4,5.75,20,自連買
6	,2357.TW,華碩,271,-1.63,1392,242,11.98,13,自連買
7	,1102.TW,亞泥,41.55,0.24,6062,40.75,1.96,8,自連買
8	,2356.TW,英業達,26,0.19,6530,22.65,14.79,8,自連買
9	,2385.TW,群光,87.2,0.11,1118,81.9,6.47,8,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,49.95,-3.5,8,自連買
11	,2454.TW,聯發科,660,-0.15,2431,568,16.2,8,自連買
12	,3044.TW,健鼎,96,1.59,1391,95.7,0.31,8,自連買
13	,3209.TW,全科,35.5,-0.42,228,34.3,3.5,8,自連買
14	,3231.TW,緯創,29.9,-0.83,12268,26.85,11.36,8,自連買
15	,4938.TW,和碩,64.2,0.31,3317,59.5,7.9,8,自連買
16	,1312.TW,國喬,18.95,1.07,4063,17.55,7.98,7,自連買
17	,2002.TW,中鋼,30.7,0.16,37216,26.8,14.55,7,自連買
18	,2301.TW,光寶科,64,-0.47,4678,65.5,-2.29,7,自連買
19	,2347.TW,聯強,61,-0.81,2957,52.2,16.86,7,自連買
20	,2376.TW,技嘉,106.5,1.43,5227,89,19.66,7,自連買
21	,2382.TW,廣達,71.2,-0.97,4354,77,-7.53,7,自連買
22	,2409.TW,友達,15.4,0.65,36394,15.05,-5.23,7,自連買
23	,2449.TW,京元電子,36.4,-1.75,4505,31.8,14.47,7,自連買
24	,2458.TW,義隆,86.1,-1.71,718,82.5,4.36,7,自連買
25	,2903.TW,遠百,21.6,0.47,1990,20,8,7,自連買
26	,3034.TW,聯詠,301.5,-0.17,3163,223.5,34.9,7,自連買
27	,6176.TW,瑞儀,106,0.47,1064,100.5,5.47,7,自連買
28	,3702.TW,大聯大,47.8,-0.52,2583,47.1,1.49,6,自連買
29	,2743.TW,山富,58.2,-1.02,465,65.8,-11.55,5,自連買
