符合條件商品
資料日期：2022年  8月 11日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例
執行時間：2022-08-11 22:33 符合檔數(1487)
711	,6175.TW,立敦,31.25,1.13,184,7.01,16.98,0.02,0
712	,2642.TW,宅配通,52.2,1.56,221,6.99,6.11,2.02,0.01
713	,6202.TW,盛群,73.1,0.83,863,6.98,15.81,0.21,0.72
714	,1525.TW,江申,60.5,1.68,115,6.97,0.24,0.14,0
715	,6261.TW,久元,68.2,0.59,449,6.97,3.16,0.49,0
716	,2332.TW,友訊,16.85,-1.46,2747,6.96,8.18,0.28,0
717	,8021.TW,尖點,28.9,0.17,355,6.94,7.75,0.47,0
718	,2208.TW,台船,18.45,0.54,516,6.89,5.06,0.13,0.03
719	,4190.TW,佐登-KY,68.4,0,6,6.86,63.65,0.27,0
720	,2009.TW,第一銅,26.65,1.33,841,6.85,2.14,0.82,0.01
721	,8066.TW,來思達,26.7,-1.11,23,6.84,3.84,0.21,0
722	,3014.TW,聯陽,66.6,1.52,429,6.83,9.18,0.19,0.11
723	,4420.TW,光明,30.3,-0.82,8,6.82,0.33,0,0
724	,2363.TW,矽統,21.2,1.92,6694,6.81,4.7,2.9,0
725	,5905.TW,南仁湖,11.75,1.29,410,6.78,1.47,0.14,0
726	,2466.TW,冠西電,35.2,2.62,87,6.77,10.28,0.03,0
727	,2634.TW,漢翔,36.8,0.14,5574,6.74,9.96,0.65,4.22
728	,6208.TW,日揚,49.5,0.2,68,6.74,1.59,0,0
729	,5328.TW,華容,10.05,0.5,342,6.71,0.86,0,0
730	,4533.TW,協易機,10.75,0.47,111,6.7,0.9,0,0
731	,5439.TW,高技,41.5,2.72,325,6.69,2.34,0,0.64
732	,8271.TW,宇瞻,40.65,0.87,282,6.69,2.71,0.38,0
733	,2327.TW,國巨,326.5,2.35,2600,6.66,40.34,4.79,2.3
734	,1806.TW,冠軍,9.37,0.54,396,6.62,9.74,0.04,0
735	,1417.TW,嘉裕,10.4,0.97,313,6.58,2.35,0.08,0
736	,3021.TW,鴻名,21.75,-2.68,1647,6.58,2.8,0.06,0
737	,2607.TW,榮運,30.2,1.17,9204,6.55,8.33,0.65,0
738	,3354.TW,律勝,17.35,-2.25,349,6.53,3.69,0,0
739	,3596.TW,智易,121,-9.7,6013,6.52,16.26,0.2,14.82
740	,6227.TW,茂綸,40,0.25,391,6.51,1.97,0,0
741	,2460.TW,建通,16.55,1.85,130,6.5,0.68,0.16,0
742	,3581.TW,博磊,20.3,-0.98,30,6.47,7.75,0,0
743	,6166.TW,凌華,57.8,1.05,192,6.45,10.05,0.16,0
744	,3054.TW,立萬利,19.2,0.79,30,6.44,0.44,0.15,0.02
745	,1528.TW,恩德,10.35,-4.17,4964,6.41,1.27,0.14,0
746	,4540.TW,全球傳動,47.1,5.84,457,6.4,2.87,0.04,0
747	,4989.TW,榮科,25.8,-1.15,277,6.4,0.95,0.41,0.12
748	,1236.TW,宏亞,26.35,0.76,216,6.37,0.97,0.38,0.11
749	,8927.TW,北基,37.95,0.66,108,6.37,0.63,0,0
750	,2250.TW,IKKA-KY,80.9,-0.12,18,6.34,5.87,0.04,0.05
751	,1536.TW,和大,77.6,0.13,1648,6.27,14.14,0.56,0.76
752	,2101.TW,南港,39.65,0.38,309,6.26,6.35,0.18,0
753	,6499.TW,益安,67.8,1.19,96,6.26,12.47,0.04,0.86
754	,6605.TW,帝寶,80.5,4.82,4312,6.26,19.19,0.42,0.12
755	,1540.TW,喬福,14.9,2.76,424,6.22,1.05,0.07,0
756	,1733.TW,五鼎,27.25,1.68,524,6.22,7.3,1.55,0.32
757	,5704.TW,老爺知,34.65,0.73,68,6.19,0.33,0.02,0
758	,1603.TW,華電,26.6,0.38,219,6.13,1.56,0.17,0
759	,1456.TW,怡華,16.3,-2.1,93,6.1,0.22,13.2,0
760	,2303.TW,聯電,41.7,3.47,84716,6.08,31,1.21,3.69
761	,4129.TW,聯合,29.9,0.67,144,6.07,6.99,0.06,0
762	,2316.TW,楠梓電,27.4,-0.18,198,6.05,26.34,0.28,0
763	,3088.TW,艾訊,59.7,1.53,1254,6.05,4.99,0.22,1.55
764	,5609.TW,中菲行,84,-0.12,1181,6.05,17.99,0.03,0.33
765	,4994.TW,傳奇,41.3,0.49,62,6.03,1.45,0.18,0.01
766	,5907.TW,大洋-KY,14.6,-1.35,1519,6.01,53.21,0.03,0
767	,6523.TW,達爾膚,82.2,0.74,47,6,2.51,0.1,0
768	,8043.TW,蜜望實,25.45,0.2,124,5.99,0.64,0.12,0
769	,5388.TW,中磊,104.5,0.97,21528,5.98,44.27,0.87,7.54
770	,2613.TW,中櫃,26.3,0,291,5.95,2.22,0.38,0
771	,6732.TW,昇佳電子,268.5,1.32,112,5.93,9.6,0.04,1.27
772	,3048.TW,益登,29.6,1.2,467,5.92,3.11,0.11,0
773	,6197.TW,佳必琪,37.95,-0.13,270,5.91,7.97,0.83,0.27
774	,4126.TW,太醫,68.2,0.15,59,5.89,9.55,0.3,0
775	,4564.TW,元翎,27.25,-1.98,316,5.89,1.69,0.12,0
776	,6570.TW,維田,45.65,4.7,977,5.83,0.28,0.03,0
777	,2702.TW,華園,29.35,0.34,550,5.8,39.52,0.06,0
778	,3515.TW,華擎,95.1,1.06,469,5.79,8.31,0.15,0.1
779	,1444.TW,力麗,10.5,4.48,3779,5.78,6.06,0.2,0.05
780	,6525.TW,捷敏-KY,73.7,-0.41,343,5.78,13.07,0.04,0.03
781	,2049.TW,上銀,209.5,-0.48,4367,5.75,31.82,2.38,0.41
782	,4536.TW,拓凱,166,3.75,2039,5.75,15.71,0.21,0.63
783	,5289.TW,宜鼎,173.5,1.76,347,5.73,33.38,0.33,0.86
784	,3033.TW,威健,26.45,2.12,2554,5.71,5.21,0.04,0.01
785	,6274.TW,台燿,54,1.31,1024,5.7,33.03,0.13,0.34
786	,8070.TW,長華*,33.6,2.6,1024,5.67,10.89,0.13,0
787	,2201.TW,裕隆,41.8,-0.36,4008,5.64,9.82,0.99,0.61
788	,6781.TW,AES-KY,963,2.88,1023,5.64,75.82,0.15,6.34
789	,1258.TW,其祥-KY,25.95,0.39,5372,5.63,72.84,0,0
790	,4174.TW,浩鼎,79.6,0.89,303,5.6,12.04,0.01,0
791	,3268.TW,海德威,19.9,1.02,16,5.59,0.31,0,0
792	,3628.TW,盈正,40.2,-0.5,101,5.58,2.13,0.03,0
793	,1423.TW,利華,18.9,0.27,301,5.53,1.05,0.05,0
794	,3532.TW,台勝科,173,6.79,9331,5.52,50.66,3.98,0.61
795	,1597.TW,直得,72.2,-0.55,43,5.48,3.37,0.03,0
796	,4807.TW,日成-KY,21.75,-0.91,15,5.47,72.91,0.15,0
797	,6651.TW,全宇昕,76.7,1.32,24,5.47,1.12,0.33,0
798	,3322.TW,建舜電,17.75,-0.28,336,5.46,1.95,0,0
799	,2243.TW,宏旭-KY,16,-9.6,1092,5.45,42.16,0.13,0
800	,2421.TW,建準,43.25,-0.69,1541,5.45,18.98,0.32,0.73
801	,1442.TW,名軒,21.95,0,60,5.44,2.89,0.04,0
802	,2929.TW,淘帝-KY,12.4,2.06,541,5.44,20.71,1.45,0
803	,3257.TW,虹冠電,48.6,-0.72,102,5.44,5.12,0.68,0
804	,2221.TW,大甲,38.4,6.08,1820,5.43,1.91,0,0
805	,2241.TW,艾姆勒,30.65,1.16,66,5.4,23.64,0.08,0.03
806	,5533.TW,皇鼎,19.15,1.32,835,5.4,4.19,0.05,0
807	,6743.TW,安普新,36,-2.44,173,5.4,3.26,0.03,0
808	,8032.TW,光菱,33.85,-2.45,566,5.4,0.28,0.02,0
809	,1587.TW,吉茂,26.25,-1.69,403,5.39,22.44,0.06,0
810	,2376.TW,技嘉,80.3,1.26,4856,5.34,15.31,8.79,8.08
811	,4123.TW,晟德,58.9,1.38,1079,5.34,7.12,0.11,0.02
812	,5222.TW,全訊,126.5,0,149,5.33,3.8,2.36,0.22
813	,5521.TW,工信,7.13,1.86,931,5.32,4.98,0.23,0
814	,1339.TW,昭輝,43.7,1.63,711,5.29,3.82,0.19,0.23
815	,1323.TW,永裕,33.6,-2.33,144,5.23,3.12,0.12,0
816	,8150.TW,南茂,35.7,1.71,2875,5.23,39.29,0.67,0.81
817	,2409.TW,友達,15.3,6.62,114017,5.22,24.52,2.87,4.32
818	,5269.TW,祥碩,909,0.11,672,5.2,22.18,1.02,1.39
819	,8467.TW,波力-KY,62.8,-0.16,260,5.18,45,0.04,0.01
820	,2348.TW,海悅,76.9,0.13,66,5.14,0.77,0.11,0
821	,3376.TW,新日興,84.5,1.32,579,5.14,19.93,0.32,0.33
822	,8432.TW,東生華,42.75,0.71,84,5.14,0.51,0.09,0
823	,8938.TW,明安,89.7,0,820,5.1,13.42,0.62,0.27
824	,2615.TW,萬海,103,0,12545,5.09,42.67,0.27,0.94
825	,1605.TW,華新,32.25,1.9,23875,5.06,23.34,3.2,2.03
826	,2458.TW,義隆,99.2,1.43,1342,5.06,23.06,6.98,6.92
827	,8499.TW,鼎炫-KY,110.5,-2.21,54,5.05,69.88,0.22,0
828	,2732.TW,六角,96,1.37,71,5.04,6.06,0.25,1.73
829	,2727.TW,王品,119.5,1.27,84,5.01,7.1,0.31,0.43
830	,2538.TW,基泰,13.3,1.14,1790,5,13.01,0.26,0.09
831	,3380.TW,明泰,31.5,-0.79,3619,4.99,6.92,0.23,0.01
832	,8420.TW,明揚,70.7,-1.39,849,4.99,3.29,0.02,0.41
833	,6213.TW,聯茂,64.5,0.16,1213,4.96,11.91,0.27,0.05
834	,1527.TW,鑽全,43.25,-0.46,453,4.9,10.91,1.17,0.08
835	,4707.TW,磐亞,12.95,0.39,388,4.89,0.95,0,0
836	,4735.TW,豪展,38.2,-0.26,35,4.88,0.75,0.37,0
837	,2017.TW,官田鋼,12.4,1.64,547,4.87,0.91,12.45,0
838	,8931.TW,大汽電,29.05,0.17,68,4.87,0.05,0.08,0
839	,1110.TW,東泥,17.8,-1.11,193,4.86,6.6,0.13,0
840	,2344.TW,華邦電,21.3,2.65,21092,4.86,25.82,0.18,0.45
841	,2489.TW,瑞軒,12.35,1.23,1960,4.85,11.01,0.45,0.05
842	,6203.TW,海韻電,54,-0.37,127,4.84,1.73,0.07,0
843	,8464.TW,億豐,288,2.49,224,4.84,44.44,0.19,0.87
844	,3152.TW,璟德,168.5,2.74,75,4.82,17.67,0.74,0.3
845	,6180.TW,橘子,61.5,0,438,4.82,25.39,0.01,0.26
846	,5607.TW,遠雄港,52.4,5.22,818,4.79,2.78,0.3,0
847	,8039.TW,台虹,40.85,1.24,104,4.79,12.44,1.13,0
848	,1909.TW,榮成,14.85,1.37,1319,4.78,9.85,0.15,0
849	,8112.TW,至上,37.75,1.75,1686,4.74,15.9,1.35,0
850	,2867.TW,三商壽,6.43,2.23,5500,4.73,6.17,0.15,0
851	,8905.TW,裕國,19.8,0.51,73,4.73,0.58,0.08,0
852	,1714.TW,和桐,9.33,-0.53,2518,4.72,18.54,0.09,0
853	,4161.TW,聿新科,23.85,0.21,60,4.72,0.12,0,0
854	,4164.TW,承業醫,41.6,1.46,1058,4.71,25.17,0.38,0.32
855	,4502.TW,健信,39.8,-0.75,17,4.71,1.07,0,0
856	,4147.TW,中裕,54,0.56,232,4.7,7.11,0.03,0.2
857	,5438.TW,東友,16.8,-1.18,42,4.67,0.96,0,0
858	,2477.TW,美隆電,20.9,0.24,142,4.66,22.17,0.13,0
859	,3029.TW,零壹,41.45,0.12,265,4.63,3.25,0,0
860	,3529.TW,力旺,1230,9.82,1909,4.63,59.69,5.72,9.15
861	,4999.TW,鑫禾,37.1,0.95,82,4.63,3.76,0.15,0
862	,4175.TW,杏一,69.7,1.31,70,4.62,0.68,0.18,0.13
863	,6147.TW,頎邦,55.4,0.54,2366,4.62,19.92,0.56,2.75
864	,4933.TW,友輝,32.8,0.46,50,4.56,2.55,0.06,0
865	,8213.TW,志超,36.95,-1.07,1904,4.55,20.92,0.32,0.12
866	,2355.TW,敬鵬,29,-1.53,1725,4.54,14.82,0.23,0
867	,8374.TW,羅昇,31.05,0.16,15,4.54,2,0.31,0
868	,1582.TW,信錦,67,0.75,203,4.51,11.13,0.22,0
869	,4966.TW,譜瑞-KY,890,0.56,1066,4.51,72.7,0.59,2.63
870	,2596.TW,綠意,18.25,0,28,4.5,0.46,0,0
871	,8163.TW,達方,41.75,0.85,1050,4.5,11.15,0.43,0.05
872	,6515.TW,穎崴,374,-1.19,241,4.49,9.26,0.18,9.56
873	,1440.TW,南紡,17.8,0.85,1903,4.47,6.37,0.27,0.02
874	,9934.TW,成霖,12.35,-0.8,438,4.45,17.14,0.04,0
875	,5371.TW,中光電,63.9,9.98,6173,4.44,19.25,1.62,0.24
876	,6449.TW,鈺邦,40.1,0.5,51,4.41,2.59,0.52,0
877	,2471.TW,資通,27.45,0.92,180,4.4,2.39,0.06,0
878	,3034.TW,聯詠,257.5,4.89,7726,4.4,46.2,3.31,5.95
879	,5284.TW,jpp-KY,50.2,-0.59,141,4.4,61.26,0.09,0
880	,1473.TW,台南,23,2.68,839,4.38,10.08,0.16,0
881	,2506.TW,太設,9.83,-0.91,393,4.37,3.15,0.08,0
882	,6196.TW,帆宣,114.5,1.33,558,4.37,5.47,0.19,0.02
883	,1709.TW,和益,25.05,0.6,1672,4.36,5.19,0.22,0.01
884	,3032.TW,偉訓,29.65,0.17,121,4.35,1.36,0.14,0
885	,3164.TW,景岳,24.95,-0.2,25,4.34,0.94,0.07,0
886	,2102.TW,泰豐,19.4,0,329,4.33,7.12,0.32,0
887	,2233.TW,宇隆,115.5,-0.43,192,4.31,11.19,0.42,3.97
888	,4571.TW,鈞興-KY,75.6,0,16,4.3,66.12,0.03,0
889	,5478.TW,智冠,74.9,1.22,72,4.3,30.27,0.69,0
890	,6218.TW,豪勉,20,0.25,138,4.3,0.24,0,0
891	,8089.TW,康全電訊,25.5,-1.16,186,4.3,4.48,0,0
892	,2464.TW,盟立,39.25,1.29,328,4.27,5.11,0.24,0.07
893	,1452.TW,宏益,18.4,0,141,4.26,2.58,0.25,0
894	,2354.TW,鴻準,50.6,1.61,4628,4.26,16.85,0.62,0.08
895	,2029.TW,盛餘,24.65,0.41,416,4.21,68.36,0.41,0.01
896	,2723.TW,美食-KY,99,0.51,438,4.21,50.22,0.27,0.31
897	,2351.TW,順德,115.5,3.13,2455,4.2,22.74,0.23,4.16
898	,3531.TW,先益,25.4,-0.2,216,4.2,19.85,0.04,0
899	,2239.TW,英利-KY,61.9,1.14,107,4.16,75.63,0.13,0
900	,3051.TW,力特,16.35,3.81,1483,4.16,1.79,0.04,0
901	,6204.TW,艾華,54.7,0,18,4.16,0.15,0.06,0
902	,6016.TW,康和證,10.25,2.5,994,4.15,1.88,0,0
903	,1808.TW,潤隆,67,2.29,208,4.14,2,0.3,0
904	,2491.TW,吉祥全,15.1,0.33,197,4.14,5.39,0.29,0
905	,8069.TW,元太,197,0.25,14302,4.13,39.76,1.05,5.52
906	,1449.TW,佳和,9.28,0.65,67,4.1,0.28,15.14,0
907	,1612.TW,宏泰,16.75,1.21,732,4.1,14.08,0.57,0
908	,4157.TW,太景*-KY,16.4,-0.3,2978,4.1,3.95,0.27,0
909	,2534.TW,宏盛,24.1,1.9,1591,4.06,7.68,0.61,0.05
910	,4945.TW,陞達科技,71.6,0.14,516,4.06,4.38,0.56,0.77
911	,2505.TW,國揚,19.75,0.25,177,4.05,6.04,0.73,0
912	,3105.TW,穩懋,167.5,3.4,3237,4.05,41.44,1.51,0.88
913	,4545.TW,銘鈺,30.8,10,894,4.04,33.96,0.05,0
914	,1342.TW,八貫,68.6,-0.29,128,4.03,52.47,0.16,0
915	,2023.TW,燁輝,15.65,1.29,1987,4.02,5.71,0.13,0.01
916	,5220.TW,萬達光電,30.05,1.35,29,4.02,0.31,0,1.72
917	,3031.TW,佰鴻,16.6,0.61,128,4.01,1.4,0.16,0
918	,4745.TW,合富-KY,25.55,-0.58,60,3.99,15.57,0,0
919	,6664.TW,群翊,82,1.23,268,3.99,4.27,0.31,0
920	,3653.TW,健策,373.5,-0.93,1711,3.98,11.42,0.93,15.93
921	,5490.TW,同亨,23.6,-1.67,469,3.98,3.74,0.22,0
922	,6285.TW,啟碁,81.5,-0.85,14247,3.96,23.4,0.38,3.46
923	,4562.TW,穎漢,15.4,-0.65,32,3.92,1.24,0.03,0
924	,3024.TW,憶聲,13.3,-0.37,1410,3.91,1.14,0.01,0
925	,1608.TW,華榮,14.7,0.34,395,3.89,1.09,0.14,0.01
926	,9951.TW,皇田,63,-0.47,49,3.88,8.53,0.14,0
927	,2888.TW,新光金,8.99,2.16,61048,3.85,17.98,0.15,0.27
928	,6177.TW,達麗,27.2,0.37,167,3.84,2.92,0.03,0.02
929	,4924.TW,欣厚-KY,14.05,1.81,136,3.83,32.67,0,0
930	,4433.TW,興采,30.05,0.17,111,3.82,0.25,0.04,0
931	,4942.TW,嘉彰,39.55,2.2,551,3.8,13.87,0.58,0
932	,8240.TW,華宏,27.35,0.74,60,3.8,5.6,0,0
933	,1457.TW,宜進,17.6,0.86,539,3.79,1.71,0.25,0
934	,3209.TW,全科,38.8,1.84,2108,3.79,7.8,0,0.01
935	,3537.TW,堡達,34.1,2.87,153,3.79,1.93,0.55,0
936	,3008.TW,大立光,2080,-0.48,710,3.78,36.44,2.81,2.29
937	,1321.TW,大洋,35.6,0,294,3.76,4.69,0.13,0
938	,5460.TW,同協,12,0.42,36,3.76,0.37,0,0
939	,3028.TW,增你強,30.35,-0.98,531,3.75,4.78,0,0
940	,1305.TW,華夏,23.65,2.16,1202,3.74,10.27,0.11,0.21
941	,1324.TW,地球,11.2,-4.68,981,3.74,0.67,0.06,0
942	,1907.TW,永豐餘,23.7,2.38,1196,3.74,15.23,0.17,0.05
943	,6768.TW,志強-KY,75.5,2.03,900,3.74,76.51,0.06,0
944	,2228.TW,劍麟,68.9,5.19,671,3.73,5.55,0.75,0
945	,5281.TW,大峽谷-KY,17.6,0,1,3.73,41.37,0.03,0
946	,3090.TW,日電貿,49.3,0.51,261,3.71,7.63,0.31,0
947	,2393.TW,億光,39.65,3.93,2563,3.7,29.64,1.06,0
948	,2493.TW,揚博,42.1,-0.12,269,3.7,5.35,0.4,0
949	,4155.TW,訊映,22.6,0.44,112,3.7,1.6,0.33,0
950	,6488.TW,環球晶,481.5,3.77,2795,3.7,25.94,0.74,1.97
951	,3543.TW,州巧,19.55,0.26,28,3.69,0.27,0.07,0
952	,4510.TW,高鋒,10.55,-0.47,14,3.69,2.24,0.02,0
953	,3015.TW,全漢,37.5,0.54,124,3.67,11.21,0.13,0.09
954	,4972.TW,湯石照明,30.25,0.17,35,3.62,1,0,0
955	,8349.TW,恒耀,56.4,-0.18,18,3.62,1.36,0.01,0
956	,5015.TW,華祺,54.9,2.43,1508,3.61,8.54,0,0
957	,8462.TW,柏文,121,-0.41,55,3.61,0.99,0.2,0
958	,4105.TW,東洋,70.1,0.29,430,3.59,16.39,0.21,1.17
959	,2496.TW,卓越,47.2,0.11,33,3.58,29.77,0.06,0
960	,1309.TW,台達化,23.1,1.76,810,3.56,2.41,0.43,0.05
961	,4119.TW,旭富,82.1,2.5,174,3.56,1.7,0.24,0.02
962	,4576.TW,大銀微系統,89,0.79,25,3.56,0.88,0.12,0.06
963	,2010.TW,春源,16,1.59,329,3.55,5.89,0.13,0.01
964	,1710.TW,東聯,17.05,1.19,1221,3.54,8.27,0.78,0.08
965	,6185.TW,幃翔,12.9,0.39,40,3.54,1.2,0,0
966	,1240.TW,茂生農經,44.55,-0.45,94,3.53,5.39,0.01,0
967	,1701.TW,中化,21.35,0.95,396,3.53,12.12,0.05,0.07
968	,8426.TW,紅木-KY,14.3,-1.38,4,3.53,68.56,0,0
969	,2108.TW,南帝,41.75,0.48,667,3.52,9.14,2.32,0.27
970	,3706.TW,神達,29.1,0,2772,3.52,12.46,1.11,0.14
971	,5512.TW,力麒,8.8,1.38,462,3.51,6.66,0.02,0
972	,4974.TW,亞泰,55.1,0.55,112,3.49,7.06,1.18,0
973	,4711.TW,永純,15.1,0.67,22,3.48,0.9,1.29,0
974	,8210.TW,勤誠,72,0.56,169,3.48,7.44,0.67,0.05
975	,3206.TW,志豐,28.75,0.88,109,3.46,0.42,0,0
976	,3652.TW,精聯,22.4,-0.22,139,3.42,0.81,0,0
977	,9942.TW,茂順,86.4,0.12,66,3.39,3.05,0.03,0
978	,1903.TW,士紙,55.9,0.9,22,3.38,18.96,0.04,0
979	,1308.TW,亞聚,27.2,0.74,1317,3.37,7.2,0.38,0.25
980	,6548.TW,長科*,83.5,2.2,685,3.37,5.51,0.02,0.01
981	,4306.TW,炎洲,14.3,0,515,3.36,5.09,0.09,0
982	,4557.TW,永新-KY,99.3,0.91,170,3.36,38.28,0.13,0
983	,6612.TW,奈米醫材,77.6,-0.13,53,3.35,28.05,0.38,0.28
984	,2379.TW,瑞昱,336.5,2.12,2786,3.34,48.58,0.88,4.17
985	,6248.TW,沛波,20,-0.25,71,3.33,1.41,0.27,0
986	,3026.TW,禾伸堂,88.9,2.3,336,3.32,10.09,0.92,0
987	,2440.TW,太空梭,13.6,-0.73,647,3.31,0.26,0.02,0
988	,4555.TW,氣立,57.1,0,45,3.3,0.28,0.08,0
989	,4561.TW,健椿,24.45,0.41,13,3.3,0.04,0.05,0
990	,2064.TW,晉椿,16.7,0.6,128,3.29,0.76,0.01,0
991	,2404.TW,漢唐,158,2.93,530,3.29,21.78,5.41,0.4
992	,9935.TW,慶豐富,17.5,0.29,101,3.29,5.36,0.1,0
993	,6108.TW,競國,17.55,0.57,139,3.26,3.7,0.15,0
994	,6806.TW,森崴能源,80.5,2.29,661,3.26,0.9,0.06,0
995	,2480.TW,敦陽科,89.2,0.34,436,3.23,7.69,0.38,0
996	,2547.TW,日勝生,9.39,1.95,687,3.22,17.3,0.16,0
997	,2063.TW,世鎧,36.7,1.94,455,3.2,1,0.25,0
998	,3218.TW,大學光,325,-3.7,637,3.19,34.45,0.36,2.04
999	,8477.TW,創業家,22.1,0.45,39,3.19,20.68,0,0
1000	,4526.TW,東台,14.1,0,76,3.18,6.88,0.07,0
1001	,2206.TW,三陽工業,37.6,-2.97,5669,3.17,14.56,0.47,1.24
1002	,5274.TW,信驊,1650,4.1,997,3.14,55.83,0.28,5.52
1003	,3592.TW,瑞鼎,261,2.96,903,3.11,11.16,0.04,0.46
1004	,6240.TW,松崗,20,0.76,28,3.1,0.25,0,0
1005	,2705.TW,六福,16.55,-0.9,392,3.08,1.83,0.03,0
1006	,6270.TW,倍微,22.7,-0.44,61,3.08,1.74,0.01,0
1007	,8367.TW,建新國際,34,0,41,3.08,1.77,0.03,0
1008	,2915.TW,潤泰全,63.7,4.43,7334,3.06,8.91,5.2,0.49
1009	,4113.TW,聯上,12.1,0.41,93,3.06,0.19,0,0
1010	,2449.TW,京元電子,37.2,1.5,9211,3.05,31.08,8.2,8.2
1011	,1905.TW,華紙,17.1,1.18,925,3.02,3.16,0.1,0.01
1012	,1445.TW,大宇,15.5,0,31,3.01,1.11,0.15,0.02
1013	,2530.TW,華建,14.45,0.35,192,2.99,0.55,0.04,0
1014	,1451.TW,年興,24,0,505,2.97,7.29,0.74,0.09
1015	,5531.TW,鄉林,9.11,0.33,331,2.96,4.61,0.16,0
1016	,3533.TW,嘉澤,673,1.05,320,2.95,33.82,0.51,9.08
1017	,1786.TW,科妍,41.9,-1.18,60,2.93,0.36,0.31,0
1018	,2707.TW,晶華,167,2.45,457,2.92,14.33,0.76,1.31
1019	,3211.TW,順達,77.9,0.91,401,2.91,10.56,0.74,0.36
1020	,4568.TW,科際精密,67.5,0.3,14,2.9,6.57,0,0
1021	,6579.TW,研揚,88.6,-1.56,164,2.88,3.09,0.12,0
1022	,4764.TW,雙鍵,54.9,2.62,2,2.85,38.27,0.04,0
1023	,4163.TW,鐿鈦,91,0,214,2.84,2.5,0.14,0
1024	,2504.TW,國產,24.65,-0.2,2665,2.83,15.23,2.48,0.38
1025	,8410.TW,森田,31.5,-4.26,346,2.83,0.6,0,0
1026	,8923.TW,時報,19.15,-1.29,1,2.83,4.1,0,0
1027	,4958.TW,臻鼎-KY,118,0,11518,2.82,65.31,0.43,3.91
1028	,8442.TW,威宏-KY,72.3,7.11,752,2.82,64.42,0.09,0
1029	,2527.TW,宏璟,25.95,0.19,395,2.81,42.45,0.16,0
1030	,6154.TW,順發,16.4,0,13,2.81,1.02,0,0
1031	,8466.TW,美吉吉-KY,44,1.62,43,2.8,61.42,0.05,0
1032	,2104.TW,國際中橡,20.35,2.26,1941,2.78,12.15,0.17,0
1033	,8446.TW,華研,72.2,0.98,25,2.78,2.6,0,0
1034	,1304.TW,台聚,23.8,1.71,3228,2.77,32.77,0.36,1.2
1035	,8249.TW,菱光,21.3,1.67,61,2.77,2.49,0.07,0
1036	,2514.TW,龍邦,17.05,0,27,2.75,1.46,1.3,0
1037	,6291.TW,沛亨,53.2,0,11,2.75,1.69,0,0
1038	,2392.TW,正崴,32.8,0.92,536,2.73,10.02,0.4,0.02
1039	,6625.TW,必應,29,1.75,20,2.73,1.73,0.05,0
1040	,2020.TW,美亞,23.95,0.63,157,2.72,1.78,0.73,0
1041	,2608.TW,嘉里大榮,41.15,-0.6,233,2.7,4.78,0.68,0.02
1042	,9927.TW,泰銘,41.9,1.21,255,2.68,12.32,0.43,0.08
1043	,1717.TW,長興,32.3,0.31,1679,2.65,13.35,0.11,0.69
1044	,5864.TW,致和證,10.85,1.4,135,2.65,0.36,0,0
1045	,1532.TW,勤美,29.55,0,59,2.64,11.55,0.19,0.23
1046	,4551.TW,智伸科,161,-0.92,1581,2.63,52.25,0.22,8.56
1047	,6547.TW,高端疫苗,133.5,-0.37,1124,2.63,5.07,0,0.08
1048	,4726.TW,永昕,38.65,-0.39,461,2.62,0.23,0,0
1049	,6491.TW,晶碩,401.5,-0.74,403,2.62,13.4,0.12,4.75
1050	,6582.TW,申豐,83,0.24,135,2.6,17.64,0.32,0.01
1051	,8463.TW,潤泰材,20.6,3.78,159,2.59,0.44,0.15,0
1052	,1558.TW,伸興,131.5,0,51,2.58,7.86,0.13,0.1
1053	,3416.TW,融程電,75.9,0.53,46,2.57,2.36,0.57,0.1
1054	,8049.TW,晶采,27.3,0.18,1210,2.57,4.24,0.14,0
1055	,1731.TW,美吾華,17.85,-0.28,98,2.55,0.99,0.1,0
1056	,2006.TW,東和鋼鐵,53,2.32,1503,2.55,11.53,1.53,6.41
1057	,1340.TW,勝悅-KY,10.1,0,48,2.54,28.34,0.29,0
1058	,1310.TW,台苯,14.15,1.07,731,2.52,6.76,0.43,0.06
1059	,8047.TW,星雲,13.3,-1.48,79,2.52,0.22,0,0
1060	,2397.TW,友通,58.7,2.09,13,2.51,21.42,2.52,0
1061	,2545.TW,皇翔,46.4,1.42,1046,2.51,4.88,0.19,0
1062	,8383.TW,千附,37.8,0.4,86,2.5,6.58,0.25,0
1063	,2748.TW,雲品,44.1,-1.78,280,2.49,0.92,0.06,0.3
1064	,1409.TW,新纖,19.05,1.87,2447,2.48,12.8,0.21,0
1065	,1313.TW,聯成,13.45,0.75,1395,2.46,9.73,0.18,0.01
1066	,2103.TW,台橡,27.6,-0.18,1065,2.45,28.07,0.42,0.41
1067	,2353.TW,宏碁,21.95,0.92,11766,2.44,32.31,1.25,4.28
1068	,4549.TW,桓達,90.1,2.5,96,2.42,6.23,0.04,0.17
1069	,2701.TW,萬企,12.05,0.42,442,2.4,0.41,0.04,0
1070	,2520.TW,冠德,28.35,1.43,1062,2.39,17.56,0.62,0.3
1071	,4722.TW,國精化,37.2,0.27,64,2.39,3.26,0.04,0
