符合條件商品
資料日期：2022年  8月 11日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例
執行時間：2022-08-11 22:33 符合檔數(1487)
347	,1312.TW,國喬,19.85,1.53,2294,14.2,15.06,7.5,0.01
348	,5285.TW,界霖,84.5,3.05,711,14.18,1.87,0.77,0.47
349	,9906.TW,欣巴巴,49.6,0,6,14.18,0.76,0.03,0
350	,3437.TW,榮創,19.65,0.51,172,14.16,5.15,0.27,0
351	,3265.TW,台星科,44.2,1.73,1756,14.13,4.08,2.93,0
352	,8358.TW,金居,41.95,0.12,2710,14.13,7.55,0.67,0
353	,3017.TW,奇鋐,114.5,1.78,10756,14.12,41.54,0.47,17.36
354	,6164.TW,華興,12.05,0.84,786,14,2.13,0.12,0
355	,4952.TW,凌通,57.2,1.24,658,13.94,5.33,0.21,0
356	,1338.TW,廣華-KY,57.4,0.88,304,13.9,10.89,0.19,0.16
357	,4142.TW,國光生,37.35,1.22,1113,13.86,6.62,1.14,0.11
358	,8390.TW,金益鼎,29.55,-3.27,1561,13.83,1.02,0.4,0
359	,1453.TW,大將,24.4,9.91,19862,13.81,1.67,0.19,0
360	,3056.TW,總太,30.05,1.01,861,13.8,3.94,0.16,0.03
361	,4513.TW,福裕,23.9,1.49,1194,13.76,11,0,0
362	,6122.TW,擎邦,18.95,-5.49,2157,13.75,9.14,0,0
363	,2425.TW,承啟,26.05,-0.38,855,13.73,18.86,0.06,0
364	,5465.TW,富驊,15.25,0.33,84,13.72,0.19,0,0
365	,4804.TW,大略-KY,10.15,-0.49,482,13.65,9.22,0.46,0
366	,1235.TW,興泰,60.2,0,11,13.64,0.16,0.03,0
367	,8107.TW,大億金茂,19.3,-2.03,379,13.63,2.21,0.14,0.03
368	,2007.TW,燁興,11.5,1.32,1279,13.61,0.67,0.12,0
369	,4953.TW,緯軟,83,-0.36,191,13.6,9.86,0.45,0.59
370	,3374.TW,精材,120.5,0,3902,13.59,6.34,0.77,5.3
371	,8064.TW,東捷,15.7,0.64,203,13.59,7.65,0.05,0
372	,6114.TW,久威,26,-0.19,1303,13.52,1.27,0.05,0
373	,3413.TW,京鼎,203,1.5,389,13.51,19.4,0.28,1.78
374	,3287.TW,廣寰科,15.55,4.01,349,13.46,0.57,0,0
375	,4916.TW,事欣科,26.5,-3.46,3570,13.41,1.4,0.14,0
376	,9960.TW,邁達康,25.45,0.2,38,13.4,7.93,0,0
377	,3556.TW,禾瑞亞,61.2,0.82,157,13.39,6.07,0.42,0.12
378	,8011.TW,台通,16.4,-2.67,2563,13.38,2.57,0.04,0
379	,3693.TW,營邦,61.6,6.21,2190,13.37,1.27,0.66,0
380	,4106.TW,雃博,25,-0.79,229,13.36,3.4,0.79,0
381	,3311.TW,閎暉,33.3,0.3,51,13.19,0.54,0.22,0
382	,3530.TW,晶相光,87.7,0.69,125,13.18,41.57,0.79,0
383	,2537.TW,聯上發,7.77,0.26,2138,13.16,1.21,0.13,0
384	,6156.TW,松上,19,-5,1401,13.16,4.28,0.06,0
385	,6160.TW,欣技,17.5,-3.05,725,13.12,1.33,0.09,0
386	,5009.TW,榮剛,30.45,-0.81,10579,13.07,19.44,1.2,5.21
387	,8088.TW,品安,19.4,0.78,119,13.02,8.61,0.04,0
388	,3013.TW,晟銘電,15.45,-1.9,7178,12.99,1.5,0.09,0
389	,1438.TW,三地開發,32.6,0,71,12.98,0.64,0.07,0
390	,3546.TW,宇峻,69,0.15,53,12.89,10.83,0,0
391	,4908.TW,前鼎,37.4,-1.06,3222,12.84,3.77,0.19,0
392	,4736.TW,泰博,194,3.19,1562,12.8,13.75,1.14,0.42
393	,1906.TW,寶隆,18.45,1.65,1822,12.75,1.83,0.15,0
394	,3623.TW,富晶通,18,-3.74,828,12.75,0.49,0.37,0
395	,1809.TW,中釉,12.6,-0.79,672,12.72,2.09,0.06,0
396	,1416.TW,廣豐,10.6,2.42,222,12.66,9.1,0.06,0
397	,3042.TW,晶技,88.5,0.8,1858,12.65,13.03,0.67,2.39
398	,3583.TW,辛耘,72,1.27,530,12.65,10.5,0.15,0
399	,3663.TW,鑫科,28.9,1.58,245,12.6,0.98,0.27,0
400	,8941.TW,關中,60.8,-1.94,280,12.58,1.64,0.02,0
401	,2374.TW,佳能,25.3,0.8,4580,12.56,6.61,1.19,0.01
402	,3701.TW,大眾控,42.35,0.12,487,12.54,3.85,0,0
403	,3577.TW,泓格,79.9,0.63,11,12.53,1.04,0.02,0
404	,5263.TW,智崴,121.5,-2.8,292,12.53,14.92,0,5.35
405	,3450.TW,聯鈞,45.5,-0.55,623,12.52,7.75,0.32,0
406	,1784.TW,訊聯,40.9,-0.12,52,12.43,1.32,0.11,0
407	,3306.TW,鼎天,24.7,1.44,346,12.43,2.17,0.25,0
408	,6516.TW,勤崴國際,75.6,1.34,38,12.43,0.28,0,0
409	,3438.TW,類比科,52,3.38,679,12.41,1.9,4.54,0
410	,4956.TW,光鋐,16.9,-0.59,220,12.38,7.02,0.36,0
411	,5211.TW,蒙恬,21.1,-2.09,1098,12.37,9.46,0,0
412	,6510.TW,精測,432,2.25,164,12.37,8.41,0.86,0.95
413	,1815.TW,富喬,12.35,-0.8,1105,12.36,2.8,0,0
414	,3284.TW,太普高,13.2,-2.22,61,12.34,0.53,0.12,0
415	,9919.TW,康那香,16.7,0.6,745,12.27,3.81,1.47,0
416	,2038.TW,海光,21.7,1.4,569,12.25,1.78,0.43,0
417	,2367.TW,燿華,19.05,0.79,52120,12.22,8.43,0.57,0.02
418	,5543.TW,桓鼎-KY,58,-1.69,2,12.22,0.78,0,0
419	,8906.TW,花王,19.7,-0.51,760,12.22,0.1,0,0.5
420	,3673.TW,TPK-KY,35.35,1.58,1330,12.15,34.39,2.67,0.13
421	,8111.TW,立碁,16.85,0.3,254,12.15,1.17,0.63,0
422	,4128.TW,中天,53,0,1711,12.13,6.02,0.31,0.08
423	,2413.TW,環科,19.1,-0.26,181,12.09,0.8,0.43,0
424	,2417.TW,圓剛,21.75,0.69,113,12.08,1.63,1.08,0
425	,3356.TW,奇偶,28,-4.44,1238,12.06,2.98,0.22,0
426	,2369.TW,菱生,15.4,1.99,1635,12.02,14.87,0.23,0.01
427	,3360.TW,尚立,13.85,0,67,12.01,1.29,0,0
428	,3557.TW,嘉威,64.6,-2.12,97,12.01,19.15,0.03,0
429	,3071.TW,協禧,28.6,3.81,1994,11.98,1.79,0.03,0.12
430	,1533.TW,車王電,58.8,-0.34,538,11.96,6.02,0.09,0.61
431	,6161.TW,捷波,27.4,0,471,11.96,3.61,0.01,0
432	,6282.TW,康舒,30.3,0,2826,11.94,10.05,0.48,0.2
433	,1325.TW,恆大,24.9,1.22,127,11.9,4.23,5.18,0
434	,4755.TW,三福化,140,1.45,796,11.9,30.16,0.27,0.01
435	,1570.TW,力肯,17.35,0,354,11.89,3.02,0.01,0
436	,2329.TW,華泰,16.85,5.64,6205,11.88,7.11,0.21,0.02
437	,3492.TW,長盛,17.8,3.49,144,11.88,0.21,0,0
438	,3060.TW,銘異,19.1,2.41,423,11.87,6.97,1.39,0
439	,4114.TW,健喬,32.85,-0.9,10208,11.87,5.82,0.17,0
440	,1465.TW,偉全,13.05,2.76,1033,11.86,0.4,0.06,0
441	,4927.TW,泰鼎-KY,55.8,-0.18,1059,11.86,21.68,0.55,1.37
442	,3605.TW,宏致,38.1,-0.39,374,11.84,10.16,0.28,0
443	,8076.TW,伍豐,31.95,-1.08,2150,11.83,4.08,0.59,0
444	,3691.TW,碩禾,153,1.32,326,11.82,7.49,5.5,0.2
445	,5386.TW,青雲,37.4,0.27,103,11.82,0,4.84,0
446	,6215.TW,和椿,22.8,0.44,448,11.8,6.27,0.08,0
447	,6146.TW,耕興,236,-0.84,565,11.78,47.16,0.37,0.51
448	,2388.TW,威盛,81.1,0.37,5895,11.77,13.01,0.89,0.01
449	,6284.TW,佳邦,49.45,2.49,287,11.77,1.01,0.12,0.25
450	,1783.TW,和康生,41.9,1.7,232,11.75,6.28,0.45,0
451	,8433.TW,弘帆,64.2,-0.16,239,11.67,1,0.07,0
452	,2603.TW,長榮,103,0,94798,11.62,27.17,2.61,1.95
453	,8421.TW,旭源,16.8,-1.75,1045,11.62,1.64,0,0
454	,3002.TW,歐格,13.55,2.65,3318,11.58,0.69,0.05,0
455	,3178.TW,公準,63.4,-0.94,202,11.58,0.97,0.08,0
456	,6414.TW,樺漢,242.5,1.89,4667,11.56,17.89,0.57,3.11
457	,6134.TW,萬旭,23.85,-0.62,693,11.53,24.19,1.03,0
458	,2610.TW,華航,21.95,0.69,32261,11.47,14.03,0.08,0.22
459	,2731.TW,雄獅,90.1,-0.33,386,11.47,0.61,0,0.34
460	,4960.TW,誠美材,9.76,1.77,2687,11.47,4.82,0.23,0
461	,5471.TW,松翰,57,1.79,342,11.44,12,0.14,0.1
462	,4760.TW,勤凱,52.8,-0.19,16,11.38,0.59,0.25,0
463	,4973.TW,廣穎,19.6,0.51,37,11.33,0.32,0,0
464	,1517.TW,利奇,24.35,1.46,3360,11.31,2.05,0.49,0.14
465	,6173.TW,信昌電,39.25,1.42,189,11.31,2.08,1.13,0
466	,2609.TW,陽明,91,-0.11,34362,11.3,17.04,0.34,2.81
467	,3484.TW,崧騰,60.4,0.83,322,11.28,2.92,0.2,0
468	,2617.TW,台航,29.05,-0.17,2017,11.22,3.93,0.23,0.01
469	,1734.TW,杏輝,28.55,0,517,11.21,5.06,0.31,0.16
470	,4763.TW,材料-KY,111.5,0.45,234,11.2,67.89,0.16,0.06
471	,6712.TW,長聖,180.5,1.12,870,11.2,1.99,0.62,0.22
472	,5516.TW,雙喜,17.25,-0.29,64,11.18,0.09,0,0
473	,6418.TW,詠昇,16,-1.54,142,11.05,0.1,0,0
474	,2328.TW,廣宇,35.45,1,1739,11,10.7,0.09,0
475	,2442.TW,新美齊,12.55,0.8,508,10.96,1.78,0.16,0
476	,2230.TW,泰茂,19.5,1.56,592,10.91,12.81,0,0
477	,8215.TW,明基材,30.2,-0.49,1464,10.88,2.69,0.28,0.26
478	,3081.TW,聯亞,163.5,-1.51,5341,10.84,44.07,1.26,2.74
479	,5464.TW,霖宏,24.9,1.22,798,10.83,0.44,0.13,0
480	,8081.TW,致新,142.5,4.78,466,10.8,20.55,0.18,0.34
481	,3665.TW,貿聯-KY,311,-1.43,2339,10.78,48.84,1.8,8.07
482	,2434.TW,統懋,29.7,0,69,10.77,1.09,0.06,0
483	,3694.TW,海華,18.7,-1.58,381,10.77,1.69,0.07,0
484	,6457.TW,紘康,68.7,1.03,107,10.77,1.57,0.03,0
485	,3597.TW,映興,23.6,0.21,58,10.76,0.18,0,0
486	,2605.TW,新興,22.4,-1.54,3253,10.74,36.04,0.63,0.01
487	,8924.TW,大田,117,-0.85,781,10.74,3.67,1.4,0.35
488	,3138.TW,耀登,122,-0.41,237,10.72,1.85,0.18,0
489	,2611.TW,志信,17.9,-1.1,627,10.7,2.1,0.89,0
490	,6278.TW,台表科,100,6.95,11190,10.7,15.72,0.98,1.24
491	,1609.TW,大亞,22.1,-0.67,3498,10.67,9.98,0.12,0
492	,3402.TW,漢科,47.8,1.27,765,10.65,3.7,0,0
493	,6188.TW,廣明,41.15,0.49,1170,10.62,6.69,0.52,0.13
494	,3037.TW,欣興,152.5,1.67,28893,10.59,42.59,1.04,5.12
495	,8299.TW,群聯,302.5,3.6,1881,10.59,34.37,1.48,1.3
496	,1446.TW,宏和,31.55,0.32,48,10.57,1.18,0.05,0
497	,1336.TW,台翰,23.8,3.48,905,10.55,1.21,0,0
498	,1513.TW,中興電,62.9,2.28,32860,10.53,21.61,0.68,5.82
499	,8091.TW,翔名,73.8,0.27,231,10.49,4.31,1.82,0.23
500	,1314.TW,中石化,10.25,0.99,10360,10.44,11.43,0.22,0.04
501	,6148.TW,驊宏資,13.2,0.76,308,10.44,0.53,0.22,0
502	,6153.TW,嘉聯益,25.7,1.18,5884,10.42,10.1,0.72,0.01
503	,3704.TW,合勤控,29.15,0.69,3995,10.35,8.73,0.33,0.11
504	,8114.TW,振樺電,155.5,0,4173,10.34,10.56,0.44,8.68
505	,3680.TW,家登,243,-0.41,1503,10.31,8.11,1.49,6.42
506	,1785.TW,光洋科,37.1,-0.13,1809,10.29,7.24,0.03,0.02
507	,2028.TW,威致,22.95,0.22,509,10.24,0.49,0.11,0.01
508	,3498.TW,陽程,27.7,9.92,340,10.24,1.69,1.17,0
509	,3004.TW,豐達科,63.8,-2.15,275,10.23,2.22,0.05,0
510	,1711.TW,永光,20.25,1.25,1803,10.22,7.97,0.19,0
511	,2637.TW,慧洋-KY,66.9,0,4797,10.21,19.07,0.84,0.16
512	,6206.TW,飛捷,85.1,-1.96,5053,10.16,13.89,0.52,0
513	,2069.TW,運錩,22.05,0.92,923,10.15,1.14,0.28,0
514	,3217.TW,優群,69.3,1.32,178,10.15,3.24,0.05,3.63
515	,1514.TW,亞力,32,-0.31,2557,10.14,14.48,0.13,0.27
516	,3512.TW,皇龍,32.25,0.47,187,10.09,0.11,0,0
517	,1569.TW,濱川,26.5,2.71,1676,10.08,4.67,0.19,0.01
518	,6257.TW,矽格,50.3,1.41,3115,10.08,18.48,0.01,0.05
519	,6756.TW,威鋒電子,226.5,2.49,609,10.08,4.05,0.42,0
520	,8105.TW,凌巨,12.45,0.4,13904,10.07,57.47,0.87,0
521	,1455.TW,集盛,10.25,0.99,1006,10.06,1.72,0.71,0.02
522	,6451.TW,訊芯-KY,79.3,-1.25,376,10.04,61.42,1.57,0.09
523	,8201.TW,無敵,12.5,-1.19,569,10.03,0.59,0.35,0
524	,2415.TW,錩新,29.05,0,127,10.01,2.22,0.16,0
525	,3325.TW,旭品,13.8,-2.47,692,10,0.99,0,0
526	,4426.TW,利勤,30.85,9.79,5965,10,6,0.06,0.09
527	,5203.TW,訊連,90.8,2.38,125,9.98,13.97,0.21,0
528	,6191.TW,精成科,29,2.84,4846,9.95,5.9,0.32,0.02
529	,6168.TW,宏齊,19.55,-2.01,839,9.93,2.62,0.86,0
530	,1220.TW,台榮,16.1,-0.92,185,9.89,7.75,0.05,0
531	,5288.TW,豐祥-KY,158,1.94,211,9.86,65.14,0.39,0.27
532	,2401.TW,凌陽,27.3,-1.8,4744,9.85,11.36,0.19,0
533	,8074.TW,鉅橡,18.45,1.65,75,9.82,2.76,0.16,0
534	,4572.TW,駐龍,116,-9.02,1917,9.8,2.4,0.1,1.55
535	,5215.TW,科嘉-KY,42.5,2.41,70,9.79,25.15,0.09,0
536	,2524.TW,京城,37.2,0.4,108,9.74,0.85,0.05,0
537	,2618.TW,長榮航,31.95,0.95,49372,9.73,29.23,0.41,1.09
538	,2031.TW,新光鋼,36.8,2.22,1620,9.69,8.98,0.51,0.26
539	,3712.TW,永崴投控,27.4,0.18,142,9.68,1.13,0.2,0
540	,5452.TW,佶優,15.15,1,128,9.68,10.77,0.36,0
541	,6425.TW,易發,22.15,0,7,9.68,0.21,0,0
542	,5356.TW,協益,22.45,0,60,9.65,2.76,0.02,0
543	,5392.TW,能率,21.05,0,107,9.64,3.92,0.54,0
544	,6578.TW,達邦蛋白,16.95,1.19,351,9.63,2.7,0.03,0
545	,1516.TW,川飛,24.05,0,47,9.62,4.76,1.46,0.01
546	,4102.TW,永日,19.6,0.51,1023,9.62,4.32,0.13,0
547	,2313.TW,華通,50.9,-0.59,20144,9.59,28.73,1.77,6.89
548	,5230.TW,雷笛克光學,23,0,35,9.58,1.84,0.3,0
549	,5474.TW,聰泰,76,-2.69,99,9.56,3.23,0.13,0
550	,5481.TW,新華,12,0.42,20,9.55,26.49,0.04,0
551	,3083.TW,網龍,43.5,-0.46,117,9.54,1.18,0.46,0.97
552	,8476.TW,台境,55.8,0.72,76,9.54,0.38,0,0
553	,1319.TW,東陽,47.55,-3.16,15369,9.51,23.78,0.85,1.49
554	,6609.TW,瀧澤科,33.8,0.6,515,9.5,54.74,0.4,0
555	,4566.TW,時碩工業,50.6,-0.78,158,9.47,0.58,0,0
556	,2027.TW,大成鋼,35.7,1.42,7012,9.46,14.64,2.62,0.84
557	,5225.TW,東科-KY,24,1.27,215,9.46,53,0.18,0.02
558	,1618.TW,合機,12.2,0,119,9.44,0.7,0.07,0
559	,5315.TW,光聯,17,-0.29,196,9.43,5.08,0.13,0
560	,2643.TW,捷迅,73.3,0.69,78,9.41,0.76,0,0
561	,4977.TW,眾達-KY,90.3,1.12,1233,9.41,39.51,0.31,0.24
562	,2601.TW,益航,9.43,0.43,1674,9.4,11.64,0.26,0
563	,6136.TW,富爾特,17.75,0.85,91,9.4,4.48,0.14,0
564	,8932.TW,宏大,25.7,2.8,54,9.4,28.13,0,0
565	,3114.TW,好德,27.25,0.93,276,9.36,0.87,0.17,0
566	,1626.TW,艾美特-KY,19.7,9.75,1649,9.33,44.18,0.05,0
567	,3625.TW,西勝,17.15,-2.56,572,9.31,7.07,0,0
568	,8444.TW,綠河-KY,50.2,2.76,16,9.31,65.27,0,0
569	,3607.TW,谷崧,13.7,0.37,772,9.29,4.96,0.11,0
570	,6469.TW,大樹,282.5,1.8,1806,9.29,8.47,0.46,1.29
571	,6216.TW,居易,30.2,-9.72,6186,9.28,4.63,0.17,0.12
572	,9955.TW,佳龍,21.4,-1.83,1615,9.27,0.7,0.36,0
573	,1515.TW,力山,31.3,1.79,561,9.2,8.89,0.36,0
574	,6698.TW,旭暉應材,30.2,-0.17,76,9.2,2.46,0.06,0
575	,6598.TW,ABC-KY,27.15,1.31,266,9.19,33.2,0.49,0
576	,2908.TW,特力,21.6,0.23,52,9.12,3.54,0.05,0
577	,4529.TW,淳紳,11.55,-3.75,2047,9.11,16.73,0,0
578	,2478.TW,大毅,42.85,2.02,103,9.08,4.97,0.41,0
579	,2405.TW,浩鑫,13.85,-2.46,5567,9.06,5.38,0.03,0
580	,6573.TW,虹揚-KY,15.9,-0.62,75,9.04,58.66,0.15,0
581	,3372.TW,典範,13.45,0,262,9.03,1.29,0.08,1.28
582	,1713.TW,國化,24,0.84,67,9.01,3.69,0.06,0
583	,5450.TW,南良,17.8,1.71,1098,9.01,0.05,0.01,0
584	,5443.TW,均豪,25.65,-0.19,302,9,2.47,0.09,0
585	,2365.TW,昆盈,10.75,-0.92,1070,8.98,6.23,0.08,0
586	,2495.TW,普安,16.6,9.93,4003,8.97,18.54,0.21,0
587	,8478.TW,東哥遊艇,213.5,1.18,10476,8.97,43.05,0.71,0.71
588	,8048.TW,德勝,30.35,0.17,33,8.96,0.74,0,0
589	,8489.TW,三貝德,27.75,-3.14,379,8.95,1.7,0,0
590	,2387.TW,精元,38.1,0,3471,8.94,3.54,0.33,0.89
591	,5603.TW,陸海,39.4,0.38,225,8.94,11.77,1.28,0
592	,3264.TW,欣銓,43.5,1.16,5155,8.93,21.41,0.52,0.72
593	,5398.TW,慕康生醫,17.25,0.58,11,8.93,2.47,0,0
594	,6558.TW,興能高,22,-0.45,142,8.93,2.4,0.13,0
595	,3303.TW,岱稜,30.55,2.17,2930,8.92,4.33,0.07,0
596	,8403.TW,盛弘,33.45,-2.34,1699,8.83,8.09,0.22,0
597	,2033.TW,佳大,14.45,1.05,153,8.81,2.44,0.17,0
598	,2453.TW,凌群,26.5,-4.16,488,8.78,5.08,0.13,0
599	,2032.TW,新鋼,18.6,0.54,341,8.77,1.2,0.18,0
600	,3567.TW,逸昌,28.2,-0.7,39,8.77,1.3,0.01,1.38
601	,2302.TW,麗正,16.2,-0.31,701,8.76,0.82,0.03,0
602	,3227.TW,原相,89.4,0.68,453,8.76,14.31,1.69,0.11
603	,3167.TW,大量,50.8,-1.17,232,8.74,1.15,0.19,0
604	,3016.TW,嘉晶,83.6,1.7,2474,8.73,4.59,0.18,0.01
605	,3297.TW,杭特,16.3,0.93,36,8.73,1.26,0.23,0
606	,5546.TW,永固-KY,56.5,4.24,170,8.72,53.9,0.04,0
607	,3541.TW,西柏,59.4,-0.34,128,8.69,4.01,0.81,0.04
608	,3526.TW,凡甲,144.5,0.35,148,8.67,5.58,1.8,1.82
609	,3630.TW,新鉅科,30.35,-1.14,533,8.66,36.38,0.37,0
610	,6679.TW,鈺太,232,1.75,459,8.66,7.72,0.26,4.35
611	,6207.TW,雷科,26.05,0.77,63,8.65,1.27,0.22,0
612	,1565.TW,精華,264.5,0.76,90,8.61,26.64,1.38,0.27
613	,6288.TW,聯嘉,22.75,4.12,745,8.61,1.13,0.41,0
614	,3666.TW,光耀,26.45,1.34,531,8.59,3.88,0.32,0
615	,4991.TW,環宇-KY,39,0,16,8.56,4.5,0.04,0.01
616	,3293.TW,鈊象,411,1.99,1890,8.55,28.07,1.15,1.2
617	,6472.TW,保瑞,256.5,8.46,3863,8.53,7.19,0.37,7.05
618	,3563.TW,牧德,139,0.36,35,8.47,9.05,1.92,0
619	,1217.TW,愛之味,9.98,1.42,1908,8.46,6.24,0.06,0.08
620	,3272.TW,東碩,31.05,0.32,168,8.45,0.36,0.01,0.07
621	,6015.TW,宏遠證,10.55,2.43,1615,8.4,1.22,0,0
622	,6224.TW,聚鼎,60.7,-7.47,1330,8.39,8.78,0.1,0
623	,1225.TW,福懋油,50.5,1,3,8.36,0.73,0.04,0
624	,6654.TW,天正國際,49.25,1.13,3,8.36,0.8,0.07,0
625	,1466.TW,聚隆,12.2,0.41,239,8.34,0.64,0.29,0
626	,2488.TW,漢平,29.75,4.57,2303,8.32,2.32,0.09,0
627	,4109.TW,加捷生醫,14.85,0,346,8.32,0.42,0.2,0
628	,3443.TW,創意,540,3.45,6009,8.31,35.44,4.14,7.64
629	,3236.TW,千如,22.85,3.86,936,8.28,10.53,0,0
630	,6174.TW,安碁,27.55,-2.82,677,8.26,4.4,0.09,0
631	,3481.TW,群創,11.3,4.15,108244,8.25,23.76,1.66,0.22
632	,8046.TW,南電,254,3.46,12487,8.24,11.95,1.16,3.6
633	,3489.TW,森寶,9.93,-0.3,36,8.22,0.11,0.13,0
634	,4130.TW,健亞,24.35,-0.41,290,8.22,0.85,0.33,0
635	,3587.TW,閎康,120,2.13,191,8.18,2.22,0.14,1.44
636	,6465.TW,威潤,23.9,9.89,968,8.18,0.32,0,0
637	,2439.TW,美律,84.8,2.17,2591,8.17,10.88,5.58,0.01
638	,6788.TW,華景電,103,2.49,242,8.16,1.57,0.13,0
639	,6155.TW,鈞寶,22.35,1.82,191,8.1,1.95,0.06,0
640	,2312.TW,金寶,13,0.39,5013,8.07,10.59,0.21,0.02
641	,2483.TW,百容,24.05,1.48,396,8.06,1.82,0.1,0
642	,6271.TW,同欣電,193.5,2.93,1807,8.03,40.19,1.48,7.21
643	,3540.TW,曜越,26.4,1.54,228,8.02,1.96,0,0
644	,6279.TW,胡連,145.5,-7.32,12054,8.02,11.41,0.57,11.93
645	,5426.TW,振發,13.4,0.75,7290,8.01,0.48,0,0
646	,4915.TW,致伸,70.2,-0.85,6608,8,61.84,0.8,4.94
647	,3030.TW,德律,60.2,1.35,506,7.99,17.17,0.38,0.01
648	,8436.TW,大江,126.5,-0.39,500,7.99,31.54,0.67,0.29
649	,1519.TW,華城,36.3,-4.72,3286,7.97,6.73,0.21,0.26
650	,3078.TW,僑威,34,1.64,263,7.94,0.47,0.77,0
651	,5469.TW,瀚宇博,30.55,2.17,933,7.94,10.55,0.29,0.04
652	,6141.TW,柏承,23.65,2.38,371,7.94,3.53,0.27,0
653	,3022.TW,威強電,59.7,0,3368,7.93,21.13,0.33,0.06
654	,3188.TW,鑫龍騰,14.4,0.35,47,7.9,0.19,0.04,0
655	,5498.TW,凱崴,10.15,0,326,7.9,1.32,0,0
656	,8401.TW,白紗科,18.7,0.27,254,7.83,0.7,0,0
657	,2034.TW,允強,29.25,-1.85,4255,7.82,7.05,0.48,0.01
658	,8147.TW,正淩,52,-1.7,61,7.82,3.93,0.25,0
659	,6116.TW,彩晶,10.45,2.45,21122,7.8,7.99,2.63,0
660	,1593.TW,祺驊,61.2,9.87,180,7.79,2.34,0.24,0
661	,6026.TW,福邦證,15,1.01,1486,7.76,2.33,0,0
662	,6269.TW,台郡,95.4,1.38,1461,7.76,21.36,0.29,1.83
663	,1219.TW,福壽,20.7,-0.24,637,7.75,6.43,0.05,0.03
664	,1598.TW,岱宇,38.8,-0.77,76,7.74,4.09,0.45,0
665	,2612.TW,中航,40.15,-0.12,363,7.74,3.97,0.09,0.01
666	,2402.TW,毅嘉,14.95,0.67,576,7.73,10.14,0.83,0
667	,3373.TW,熱映,20.35,0,49,7.73,0.58,5.32,0
668	,2492.TW,華新科,91.5,2.23,1181,7.71,13.91,3.32,0.71
669	,2901.TW,欣欣,23.95,0.21,24,7.68,0.23,0.06,0
670	,8110.TW,華東,12.6,2.86,993,7.68,2.43,0.3,0.01
671	,3622.TW,洋華,29.3,0.17,238,7.63,1.91,0.84,0.11
672	,2427.TW,三商電,12.55,0.8,616,7.61,3.52,0.15,0
673	,2913.TW,農林,18.95,0,446,7.59,7.71,0.17,0
674	,3049.TW,和鑫,9.83,2.4,3691,7.59,6.55,0.13,0
675	,1580.TW,新麥,91.6,-0.22,36,7.57,6.75,0.05,0.18
676	,3454.TW,晶睿,96.4,3.54,2166,7.56,3.68,0.43,0.12
677	,2368.TW,金像電,79,-0.38,16381,7.54,16.84,1.15,12.19
678	,5483.TW,中美晶,161,2.88,10833,7.54,22.43,1.07,4.74
679	,6186.TW,新潤,26.6,0.38,160,7.54,0.78,0,0
680	,3685.TW,元創精密,33.9,-3,1081,7.53,1.42,0.05,0
681	,4173.TW,久裕,18,3.45,299,7.53,0.92,0,0
682	,4935.TW,茂林-KY,61,0.66,516,7.52,25.39,0.37,0
683	,6194.TW,育富,21.05,-0.24,12,7.51,0.29,0.03,0.11
684	,3669.TW,圓展,44.9,-0.88,151,7.47,1.59,0.38,0.45
685	,6139.TW,亞翔,32.15,3.71,1586,7.42,17.83,0.27,0.08
686	,2515.TW,中工,9.03,1.23,4006,7.4,14.71,0.17,0
687	,1414.TW,東和,16.85,1.2,203,7.38,0.69,0.05,0
688	,3312.TW,弘憶股,18.4,1.1,532,7.38,1.96,0.1,0
689	,6234.TW,高僑,19.3,0.52,82,7.38,10.91,0,0
690	,6456.TW,GIS-KY,76.6,3.79,1646,7.37,54.37,0.53,0
691	,8930.TW,青鋼,16.4,0,216,7.37,2.88,0,0
692	,4148.TW,全宇生技-KY,60.7,-0.49,419,7.35,71.34,0.09,0
693	,6120.TW,達運,10.15,0.5,3154,7.34,6.96,0.2,0
694	,1447.TW,力鵬,8.79,6.8,7159,7.33,6.76,0.09,0
695	,1718.TW,中纖,7.94,1.79,3463,7.32,8.56,0.19,0
696	,2606.TW,裕民,42.05,1.33,3350,7.31,11.67,1.66,0
697	,3551.TW,世禾,57.9,0.87,100,7.31,5.4,0.47,0.58
698	,1599.TW,宏佳騰,45.25,0.11,287,7.23,12,0.02,0
699	,1474.TW,弘裕,12.05,1.69,257,7.17,0.3,0.13,0
700	,2428.TW,興勤,140,-0.36,326,7.14,13.72,0.14,0
701	,2062.TW,橋椿,25.2,0.4,157,7.13,9.52,0.11,0
702	,5508.TW,永信建,61.8,1.31,64,7.12,1.03,0,0
703	,8234.TW,新漢,32.65,1.08,1649,7.11,3.85,0.28,0
704	,4207.TW,環泰,14.3,0,430,7.1,1.06,0,0
705	,2640.TW,大車隊,83.4,0.48,69,7.07,5.56,0.01,0.29
706	,2014.TW,中鴻,25.2,0,10476,7.06,5.57,2.17,7.09
707	,4737.TW,華廣,79.4,0.25,79,7.06,21.69,0.07,0
708	,4542.TW,科嶠,24.35,0,9,7.03,3.6,0,0
709	,2337.TW,旺宏,32.75,5.14,15407,7.02,23.13,1.74,1.09
710	,2754.TW,亞洲藏壽司,84.5,6.02,413,7.02,70.23,0,0
