符合條件商品
資料日期：2021年 12月 17日
策略,	01準確度
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資,	外資,	自營商,	投信,	融券,	借券
執行時間：2021-12-19 14:32 符合檔數(1448)
286	,2332.TW,友訊,18.35,-2.91,2732,0.53,0.58,0.7,0,0.55,0.55
287	,2337.TW,旺宏,40.35,-0.86,9043,0.44,0.66,0.76,0.58,0.56,0.5
288	,2338.TW,光罩,96.5,-2.82,6269,0.66,0.6,0.72,0.68,0.66,0.46
289	,2340.TW,光磊,59.9,-1.48,27376,0.74,0.54,0.8,0.14,0.64,0.52
290	,2342.TW,茂矽,46.4,-2.32,3179,0.68,0.58,0.48,0.09,0.6,0.45
291	,2344.TW,華邦電,30.55,-0.81,15125,0.64,0.64,0.82,0.5,0.58,0.54
292	,2345.TW,智邦,257.5,-6.53,9318,0.37,0.56,0.68,0.62,0.7,0.48
293	,2347.TW,聯強,66.4,1.07,32015,0.58,0.46,0.57,0.54,0.57,0.34
294	,2348.TW,海悅,110,0,309,0.56,0.58,0.52,0,0.26,0.32
295	,2351.TW,順德,156.5,-2.49,2133,0.58,0.52,0.67,0.7,0.66,0.54
296	,2352.TW,佳世達,29.6,-1,6110,0.54,0.58,0.54,0.54,0.46,0.48
297	,2353.TW,宏碁,30,1.18,22351,0.5,0.58,0.56,0.32,0.48,0.48
298	,2354.TW,鴻準,63.9,-0.16,3968,0.66,0.62,0.52,0.52,0.62,0.58
299	,2355.TW,敬鵬,35.9,-1.24,6769,0.64,0.64,0.57,0.13,0.56,0.5
300	,2356.TW,英業達,25.3,-0.78,11077,0.4,0.64,0.56,0.46,0.41,0.44
301	,2357.TW,華碩,366.5,-0.14,3270,0.46,0.64,0.5,0.5,0.55,0.44
302	,2358.TW,廷鑫,21.3,1.43,3142,0.56,0.6,0.26,0.25,0.65,0.55
303	,2359.TW,所羅門,18,0.56,333,0.48,0.57,0.39,0,0.25,0.37
304	,2360.TW,致茂,187,1.63,1995,0.44,0.74,0.5,0.52,0.48,0.52
305	,2362.TW,藍天,31.7,0.96,236,0.36,0.6,0.5,0,0.23,0.48
306	,2363.TW,矽統,25.2,-1.56,4533,0.66,0.68,0.74,0,0.66,0.48
307	,2365.TW,昆盈,11.2,-0.88,729,0.55,0.54,0.37,0,0.44,0.43
308	,2367.TW,燿華,18.55,-1.07,1773,0.6,0.7,0.73,0.07,0.56,0.5
309	,2368.TW,金像電,71.8,-1.51,8608,0.4,0.64,0.68,0.76,0.78,0.56
310	,2369.TW,菱生,26.05,-2.8,6436,0.58,0.66,0.57,0,0.68,0.46
311	,2371.TW,大同,31.9,1.11,24541,0.58,0.6,0.48,0.49,0.68,0.58
312	,2373.TW,震旦行,89.7,0.22,9,0.12,0.62,0.41,0,0,0.44
313	,2374.TW,佳能,24.1,0,6384,0.46,0.56,0.42,0,0.53,0.36
314	,2375.TW,凱美,99.5,-1.49,3001,0.54,0.44,0.66,0.44,0.5,0.52
315	,2376.TW,技嘉,154.5,-2.22,14668,0.52,0.66,0.56,0.7,0.62,0.42
316	,2377.TW,微星,162.5,-1.81,3341,0.4,0.54,0.56,0.54,0.6,0.44
317	,2379.TW,瑞昱,567,-0.35,2036,0.47,0.54,0.69,0.56,0.55,0.46
318	,2382.TW,廣達,88.9,-1.33,9375,0.5,0.62,0.5,0.6,0.57,0.42
319	,2383.TW,台光電,276.5,-2.12,2643,0.46,0.5,0.6,0.47,0.59,0.46
320	,2385.TW,群光,82,0.37,3407,0.5,0.52,0.48,0.62,0.5,0.46
321	,2387.TW,精元,45.35,-0.33,592,0.56,0.74,0.73,0.26,0.43,0.62
322	,2388.TW,威盛,86.3,-5.37,24070,0.58,0.64,0.64,0.29,0.58,0.51
323	,2390.TW,云辰,22.45,-0.22,2421,0.66,0.64,0.38,0,0.6,0.56
324	,2392.TW,正崴,38.5,-0.52,723,0.48,0.6,0.56,0.17,0.43,0.5
325	,2393.TW,億光,50.8,-0.59,1718,0.64,0.48,0.68,0.65,0.5,0.48
326	,2395.TW,研華,399,0.5,3517,0.28,0.64,0.48,0.52,0.12,0.46
327	,2397.TW,友通,59.7,0.34,31,0.52,0.61,0.54,0,0,0.45
328	,2399.TW,映泰,22.6,-1.31,2688,0.6,0.5,0.36,0,0.7,0.58
329	,2401.TW,凌陽,38.35,-2.29,5046,0.68,0.58,0.8,0.07,0.72,0.48
330	,2402.TW,毅嘉,16.85,-1.75,632,0.38,0.7,0.55,0,0.39,0.48
331	,2404.TW,漢唐,171,0,2377,0.42,0.54,0.54,0.52,0.36,0.58
332	,2406.TW,國碩,35.25,-0.98,54762,0.67,0.44,0.52,0.17,0.55,0.33
333	,2408.TW,南亞科,75.7,-0.39,5809,0.46,0.72,0.68,0.66,0.58,0.54
334	,2409.TW,友達,23.1,-0.22,183607,0.58,0.58,0.7,0.76,0.6,0.48
335	,2412.TW,中華電,115,0.44,7288,0.24,0.5,0.36,0.3,0.36,0.24
336	,2413.TW,環科,22.95,-2.34,1343,0.66,0.58,0.37,0,0.56,0.43
337	,2414.TW,精技,37.35,-1.06,340,0.54,0.6,0.27,0.2,0.4,0.35
338	,2415.TW,錩新,43.25,-1.26,332,0.7,0.42,0.27,0,0.59,0.48
339	,2417.TW,圓剛,24.5,-1.01,464,0.52,0.65,0.66,0,0.45,0.61
340	,2419.TW,仲琦,24.15,-3.01,2795,0.64,0.66,0.61,0,0.31,0.56
341	,2420.TW,新巨,45.8,-0.65,682,0.52,0.68,0.33,0,0.06,0.35
342	,2421.TW,建準,39.7,-2.34,1475,0.44,0.68,0.67,0.5,0.55,0.48
343	,2423.TW,固緯,27.95,-0.53,240,0.53,0.6,0.39,0,0.33,0.33
344	,2425.TW,承啟,27.8,1.28,834,0.56,0.4,0.28,0,0.49,0.61
345	,2426.TW,鼎元,27.85,-1.76,3806,0.6,0.72,0.67,0.33,0.64,0.4
346	,2427.TW,三商電,11.6,0.43,328,0.3,0.62,0.24,0,0,0.28
347	,2428.TW,興勤,152,-0.33,175,0.57,0.4,0.6,0.33,0.5,0.52
348	,2430.TW,燦坤,37.65,-1.05,613,0.64,0.68,0.35,0,0.68,0.32
349	,2431.TW,聯昌,12.85,-0.77,465,0.58,0.6,0.35,0,0.41,0.41
350	,2433.TW,互盛電,51,-0.39,28,0.26,0.55,0.32,0,0,0.33
351	,2434.TW,統懋,39.5,0,6,0.5,0.41,0,0,0,0
352	,2436.TW,偉詮電,96.6,0.31,14751,0.7,0.62,0.8,0.43,0.68,0.46
353	,2439.TW,美律,93.2,-0.43,976,0.6,0.56,0.58,0.15,0.56,0.58
354	,2441.TW,超豐,76.2,0,2297,0.6,0.44,0.64,0.62,0.4,0.54
355	,2442.TW,新美齊,13,-1.52,3031,0.44,0.6,0.38,0,0.36,0.38
356	,2449.TW,京元電子,43.4,-1.81,6981,0.48,0.56,0.64,0.54,0.5,0.42
357	,2450.TW,神腦,32.75,-0.46,37,0.51,0.64,0.48,0,0,0.36
358	,2451.TW,創見,72.6,1.82,2782,0.5,0.64,0.56,0.49,0.6,0.44
359	,2453.TW,凌群,27.1,-1.09,414,0.56,0.54,0.39,0,0.36,0.43
360	,2454.TW,聯發科,1075,-1.38,5577,0.42,0.78,0.68,0.58,0.54,0.4
361	,2455.TW,全新,137.5,-3.51,2468,0.4,0.56,0.8,0.57,0.65,0.46
362	,2456.TW,奇力新,88.1,-1.45,641,0.55,0.52,0.74,0.39,0.46,0.52
363	,2457.TW,飛宏,45.4,-1.84,44192,0.66,0.6,0.68,0,0.7,0.46
364	,2458.TW,義隆,166,-0.9,3573,0.5,0.72,0.46,0.6,0.46,0.48
365	,2459.TW,敦吉,58.5,-0.51,29,0.74,0.69,0.53,0,0,0.37
366	,2460.TW,建通,29.3,-2.82,1433,0.62,0.52,0.53,0.09,0.6,0.46
367	,2461.TW,光群雷,22.7,-1.09,566,0.58,0.68,0.39,0,0.54,0.46
368	,2462.TW,良得電,28.05,-3.94,438,0.58,0.7,0.33,0,0.38,0.57
369	,2464.TW,盟立,41.85,-0.48,352,0.66,0.66,0.63,0.14,0.5,0.5
370	,2465.TW,麗臺,70.5,-1.12,1079,0.65,0.55,0.25,0,0.59,0.5
371	,2466.TW,冠西電,35.35,0.14,69,0.46,0.7,0.37,0,0.41,0.41
372	,2467.TW,志聖,49.1,-1.6,391,0.69,0.66,0.52,0,0.4,0.52
373	,2468.TW,華經,13.7,-0.36,252,0.48,0.58,0.23,0,0,0.26
374	,2471.TW,資通,25.6,-0.19,61,0.53,0.64,0.17,0,0.19,0.36
375	,2472.TW,立隆電,63.1,-0.94,329,0.62,0.52,0.6,0.22,0.46,0.54
376	,2474.TW,可成,154,0,3048,0.32,0.58,0.48,0.44,0.49,0.6
377	,2476.TW,鉅祥,60,-1.64,2701,0.76,0.56,0.67,0.3,0.68,0.38
378	,2477.TW,美隆電,30,-2.28,620,0.68,0.48,0.57,0,0.36,0.5
379	,2478.TW,大毅,63.8,-0.78,279,0.64,0.72,0.72,0,0.56,0.54
380	,2480.TW,敦陽科,72.7,0.28,93,0.46,0.65,0.46,0.23,0,0.43
381	,2481.TW,強茂,104.5,-4.13,9097,0.64,0.66,0.78,0.64,0.7,0.46
382	,2482.TW,連宇,17.1,1.18,2892,0.5,0.52,0.27,0,0.64,0.17
383	,2483.TW,百容,24.1,0,158,0.55,0.62,0.39,0,0.21,0.35
384	,2484.TW,希華,39.25,-2.73,2599,0.66,0.5,0.48,0.08,0.54,0.52
385	,2485.TW,兆赫,21.9,-3.52,4870,0.68,0.62,0.5,0.15,0.54,0.48
386	,2486.TW,一詮,50.9,-3.42,3632,0.8,0.5,0.71,0.35,0.68,0.42
387	,2488.TW,漢平,27.2,-0.73,29,0.47,0.68,0.28,0,0,0.38
388	,2489.TW,瑞軒,17.4,0,4153,0.48,0.62,0.72,0,0.53,0.5
389	,2491.TW,吉祥全,20.75,-0.72,161,0.48,0.66,0.54,0,0.58,0.47
390	,2492.TW,華新科,166.5,0.3,2854,0.6,0.62,0.58,0.58,0.56,0.54
391	,2493.TW,揚博,37.75,0,82,0.62,0.66,0.49,0,0.15,0.47
392	,2495.TW,普安,20,-3.85,28428,0.68,0.46,0.47,0,0.51,0.5
393	,2496.TW,卓越,49.6,0.1,54,0.4,0.43,0.14,0,0,0.06
394	,2497.TW,怡利電,80,-1.23,23337,0.72,0.64,0.36,0,0.52,0.46
395	,2498.TW,宏達電,80.8,-3,60831,0.46,0.74,0.74,0.09,0.74,0.48
396	,2501.TW,國建,19.1,0,526,0.57,0.64,0.52,0,0.17,0.44
397	,2504.TW,國產,29.6,5.34,37015,0.64,0.58,0.64,0.24,0.56,0.42
398	,2505.TW,國揚,23.35,0.43,263,0.54,0.6,0.59,0,0.36,0.59
399	,2506.TW,太設,9.67,1.58,117,0.46,0.7,0.31,0,0,0.26
400	,2509.TW,全坤建,18.2,0,83,0.5,0.5,0.44,0,0,0.47
401	,2511.TW,太子,13.55,1.5,5341,0.62,0.58,0.46,0,0.47,0.52
402	,2514.TW,龍邦,17.7,1.14,80,0.48,0.56,0.57,0,0.29,0.34
403	,2515.TW,中工,8.87,0.68,2854,0.56,0.68,0.68,0,0.66,0.52
404	,2520.TW,冠德,37.7,-0.4,1619,0.4,0.54,0.64,0.16,0.44,0.4
405	,2524.TW,京城,40.25,0.75,70,0.47,0.61,0.38,0,0.29,0.36
406	,2527.TW,宏璟,31.4,0,317,0.62,0.7,0.4,0.33,0.38,0.4
407	,2528.TW,皇普,21.85,-0.46,27,0.34,0.4,0.33,0,0,0.36
408	,2530.TW,華建,14.35,0.35,287,0.37,0.58,0.43,0,0.21,0.58
409	,2534.TW,宏盛,23.5,1.73,2034,0.5,0.54,0.41,0,0.43,0.42
410	,2535.TW,達欣工,31.9,-0.16,396,0.6,0.54,0.46,0.14,0.34,0.38
411	,2536.TW,宏普,23.3,1.08,529,0.54,0.52,0.49,0,0,0.26
412	,2537.TW,聯上發,10.25,-0.49,1344,0.7,0.56,0.47,0,0.36,0.4
413	,2538.TW,基泰,12.55,-1.57,4821,0.54,0.58,0.37,0,0.36,0.44
414	,2539.TW,櫻花建,31.25,0.16,160,0.41,0.56,0.24,0,0.26,0.42
415	,2540.TW,愛山林,72,0,42,0.52,0.64,0.27,0,0.19,0.28
416	,2542.TW,興富發,47.25,0,8059,0.66,0.62,0.48,0.37,0.5,0.54
417	,2545.TW,皇翔,36.8,-0.67,239,0.5,0.7,0.51,0,0.38,0.44
418	,2546.TW,根基,49,0.2,26,0.26,0.59,0.34,0,0,0.41
419	,2547.TW,日勝生,10.05,0.6,955,0.46,0.62,0.45,0,0.29,0.5
420	,2548.TW,華固,92.4,0.43,259,0.56,0.58,0.5,0.46,0.16,0.5
421	,2596.TW,綠意,22.85,-0.44,88,0.64,0.58,0,0,0.25,0.08
422	,2597.TW,潤弘,119.5,0,133,0.56,0.53,0.47,0,0.19,0.41
423	,2601.TW,益航,12.9,-1.15,8072,0.54,0.44,0.66,0,0.74,0.58
424	,2603.TW,長榮,140.5,-0.35,109031,0.7,0.54,0.66,0.7,0.58,0.4
425	,2605.TW,新興,29.95,1.18,8811,0.68,0.54,0.74,0.26,0.64,0.56
426	,2606.TW,裕民,60.8,1.84,28417,0.62,0.62,0.66,0.56,0.72,0.48
427	,2607.TW,榮運,28.45,0,3365,0.74,0.38,0.7,0.13,0.58,0.48
428	,2608.TW,嘉里大榮,44.6,1.83,775,0.71,0.38,0.46,0.09,0.73,0.48
429	,2609.TW,陽明,123.5,1.23,51419,0.67,0.64,0.64,0.71,0.61,0.46
430	,2610.TW,華航,26.2,-1.87,159970,0.74,0.64,0.67,0.63,0.58,0.48
431	,2611.TW,志信,20.4,0.74,1743,0.5,0.52,0.33,0,0.72,0.62
432	,2612.TW,中航,60.1,1.86,3310,0.68,0.54,0.47,0,0.63,0.54
433	,2613.TW,中櫃,26.15,0.38,222,0.62,0.48,0.26,0,0.81,0.44
434	,2614.TW,東森,31.95,0.47,5054,0.54,0.66,0.78,0,0.46,0.55
435	,2615.TW,萬海,200,1.78,53006,0.64,0.6,0.66,0.78,0.62,0.48
436	,2616.TW,山隆,36.4,0,45,0.58,0.62,0.38,0,0,0.26
437	,2617.TW,台航,38,0.8,5953,0.7,0.4,0.59,0,0.78,0.52
438	,2618.TW,長榮航,26.4,-1.49,89117,0.66,0.58,0.64,0.52,0.56,0.42
439	,2633.TW,台灣高鐵,29.15,-1.02,8451,0.44,0.56,0.62,0.6,0.5,0.46
440	,2634.TW,漢翔,29.1,0,943,0.52,0.64,0.62,0.31,0.51,0.48
441	,2636.TW,台驊投控,137,1.48,3084,0.66,0.62,0.56,0.29,0.58,0.5
442	,2637.TW,慧洋-KY,83.4,4.64,44747,0.58,0.5,0.66,0.41,0.73,0.42
443	,2640.TW,大車隊,78.2,3.44,146,0.45,0.65,0,0,0,0.25
444	,2641.TW,正德,27.3,1.11,10651,0.62,0.52,0.41,0,0.73,0.59
445	,2642.TW,宅配通,73.5,1.38,1065,0.6,0.52,0.3,0,0.57,0.49
446	,2643.TW,捷迅,77.6,-0.89,128,0.62,0.56,0.38,0,0.46,0.47
447	,2701.TW,萬企,12.05,-0.41,74,0.48,0.64,0.43,0,0,0.39
448	,2704.TW,國賓,30.55,0,163,0.5,0.61,0.35,0,0.27,0.36
449	,2705.TW,六福,17.25,-0.86,172,0.53,0.63,0.17,0,0.5,0.55
450	,2706.TW,第一店,14.15,-0.7,100,0.66,0.67,0.37,0,0.21,0.46
451	,2707.TW,晶華,149,-0.33,113,0.7,0.58,0.6,0,0.29,0.5
452	,2712.TW,遠雄來,37,0.27,3,0.35,0.44,0,0,0,0
453	,2722.TW,夏都,30.45,-0.33,13,0.6,0.49,0.11,0,0.23,0.06
454	,2723.TW,美食-KY,112,-1.32,282,0.56,0.6,0.58,0.49,0.54,0.56
455	,2726.TW,雅茗-KY,31.95,-0.31,15,0.54,0.59,0,0,0.2,0.31
456	,2727.TW,王品,134.5,-1.1,261,0.66,0.64,0.73,0.08,0.57,0.52
457	,2731.TW,雄獅,84.8,-0.59,108,0.65,0.59,0.41,0.08,0.61,0.5
458	,2732.TW,六角,86.6,-2.37,159,0.54,0.62,0.36,0,0.25,0.63
459	,2736.TW,高野,15.15,0.66,44,0.51,0.56,0,0,0.16,0.31
460	,2739.TW,寒舍,22.55,-1.31,21,0.45,0.49,0.2,0,0.34,0.43
461	,2743.TW,山富,22.6,-1.74,1,0.5,0.32,0,0,0,0.08
462	,2748.TW,雲品,39.1,-0.51,132,0.51,0.58,0.33,0,0.25,0.3
463	,2754.TW,亞洲藏壽司,75.5,-1.56,72,0.57,0.58,0.19,0,0.12,0.26
464	,2801.TW,彰銀,16.6,-0.6,18201,0.46,0.54,0.56,0.46,0.46,0.46
465	,2809.TW,京城銀,39.45,-0.13,12114,0.38,0.72,0.58,0.53,0.38,0.52
466	,2812.TW,台中銀,12.05,0.42,4253,0.44,0.56,0.54,0.35,0.19,0.3
467	,2816.TW,旺旺保,19.45,-0.26,43,0.63,0.62,0.4,0,0,0.37
468	,2820.TW,華票,16.9,0.3,2458,0.51,0.5,0.51,0.4,0.04,0.28
469	,2832.TW,台產,20.05,0,126,0.43,0.76,0.46,0,0,0.34
470	,2834.TW,臺企銀,9.65,0.1,19314,0.5,0.62,0.5,0.36,0.37,0.42
471	,2836.TW,高雄銀,11.7,0.43,446,0.72,0.68,0.57,0,0,0.44
472	,2838.TW,聯邦銀,13.1,0.77,1049,0.42,0.5,0.46,0.19,0,0.28
473	,2845.TW,遠東銀,10.5,0,2985,0.4,0.58,0.54,0.44,0.2,0.34
474	,2849.TW,安泰銀,16.3,-0.61,599,0.43,0.62,0.41,0.05,0,0.4
475	,2850.TW,新產,46.8,0,92,0.45,0.7,0.55,0,0,0.28
476	,2851.TW,中再保,28.35,0.35,248,0.62,0.64,0.49,0.32,0.32,0.4
477	,2852.TW,第一保,14.5,0,52,0.47,0.5,0.46,0,0,0.14
478	,2855.TW,統一證,23,1.1,958,0.53,0.7,0,0.4,0.52,0.48
479	,2867.TW,三商壽,9.12,0,1881,0.4,0.62,0.5,0,0.48,0.48
480	,2880.TW,華南金,21,0.96,9092,0.5,0.66,0.5,0.47,0.52,0.38
481	,2881.TW,富邦金,74.3,-0.8,94657,0.48,0.74,0.66,0.62,0.46,0.38
482	,2882.TW,國泰金,60.5,0.33,15747,0.5,0.64,0.68,0.48,0.55,0.44
483	,2883.TW,開發金,16.85,2.12,223338,0.62,0.7,0.5,0.52,0.61,0.3
484	,2884.TW,玉山金,28,0.54,16265,0.44,0.56,0.54,0.44,0.28,0.32
485	,2885.TW,元大金,25.05,0.8,16178,0.38,0.64,0.5,0.44,0.48,0.42
486	,2886.TW,兆豐金,35.9,0.84,28876,0.36,0.78,0.52,0.58,0.53,0.28
487	,2887.TW,台新金,18.75,0.54,15719,0.6,0.78,0.36,0.5,0.55,0.4
488	,2888.TW,新光金,10.6,0.95,62443,0.44,0.72,0.56,0.45,0.6,0.44
489	,2889.TW,國票金,15.85,0,7827,0.64,0.72,0.44,0.37,0.37,0.44
490	,2890.TW,永豐金,15.9,0.95,19126,0.68,0.74,0.5,0.58,0.52,0.34
491	,2891.TW,中信金,25.6,0.39,47885,0.58,0.74,0.6,0.46,0.57,0.44
492	,2892.TW,第一金,24.15,0.84,14934,0.36,0.6,0.58,0.38,0.32,0.28
493	,2897.TW,王道銀行,7.89,0.13,804,0.42,0.66,0.47,0,0.32,0.42
494	,2901.TW,欣欣,24.85,-1,32,0.55,0.6,0.1,0,0,0.23
495	,2903.TW,遠百,21.2,0.71,300,0.56,0.62,0.54,0.08,0.21,0.48
496	,2904.TW,匯僑,25.15,-0.4,20,0.39,0.44,0.2,0,0,0.23
497	,2905.TW,三商,22.3,-0.22,320,0.54,0.58,0.4,0.13,0.4,0.36
498	,2906.TW,高林,15.5,0.65,163,0.46,0.6,0.4,0,0,0.45
499	,2908.TW,特力,20.9,-0.48,327,0.48,0.6,0.45,0,0.56,0.52
500	,2910.TW,統領,36.5,0,8,0.46,0.6,0,0,0,0.08
501	,2911.TW,麗嬰房,8.04,-0.12,110,0.66,0.56,0.35,0,0.48,0.41
502	,2912.TW,統一超,275,0.73,1421,0.18,0.6,0.46,0.5,0.16,0.48
503	,2913.TW,農林,19.55,0.26,780,0.56,0.46,0.65,0,0.49,0.5
504	,2915.TW,潤泰全,93.4,0.32,10544,0.7,0.66,0.6,0.58,0.6,0.38
505	,2916.TW,滿心,21.45,-0.23,20,0.51,0.34,0,0,0,0
506	,2926.TW,誠品生活,59.5,1.36,9,0.33,0.44,0,0,0,0
507	,2929.TW,淘帝-KY,11.55,-1.28,206,0.52,0.52,0.06,0,0.49,0.51
508	,2936.TW,客思達-KY,27,0.37,8,0.36,0.62,0.22,0,0,0.09
509	,2939.TW,凱羿-KY,26.85,-0.56,21,0.24,0.56,0,0,0.28,0
510	,3002.TW,歐格,12.6,-1.56,173,0.52,0.61,0.17,0,0,0.27
511	,3003.TW,健和興,92.2,-1.71,1074,0.63,0.62,0.78,0.53,0.72,0.44
512	,3004.TW,豐達科,56.9,-1.22,57,0.58,0.61,0.23,0,0.32,0.42
513	,3005.TW,神基,53.6,-0.92,3228,0.42,0.62,0.51,0.52,0.39,0.5
514	,3006.TW,晶豪科,163.5,-2.39,6458,0.76,0.52,0.74,0.58,0.72,0.48
515	,3008.TW,大立光,2235,9.83,2968,0.28,0.78,0.57,0.6,0.44,0.6
516	,3010.TW,華立,93.9,3.64,3612,0.62,0.58,0.73,0.25,0.26,0.36
517	,3013.TW,晟銘電,14.55,-1.02,1553,0.58,0.43,0.27,0,0.35,0.48
518	,3014.TW,聯陽,105,-1.41,1148,0.58,0.6,0.64,0.48,0.6,0.46
519	,3015.TW,全漢,44.2,-0.34,232,0.55,0.64,0.7,0,0.29,0.43
520	,3016.TW,嘉晶,132,-6.38,13557,0.7,0.72,0.72,0.31,0.67,0.48
521	,3017.TW,奇鋐,86.9,-2.58,3962,0.58,0.56,0.82,0.7,0.6,0.52
522	,3019.TW,亞光,91.2,-3.18,8427,0.68,0.7,0.8,0.4,0.6,0.52
523	,3021.TW,鴻名,25.65,-1.35,841,0.64,0.56,0.29,0,0.52,0.38
524	,3022.TW,威強電,44.55,-0.22,113,0.63,0.68,0.5,0,0,0.54
525	,3023.TW,信邦,259,-5.82,2641,0.37,0.64,0.56,0.61,0.39,0.54
526	,3025.TW,星通,24.4,1.88,3543,0.66,0.52,0.32,0,0.57,0.57
527	,3026.TW,禾伸堂,117,-0.85,686,0.64,0.6,0.64,0.43,0.5,0.4
528	,3027.TW,盛達,22.1,-1.12,258,0.58,0.58,0.19,0,0.64,0.6
529	,3028.TW,增你強,34.2,0.74,3079,0.61,0.58,0.37,0,0.29,0.31
530	,3029.TW,零壹,42.6,-0.7,757,0.6,0.62,0.6,0,0.4,0.5
531	,3030.TW,德律,56.7,-0.35,358,0.52,0.58,0.5,0.15,0.27,0.44
532	,3031.TW,佰鴻,24.95,-2.54,1103,0.7,0.4,0.43,0,0.54,0.44
533	,3032.TW,偉訓,31.9,1.11,176,0.56,0.64,0.33,0,0.16,0.63
534	,3033.TW,威健,30.15,-0.99,6580,0.76,0.56,0.42,0,0.65,0.38
535	,3034.TW,聯詠,531,-0.56,7851,0.46,0.54,0.6,0.64,0.56,0.42
536	,3035.TW,智原,225.5,3.68,101428,0.68,0.5,0.68,0.61,0.8,0.38
537	,3036.TW,文曄,65.1,1.24,4568,0.54,0.64,0.6,0.43,0.62,0.4
538	,3037.TW,欣興,222,-1.33,55442,0.5,0.66,0.72,0.74,0.74,0.4
539	,3038.TW,全台,19,-0.26,331,0.52,0.58,0.44,0,0.41,0.46
540	,3040.TW,遠見,37.9,-0.13,33,0.63,0.68,0.27,0,0.13,0.45
541	,3041.TW,揚智,33.65,-6.66,20880,0.62,0.58,0.5,0.37,0.56,0.48
542	,3042.TW,晶技,102,-1.45,3198,0.46,0.62,0.54,0.55,0.66,0.42
543	,3044.TW,健鼎,123.5,-1.2,1613,0.38,0.52,0.4,0.44,0.24,0.42
544	,3045.TW,台灣大,98.9,0.3,3398,0.46,0.66,0.46,0.54,0.27,0.4
545	,3047.TW,訊舟,12.8,-6.57,12829,0.58,0.58,0.21,0,0.4,0.49
546	,3048.TW,益登,32.05,0.31,700,0.7,0.5,0.57,0,0.54,0.4
547	,3049.TW,和鑫,15.65,2.29,107608,0.46,0.58,0.54,0.08,0.54,0.42
548	,3050.TW,鈺德,18.15,0.28,2947,0.5,0.62,0.38,0,0.59,0.47
549	,3052.TW,夆典,10.5,0,181,0.38,0.56,0.32,0,0.19,0.47
550	,3054.TW,立萬利,23.75,-1.45,66,0.46,0.51,0.28,0,0.58,0.42
551	,3055.TW,蔚華科,28.25,-1.57,95,0.54,0.44,0.22,0,0.13,0.53
552	,3056.TW,總太,41.5,-0.24,793,0.52,0.72,0.47,0.08,0.25,0.38
553	,3058.TW,立德,16.4,-0.3,579,0.6,0.6,0.38,0,0.72,0.57
554	,3059.TW,華晶科,48.4,-1.83,48224,0.66,0.42,0.72,0.13,0.65,0.54
555	,3060.TW,銘異,28.15,1.62,23428,0.64,0.6,0.31,0.47,0.63,0.56
556	,3062.TW,建漢,29.65,-3.1,8866,0.6,0.52,0.53,0.2,0.67,0.54
557	,3071.TW,協禧,27.05,-0.18,3191,0.4,0.8,0,0,0.15,0.4
558	,3078.TW,僑威,38,-0.52,886,0.68,0.62,0.78,0.06,0.47,0.54
559	,3081.TW,聯亞,192.5,-2.53,290,0.44,0.62,0.67,0.39,0.48,0.66
560	,3083.TW,網龍,57.2,2.14,11732,0.48,0.53,0.42,0,0.31,0.56
561	,3086.TW,華義,128,3.23,1982,0.48,0.53,0.15,0,0.33,0
562	,3088.TW,艾訊,53.7,-0.56,182,0.62,0.56,0.22,0,0.24,0.36
563	,3090.TW,日電貿,52.2,-1.69,539,0.56,0.58,0.56,0,0.38,0.5
564	,3092.TW,鴻碩,51.9,-1.7,522,0.68,0.54,0.67,0.29,0.52,0.48
565	,3093.TW,港建,78.4,0.38,2,0.6,0.48,0.2,0,0.1,0.25
566	,3094.TW,聯傑,34.15,-4.21,1471,0.6,0.36,0.51,0,0.54,0.56
567	,3105.TW,穩懋,376,-1.83,3297,0.5,0.56,0.78,0.5,0.48,0.58
568	,3114.TW,好德,31.25,-0.95,7672,0.58,0.47,0,0,0.44,0.29
569	,3118.TW,進階,29.6,-0.84,38,0.48,0.33,0,0,0,0.17
570	,3122.TW,笙泉,57.8,-3.99,1157,0.76,0.52,0.52,0,0.55,0.44
571	,3128.TW,昇銳,26.05,-9.86,7528,0.58,0.47,0,0,0.45,0.32
572	,3130.TW,一零四,174.5,-0.29,63,0,0.4,0,0,0,0.13
573	,3138.TW,耀登,233.5,-2.3,1139,0.73,0.5,0.61,0,0.8,0.42
574	,3141.TW,晶宏,273.5,-6.5,15312,0.74,0.48,0.64,0.36,0.7,0.36
575	,3147.TW,大綜,50.1,-0.79,236,0.7,0.57,0.35,0,0.38,0.39
576	,3152.TW,璟德,342,-2.01,184,0.36,0.52,0.67,0.7,0.56,0.52
577	,3162.TW,精確,46.15,-1.81,298,0.5,0.55,0.25,0,0,0.5
578	,3163.TW,波若威,40.7,-1.57,120,0.58,0.6,0.59,0,0.49,0.58
579	,3164.TW,景岳,24.15,0.21,100,0.43,0.5,0.31,0,0,0.35
580	,3167.TW,大量,93.2,-5.09,1213,0.59,0.58,0.47,0.22,0.58,0.4
581	,3169.TW,亞信,276.5,-2.98,9394,0.66,0.42,0.46,0.6,0.5,0.38
582	,3171.TW,新洲,20.75,0,11,0.37,0.65,0,0,0,0.12
583	,3178.TW,公準,72.9,-2.41,170,0.7,0.58,0.7,0,0.6,0.55
