符合條件商品
資料日期：2021年 12月 20日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/20),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:20 符合檔數(27)
1	,3034.TW,聯詠,301.5,-0.17,3163,528,-31.09,15,投連買
2	,4961.TW,天鈺,117,0.86,1402,282.5,-52.38,14,投連買
3	,2615.TW,萬海,86.2,-1.15,55180,199,-45.84,12,投連買
4	,8069.TW,元太,167,-1.47,11565,134,26.78,9,投連買
5	,1102.TW,亞泥,41.55,0.24,6062,43.4,3.67,8,投連買
6	,1227.TW,佳格,39.4,-0.51,249,53.9,-23.6,6,投連買
7	,2015.TW,豐興,65.9,1.85,274,85.8,-18.97,6,投連買
8	,2451.TW,創見,66.8,0.45,561,72.9,0.44,6,投連買
9	,2886.TW,兆豐金,30.55,-0.97,8425,36,-9.62,6,投連買
10	,2912.TW,統一超,268,-1.47,996,272,1.75,6,投連買
11	,3008.TW,大立光,2140,0,324,2270,-0.75,6,投連買
12	,3035.TW,智原,159,0.63,7973,217,-25.04,6,投連買
13	,5483.TW,中美晶,143.5,-1.37,3418,219,-31.33,6,投連買
14	,9940.TW,信義,27.2,-0.18,182,36.95,-19.95,6,投連買
15	,1303.TW,南亞,70.3,-1.54,4616,83.8,-7.5,5,投連買
16	,2002.TW,中鋼,30.7,0.16,37216,35.6,-4.27,5,投連買
17	,2353.TW,宏碁,23.15,0.22,5082,30.05,-15.33,5,投連買
18	,2357.TW,華碩,271,-1.63,1392,367,-14.96,5,投連買
19	,2382.TW,廣達,71.2,-0.97,4354,87.8,-12.04,5,投連買
20	,2458.TW,義隆,86.1,-1.71,718,165.5,-41.21,5,投連買
21	,2892.TW,第一金,26.3,-0.38,6392,23.95,16.32,5,投連買
22	,3010.TW,華立,85.6,1.66,269,97.3,-5.2,5,投連買
23	,3481.TW,群創,11.1,0,42046,19.6,-38.3,5,投連買
24	,3532.TW,台勝科,142,-2.07,1152,288,-49.97,5,投連買
25	,3711.TW,日月光投控,93.8,-3.6,11870,101.5,0.11,5,投連買
26	,4938.TW,和碩,64.2,0.31,3317,68.5,1.31,5,投連買
27	,6005.TW,群益證,11.1,0,1344,16.3,-21.67,5,投連買
