符合條件商品
資料日期：2022年 12月  5日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/05),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:05 符合檔數(25)
1	,1303.TW,南亞,70.3,-1.54,4616,76.7,-8.34,13,投連買
2	,2347.TW,聯強,61,-0.81,2957,61.1,-0.16,13,投連買
3	,2353.TW,宏碁,23.15,0.22,5082,23.9,-3.14,13,投連買
4	,2357.TW,華碩,271,-1.63,1392,283,-4.24,13,投連買
5	,2881.TW,富邦金,56.7,-0.18,6587,59.2,-4.22,12,投連買
6	,2379.TW,瑞昱,289,-0.52,1352,322.5,-10.39,10,投連買
7	,2882.TW,國泰金,41.15,1.86,33982,42.85,-3.97,10,投連買
8	,2883.TW,開發金,12.7,-0.78,8936,13.4,-5.22,10,投連買
9	,2891.TW,中信金,21.9,-1.13,23817,22.75,-3.74,10,投連買
10	,3702.TW,大聯大,47.8,-0.52,2583,48.5,-1.44,10,投連買
11	,8454.TW,富邦媒,626,0,570,632,-0.95,10,投連買
12	,2002.TW,中鋼,30.7,0.16,37216,29.2,5.14,8,投連買
13	,2454.TW,聯發科,660,-0.15,2431,739,-10.69,8,投連買
14	,5434.TW,崇越,167.5,0.9,197,170.5,-1.76,6,投連買
15	,6683.TW,雍智科技,189.5,0.26,103,216,-12.27,6,投連買
16	,1301.TW,台塑,86.8,-0.46,6046,89.1,-2.58,5,投連買
17	,1476.TW,儒鴻,492.5,1.23,1098,468.5,5.12,5,投連買
18	,1590.TW,亞德客-KY,911,0,242,971,-6.18,5,投連買
19	,2327.TW,國巨,460,-1.39,1468,502,-8.37,5,投連買
20	,2723.TW,美食-KY,139,0.72,443,136.5,1.83,5,投連買
21	,3105.TW,穩懋,138,0.36,2757,163,-15.34,5,投連買
22	,3454.TW,晶睿,207.5,1.22,7571,212,-2.12,5,投連買
23	,6278.TW,台表科,92.4,-0.86,1062,98.8,-6.48,5,投連買
24	,6741.TW,91APP*-KY,114.5,-4.98,4956,102,12.25,5,投連買
25	,6788.TW,華景電,95.1,-0.21,282,110,-13.55,5,投連買
