符合條件商品
資料日期：2022年  6月  1日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:36 符合檔數(17)
1	,2317.TW,鴻海,101,0,15490,114.5,-7.24,20,投連買
2	,6415.TW,矽力*-KY,445,1.37,2330,2935,-39.35,12,投連買
3	,1605.TW,華新,46.75,-1.68,42087,48.5,0.34,10,投連買
4	,2377.TW,微星,119.5,1.7,2513,136,-4.25,9,投連買
5	,3552.TW,同致,141.5,1.07,902,179,-19.71,8,投連買
6	,2338.TW,光罩,86.3,0.94,3470,93.2,-4.97,7,投連買
7	,2474.TW,可成,169,-1.74,2651,170.5,5.05,7,投連買
8	,3036.TW,文曄,62.7,-0.95,1327,78.2,-14.26,7,投連買
9	,3702.TW,大聯大,47.8,-0.52,2583,55.4,-7.6,6,投連買
10	,3711.TW,日月光投控,93.8,-3.6,11870,103,-1.35,6,投連買
11	,5876.TW,上海商銀,44.25,-0.45,2405,51.7,-11.29,6,投連買
12	,2308.TW,台達電,281,-1.92,5149,241.5,19.13,5,投連買
13	,3374.TW,精材,99.5,-1.49,1508,148,-31.35,5,投連買
14	,3529.TW,力旺,1350,1.12,770,1580,-13.51,5,投連買
15	,4739.TW,康普,94.9,-1.15,795,135,-27.97,5,投連買
16	,6146.TW,耕興,231,2.21,247,197,23.27,5,投連買
17	,6781.TW,AES-KY,680,1.34,965,1145,-39.74,5,投連買
