符合條件商品
資料日期：2022年  6月 16日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/16),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:35 符合檔數(22)
1	,2317.TW,鴻海,101,0,15490,111.5,-4.74,20,投連買
2	,3702.TW,大聯大,47.8,-0.52,2583,56.8,-9.86,16,投連買
3	,5876.TW,上海商銀,44.25,-0.45,2405,52.5,-12.64,16,投連買
4	,2454.TW,聯發科,660,-0.15,2431,873,-16.88,14,投連買
5	,5269.TW,祥碩,717,0.14,564,1285,-42.65,11,投連買
6	,2313.TW,華通,45.95,-1.08,9582,47.6,-3.47,10,投連買
7	,9910.TW,豐泰,207.5,-1.19,2962,193.5,9.79,8,投連買
8	,2324.TW,仁寶,22.95,0.44,9576,22.75,0.88,7,投連買
9	,2327.TW,國巨,460,-1.39,1468,368,3.99,7,投連買
10	,2409.TW,友達,15.4,0.65,36394,17.1,-10.67,7,投連買
11	,2885.TW,元大金,21.8,-0.91,10786,23.1,3.91,7,投連買
12	,2338.TW,光罩,86.3,0.94,3470,90.4,-2.02,6,投連買
13	,2345.TW,智邦,237.5,-6.5,4085,242.5,0.32,6,投連買
14	,2382.TW,廣達,71.2,-0.97,4354,79.8,-3.22,6,投連買
15	,2881.TW,富邦金,56.7,-0.18,6587,61.9,2.22,6,投連買
16	,8114.TW,振樺電,110,0.92,219,121.5,-6.3,6,投連買
17	,9933.TW,中鼎,41.85,0.6,916,48,-8.18,6,投連買
18	,1605.TW,華新,46.75,-1.68,42087,41.55,17.14,5,投連買
19	,2498.TW,宏達電,55,-0.72,14502,45.05,22.09,5,投連買
20	,3324.TW,雙鴻,151,-0.66,649,169,-7.35,5,投連買
21	,3675.TW,德微,168,2.75,1849,315,-45.42,5,投連買
22	,6472.TW,保瑞,406.5,-2.28,4588,219.5,106.73,5,投連買
