符合條件商品
資料日期：2022年 10月 26日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/26),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:11 符合檔數(52)
1	,1303.TW,南亞,70.3,-1.54,4616,68.6,2.48,20,投連買
2	,1326.TW,台化,69.4,-0.72,1689,69,0.58,20,投連買
3	,1402.TW,遠東新,31.55,-4.39,10632,31.9,-1.1,20,投連買
4	,2317.TW,鴻海,101,0,15490,104,-2.88,20,投連買
5	,2353.TW,宏碁,23.15,0.22,5082,21.95,5.47,20,投連買
6	,2408.TW,南亞科,51.4,-0.58,5241,54.5,-5.69,20,投連買
7	,2474.TW,可成,169,-1.74,2651,164.5,2.74,20,投連買
8	,2885.TW,元大金,21.8,-0.91,10786,19.75,10.38,20,投連買
9	,2395.TW,研華,333,-1.48,273,297,12.12,14,投連買
10	,2615.TW,萬海,86.2,-1.15,55180,69.2,24.57,14,投連買
11	,3711.TW,日月光投控,93.8,-3.6,11870,76.9,21.98,14,投連買
12	,3023.TW,信邦,275.5,-0.18,232,242.5,13.61,13,投連買
13	,3045.TW,台灣大,94.8,0,2514,94.6,0.21,12,投連買
14	,3105.TW,穩懋,138,0.36,2757,115,20,12,投連買
15	,4904.TW,遠傳,65.7,-0.3,2525,70.6,-6.94,12,投連買
16	,9910.TW,豐泰,207.5,-1.19,2962,157,32.17,12,投連買
17	,6205.TW,詮欣,70.9,-0.7,430,80.2,-11.6,10,投連買
18	,6456.TW,GIS-KY,93.3,0.76,943,79.1,17.95,10,投連買
19	,1308.TW,亞聚,28.2,-0.88,1358,24.6,14.63,9,投連買
20	,3037.TW,欣興,125,2.46,35224,118.5,5.49,9,投連買
21	,4966.TW,譜瑞-KY,825,0.86,553,673,22.59,8,投連買
22	,2379.TW,瑞昱,289,-0.52,1352,254.5,13.56,7,投連買
23	,3587.TW,閎康,165,3.13,1620,128,28.91,7,投連買
24	,5483.TW,中美晶,143.5,-1.37,3418,121.5,18.11,7,投連買
25	,1301.TW,台塑,86.8,-0.46,6046,82.6,5.08,6,投連買
26	,1476.TW,儒鴻,492.5,1.23,1098,424.5,16.02,6,投連買
27	,1760.TW,寶齡富錦,190,8.57,30709,133,42.86,6,投連買
28	,2006.TW,東和鋼鐵,53.2,0.95,1881,50.7,4.93,6,投連買
29	,2301.TW,光寶科,64,-0.47,4678,65.4,-2.14,6,投連買
30	,2376.TW,技嘉,106.5,1.43,5227,91.3,16.65,6,投連買
31	,3034.TW,聯詠,301.5,-0.17,3163,235,28.3,6,投連買
32	,3515.TW,華擎,140.5,2.93,1979,100.5,39.8,6,投連買
33	,5425.TW,台半,75.3,0,4216,69.6,8.19,6,投連買
34	,1314.TW,中石化,9.86,-1,4928,9.3,6.02,5,投連買
35	,1504.TW,東元,27.25,-0.37,1749,28.05,-2.85,5,投連買
36	,1904.TW,正隆,27.15,-1.09,381,25.65,5.85,5,投連買
37	,1907.TW,永豐餘,24.45,-1.21,810,24.4,0.2,5,投連買
38	,2014.TW,中鴻,27.6,1.1,53751,20.45,34.96,5,投連買
39	,2015.TW,豐興,65.9,1.85,274,57.7,14.21,5,投連買
40	,2103.TW,台橡,26.95,-1.1,635,26.35,2.28,5,投連買
41	,2303.TW,聯電,41.95,-2.1,34060,38.1,10.1,5,投連買
42	,2324.TW,仁寶,22.95,0.44,9576,20.55,11.68,5,投連買
43	,2356.TW,英業達,26,0.19,6530,23.5,10.64,5,投連買
44	,2362.TW,藍天,30.6,-0.81,111,31.15,-1.77,5,投連買
45	,2377.TW,微星,119.5,1.7,2513,111,7.66,5,投連買
46	,2409.TW,友達,15.4,0.65,36394,17.15,-10.2,5,投連買
47	,3289.TW,宜特,77.8,1.7,3592,71.7,8.51,5,投連買
48	,6005.TW,群益證,11.1,0,1344,10,11,5,投連買
49	,6505.TW,台塑化,80.1,-1.11,1418,82.1,-2.44,5,投連買
50	,9907.TW,統一實,17.05,-0.29,1397,16.6,2.71,5,投連買
51	,9933.TW,中鼎,41.85,0.6,916,46.6,-10.19,5,投連買
52	,9941.TW,裕融,156.5,0,327,127.5,22.75,5,投連買
