符合條件商品
資料日期：2022年  8月 17日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/17),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:26 符合檔數(55)
1	,1101.TW,台泥,34.05,-1.16,23484,40,-14.88,20,投連買
2	,2356.TW,英業達,26,0.19,6530,24.3,7,20,投連買
3	,2377.TW,微星,119.5,1.7,2513,116.5,2.58,20,投連買
4	,2887.TW,台新金,15.2,0,6593,17.45,-5.3,20,投連買
5	,2892.TW,第一金,26.3,-0.38,6392,26.8,-1.87,20,投連買
6	,3036.TW,文曄,62.7,-0.95,1327,65,-3.54,20,投連買
7	,3702.TW,大聯大,47.8,-0.52,2583,51,-6.27,20,投連買
8	,5522.TW,遠雄,58.5,0.34,1205,63.1,-3.8,20,投連買
9	,5880.TW,合庫金,25.95,-0.76,4866,27.75,-6.49,20,投連買
10	,1303.TW,南亞,70.3,-1.54,4616,70.8,-0.71,18,投連買
11	,2301.TW,光寶科,64,-0.47,4678,67.7,-5.47,18,投連買
12	,2324.TW,仁寶,22.95,0.44,9576,22.6,1.55,18,投連買
13	,2357.TW,華碩,271,-1.63,1392,258,5.04,18,投連買
14	,2408.TW,南亞科,51.4,-0.58,5241,55,-6.55,18,投連買
15	,3045.TW,台灣大,94.8,0,2514,101.5,-6.6,18,投連買
16	,2303.TW,聯電,41.95,-2.1,34060,42.85,-2.1,15,投連買
17	,2409.TW,友達,15.4,0.65,36394,16.15,-11.7,14,投連買
18	,2474.TW,可成,169,-1.74,2651,176.5,1.48,14,投連買
19	,2884.TW,玉山金,24.1,-1.03,10272,28.25,-14.69,13,投連買
20	,2891.TW,中信金,21.9,-1.13,23817,24.9,-12.05,13,投連買
21	,5876.TW,上海商銀,44.25,-0.45,2405,52.7,-16.03,11,投連買
22	,6488.TW,環球晶,435.5,-2.57,2065,503,-13.42,11,投連買
23	,9940.TW,信義,27.2,-0.18,182,31.2,-12.82,11,投連買
24	,1402.TW,遠東新,31.55,-4.39,10632,30.85,2.27,10,投連買
25	,5347.TW,世界,81.5,-1.69,3288,77.2,5.57,10,投連買
26	,1326.TW,台化,69.4,-0.72,1689,70.6,-1.7,9,投連買
27	,2015.TW,豐興,65.9,1.85,274,67.7,-2.66,9,投連買
28	,6770.TW,力積電,33.3,-0.3,10173,36.3,-6.33,9,投連買
29	,8150.TW,南茂,32.9,1.23,1428,36.45,-9.74,9,投連買
30	,9910.TW,豐泰,207.5,-1.19,2962,180,15.28,9,投連買
31	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.6,-2.56,8,投連買
32	,6278.TW,台表科,92.4,-0.86,1062,101.5,-8.97,8,投連買
33	,8046.TW,南電,242,-0.41,10124,278,-12.95,8,投連買
34	,1301.TW,台塑,86.8,-0.46,6046,94.2,-7.86,6,投連買
35	,1215.TW,卜蜂,78.3,0.77,1049,82.9,3.9,5,投連買
36	,1232.TW,大統益,141.5,-0.35,131,156,-9.29,5,投連買
37	,2206.TW,三陽工業,33.7,0.45,1845,36.3,-7.16,5,投連買
38	,2383.TW,台光電,176.5,-0.84,2034,176,6.43,5,投連買
39	,2451.TW,創見,66.8,0.45,561,65.3,2.3,5,投連買
40	,3010.TW,華立,85.6,1.66,269,92.5,-7.46,5,投連買
41	,3035.TW,智原,159,0.63,7973,175.5,-9.4,5,投連買
42	,3529.TW,力旺,1350,1.12,770,1375,-1.82,5,投連買
43	,3661.TW,世芯-KY,803,-1.35,2950,770,5.61,5,投連買
44	,5306.TW,桂盟,140,0.72,338,161.5,-10.75,5,投連買
45	,5434.TW,崇越,167.5,0.9,197,165,1.52,5,投連買
46	,6202.TW,盛群,67.6,0,761,75.1,-9.99,5,投連買
47	,6269.TW,台郡,99.2,-0.8,645,94.9,4.53,5,投連買
48	,6412.TW,群電,74.5,2.48,374,72.1,3.33,5,投連買
49	,6415.TW,矽力*-KY,445,1.37,2330,641,-30.58,5,投連買
50	,6669.TW,緯穎,819,-1.33,686,750,9.2,5,投連買
51	,8299.TW,群聯,305,-0.81,792,310.5,1.5,5,投連買
52	,8478.TW,東哥遊艇,297,1.02,2514,236.5,25.58,5,投連買
53	,9917.TW,中保科,99.6,1.32,404,105,-5.14,5,投連買
54	,9921.TW,巨大,209,-1.18,293,262.5,-17.26,5,投連買
55	,9939.TW,宏全,86.9,2.12,1021,77,12.86,5,投連買
