符合條件商品
資料日期：2022年  9月  1日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:19 符合檔數(93)
1	,1101.TW,台泥,34.05,-1.16,23484,38.9,-12.47,20,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,67.8,3.69,20,投連買
3	,1326.TW,台化,69.4,-0.72,1689,67.5,2.81,20,投連買
4	,1402.TW,遠東新,31.55,-4.39,10632,31.7,-0.47,20,投連買
5	,2377.TW,微星,119.5,1.7,2513,113,5.75,20,投連買
6	,2408.TW,南亞科,51.4,-0.58,5241,52.6,-2.28,20,投連買
7	,2474.TW,可成,169,-1.74,2651,183.5,-2.4,20,投連買
8	,2892.TW,第一金,26.3,-0.38,6392,26.3,0,20,投連買
9	,3702.TW,大聯大,47.8,-0.52,2583,50.7,-5.72,20,投連買
10	,5876.TW,上海商銀,44.25,-0.45,2405,48.65,-9.04,20,投連買
11	,5880.TW,合庫金,25.95,-0.76,4866,27.1,-4.24,20,投連買
12	,2383.TW,台光電,176.5,-0.84,2034,157.5,12.06,16,投連買
13	,3661.TW,世芯-KY,803,-1.35,2950,855,-4.89,16,投連買
14	,6269.TW,台郡,99.2,-0.8,645,92.5,7.24,16,投連買
15	,1605.TW,華新,46.75,-1.68,42087,39.9,17.17,15,投連買
16	,2002.TW,中鋼,30.7,0.16,37216,28.55,7.53,15,投連買
17	,2347.TW,聯強,61,-0.81,2957,55.4,10.11,15,投連買
18	,2353.TW,宏碁,23.15,0.22,5082,21.85,5.95,15,投連買
19	,2883.TW,開發金,12.7,-0.78,8936,13.3,-4.51,15,投連買
20	,2885.TW,元大金,21.8,-0.91,10786,20.05,8.73,15,投連買
21	,2890.TW,永豐金,16.7,-4.84,27291,17.25,-3.19,15,投連買
22	,2207.TW,和泰車,592,-0.67,113,590,0.34,14,投連買
23	,2327.TW,國巨,460,-1.39,1468,317,16.39,14,投連買
24	,2344.TW,華邦電,20.1,-0.99,9528,21.7,-7.37,14,投連買
25	,5483.TW,中美晶,143.5,-1.37,3418,164.5,-12.77,14,投連買
26	,6505.TW,台塑化,80.1,-1.11,1418,83.3,-3.84,14,投連買
27	,1102.TW,亞泥,41.55,0.24,6062,42.35,-1.89,13,投連買
28	,1304.TW,台聚,22.1,1.61,6105,23.4,-5.56,13,投連買
29	,1717.TW,長興,31.5,-1.25,930,33.25,-8.48,13,投連買
30	,2027.TW,大成鋼,43.15,-1.93,15303,38.65,11.64,13,投連買
31	,2352.TW,佳世達,27.5,1.66,4573,29.2,-5.82,13,投連買
32	,2376.TW,技嘉,106.5,1.43,5227,83.9,26.94,13,投連買
33	,2492.TW,華新科,78.7,-1.38,848,90.2,-12.75,13,投連買
34	,2542.TW,興富發,40.35,-3.93,8630,48.1,0.72,13,投連買
35	,2615.TW,萬海,86.2,-1.15,55180,83.7,2.99,13,投連買
36	,2882.TW,國泰金,41.15,1.86,33982,44.55,-7.63,13,投連買
37	,2915.TW,潤泰全,66.7,0.15,4192,62.5,6.72,13,投連買
38	,6121.TW,新普,288.5,-0.35,276,285,6,13,投連買
39	,6147.TW,頎邦,58.6,0.51,604,56.6,3.53,13,投連買
40	,6239.TW,力成,81.3,0.62,1926,84.8,-4.13,13,投連買
41	,2382.TW,廣達,71.2,-0.97,4354,78.1,-8.83,12,投連買
42	,2801.TW,彰銀,17.25,-0.29,2566,17.45,-1.15,11,投連買
43	,2880.TW,華南金,22.5,-1.1,4175,22.85,-1.53,11,投連買
44	,2886.TW,兆豐金,30.55,-0.97,8425,35.15,-13.09,11,投連買
45	,3034.TW,聯詠,301.5,-0.17,3163,258.5,16.63,11,投連買
46	,3481.TW,群創,11.1,0,42046,12.1,-8.64,11,投連買
47	,2324.TW,仁寶,22.95,0.44,9576,22.65,1.32,10,投連買
48	,2356.TW,英業達,26,0.19,6530,22.75,14.29,10,投連買
49	,2357.TW,華碩,271,-1.63,1392,252.5,7.33,10,投連買
50	,2888.TW,新光金,8.75,-0.57,13386,8.61,1.63,10,投連買
51	,3036.TW,文曄,62.7,-0.95,1327,64.5,-2.79,10,投連買
52	,3044.TW,健鼎,96,1.59,1391,99.9,-3.9,10,投連買
53	,4938.TW,和碩,64.2,0.31,3317,63.1,1.74,10,投連買
54	,6770.TW,力積電,33.3,-0.3,10173,33.65,-1.04,10,投連買
55	,1215.TW,卜蜂,78.3,0.77,1049,79.9,-2,9,投連買
56	,1232.TW,大統益,141.5,-0.35,131,160,-11.56,9,投連買
57	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.6,-2.56,9,投連買
58	,2015.TW,豐興,65.9,1.85,274,66.1,-0.3,9,投連買
59	,2441.TW,超豐,48.2,-2.33,4006,58.7,-17.89,9,投連買
60	,2451.TW,創見,66.8,0.45,561,65.5,1.98,9,投連買
61	,2504.TW,國產,25.1,1.01,1440,25.3,-0.79,9,投連買
62	,2881.TW,富邦金,56.7,-0.18,6587,57.1,4.27,9,投連買
63	,3010.TW,華立,85.6,1.66,269,91.3,-6.24,9,投連買
64	,5306.TW,桂盟,140,0.72,338,165,-12.65,9,投連買
