符合條件商品
資料日期：2022年 10月  7日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:13 符合檔數(45)
1	,1605.TW,華新,46.75,-1.68,42087,39.1,19.57,20,投連買
2	,2301.TW,光寶科,64,-0.47,4678,65.5,-2.29,20,投連買
3	,2345.TW,智邦,237.5,-6.5,4085,286,-16.96,20,投連買
4	,2887.TW,台新金,15.2,0,6593,13.75,10.55,20,投連買
5	,2892.TW,第一金,26.3,-0.38,6392,25.5,3.14,20,投連買
6	,3443.TW,創意,726,-0.55,5389,608,19.41,20,投連買
7	,3533.TW,嘉澤,829,0.36,375,811,2.22,20,投連買
8	,1402.TW,遠東新,31.55,-4.39,10632,32.1,-1.71,19,投連買
9	,2347.TW,聯強,61,-0.81,2957,54.4,12.13,19,投連買
10	,2357.TW,華碩,271,-1.63,1392,231,17.32,19,投連買
11	,3034.TW,聯詠,301.5,-0.17,3163,238.5,26.42,19,投連買
12	,2474.TW,可成,169,-1.74,2651,172.5,-2.03,18,投連買
13	,2886.TW,兆豐金,30.55,-0.97,8425,31,-1.45,17,投連買
14	,2353.TW,宏碁,23.15,0.22,5082,21.8,6.19,15,投連買
15	,2885.TW,元大金,21.8,-0.91,10786,19.5,11.79,15,投連買
16	,1216.TW,統一,65.9,0,2803,65.7,0.3,14,投連買
17	,1303.TW,南亞,70.3,-1.54,4616,67,4.93,13,投連買
18	,1326.TW,台化,69.4,-0.72,1689,68.1,1.91,13,投連買
19	,2317.TW,鴻海,101,0,15490,107.5,-6.05,13,投連買
20	,2356.TW,英業達,26,0.19,6530,23,13.04,12,投連買
21	,2408.TW,南亞科,51.4,-0.58,5241,50.2,2.39,12,投連買
22	,2880.TW,華南金,22.5,-1.1,4175,22,2.27,12,投連買
23	,2890.TW,永豐金,16.7,-4.84,27291,16.95,-1.47,12,投連買
24	,2912.TW,統一超,268,-1.47,996,275,-2.55,12,投連買
25	,4966.TW,譜瑞-KY,825,0.86,553,697,18.36,12,投連買
26	,5880.TW,合庫金,25.95,-0.76,4866,25.8,0.58,12,投連買
27	,2324.TW,仁寶,22.95,0.44,9576,21.6,6.25,11,投連買
28	,3017.TW,奇鋐,111,-1.77,2015,110.5,0.45,11,投連買
29	,3231.TW,緯創,29.9,-0.83,12268,26.8,11.57,11,投連買
30	,3702.TW,大聯大,47.8,-0.52,2583,47.2,1.27,11,投連買
31	,2360.TW,致茂,179,0.56,783,186,-3.76,10,投連買
32	,3680.TW,家登,254.5,0.79,478,277.5,-6.91,10,投連買
33	,9939.TW,宏全,86.9,2.12,1021,83.5,4.07,10,投連買
34	,2458.TW,義隆,86.1,-1.71,718,84.2,2.26,8,投連買
35	,2327.TW,國巨,460,-1.39,1468,287,28.56,7,投連買
36	,2891.TW,中信金,21.9,-1.13,23817,20.45,7.09,7,投連買
37	,6415.TW,矽力*-KY,445,1.37,2330,460,-3.26,7,投連買
38	,6643.TW,M31,504,0,3247,384.5,31.08,7,投連買
39	,2454.TW,聯發科,660,-0.15,2431,566,16.61,6,投連買
40	,5871.TW,中租-KY,216.5,0.46,2711,186.5,16.09,6,投連買
41	,2748.TW,雲品,58.2,0.87,303,50.8,14.57,5,投連買
42	,4763.TW,材料-KY,172,-4.44,2683,129.5,35.86,5,投連買
43	,5269.TW,祥碩,717,0.14,564,713,0.56,5,投連買
44	,6533.TW,晶心科,494.5,-1.69,4905,412.5,19.88,5,投連買
45	,8454.TW,富邦媒,626,0,570,550,13.82,5,投連買
