符合條件商品
資料日期：2021年 12月 24日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/24),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:20 符合檔數(21)
1	,4961.TW,天鈺,117,0.86,1402,282.5,-52.38,18,投連買
2	,1102.TW,亞泥,41.55,0.24,6062,44.25,1.66,12,投連買
3	,3008.TW,大立光,2140,0,324,2445,-7.85,10,投連買
4	,1303.TW,南亞,70.3,-1.54,4616,85.9,-9.77,9,投連買
5	,2002.TW,中鋼,30.7,0.16,37216,35.55,-4.15,9,投連買
6	,2353.TW,宏碁,23.15,0.22,5082,29.85,-14.76,9,投連買
7	,2357.TW,華碩,271,-1.63,1392,370,-15.65,9,投連買
8	,2382.TW,廣達,71.2,-0.97,4354,90.5,-14.67,9,投連買
9	,1101.TW,台泥,34.05,-1.16,23484,47.9,-19.88,8,投連買
10	,1440.TW,南紡,17.3,-1.42,812,25.75,-29.67,8,投連買
11	,2006.TW,東和鋼鐵,53.2,0.95,1881,68.5,-15.68,8,投連買
12	,2347.TW,聯強,61,-0.81,2957,66.5,-1.23,8,投連買
13	,2637.TW,慧洋-KY,64.8,-3.28,13996,82.8,-17.39,8,投連買
14	,4966.TW,譜瑞-KY,825,0.86,553,2055,-58.75,8,投連買
15	,6116.TW,彩晶,11.1,0.91,3518,17.15,-29.92,8,投連買
16	,6548.TW,長科*,29.95,0,316,104,-24.92,8,投連買
17	,8016.TW,矽創,173.5,-0.29,574,320.5,-33.31,8,投連買
18	,8299.TW,群聯,305,-0.81,792,487.5,-32.44,8,投連買
19	,8415.TW,大國鋼,38.35,-0.78,181,38.4,5.13,8,投連買
20	,4915.TW,致伸,55.1,-0.9,3460,56.9,2.23,7,投連買
21	,3691.TW,碩禾,101.5,0,155,205,-50.49,6,投連買
