符合條件商品
資料日期：2022年 11月 11日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/11),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:09 符合檔數(18)
1	,2881.TW,富邦金,56.7,-0.18,6587,55.5,2.16,15,投連買
2	,5871.TW,中租-KY,216.5,0.46,2711,173,25.14,12,投連買
3	,2892.TW,第一金,26.3,-0.38,6392,25.9,1.54,11,投連買
4	,2303.TW,聯電,41.95,-2.1,34060,44,-4.66,10,投連買
5	,2327.TW,國巨,460,-1.39,1468,445.5,3.25,10,投連買
6	,2408.TW,南亞科,51.4,-0.58,5241,59.8,-14.05,10,投連買
7	,2454.TW,聯發科,660,-0.15,2431,700,-5.71,10,投連買
8	,4770.TW,上品,300.5,-4.6,1157,310,-3.06,10,投連買
9	,2379.TW,瑞昱,289,-0.52,1352,300.5,-3.83,9,投連買
10	,2890.TW,永豐金,16.7,-4.84,27291,16.8,-0.6,9,投連買
11	,6274.TW,台燿,52.5,1.16,910,52.1,0.77,8,投連買
12	,3008.TW,大立光,2140,0,324,2030,5.42,6,投連買
13	,3037.TW,欣興,125,2.46,35224,158,-20.89,6,投連買
14	,2330.TW,台積電,455,-2.78,26724,441.5,3.65,5,投連買
15	,3035.TW,智原,159,0.63,7973,156.5,1.6,5,投連買
16	,5269.TW,祥碩,717,0.14,564,649,10.48,5,投連買
17	,6488.TW,環球晶,435.5,-2.57,2065,460,-5.33,5,投連買
18	,9910.TW,豐泰,207.5,-1.19,2962,179,15.92,5,投連買
