符合條件商品
資料日期：2022年  7月 25日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/25),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:30 符合檔數(86)
1	,1101.TW,台泥,34.05,-1.16,23484,37.85,-10.04,20,投連買
2	,1402.TW,遠東新,31.55,-4.39,10632,32.1,3.17,20,投連買
3	,2382.TW,廣達,71.2,-0.97,4354,83,-6.95,20,投連買
4	,2474.TW,可成,169,-1.74,2651,168,6.61,20,投連買
5	,3008.TW,大立光,2140,0,324,1920,13.62,20,投連買
6	,3702.TW,大聯大,47.8,-0.52,2583,49.05,-2.55,20,投連買
7	,2352.TW,佳世達,27.5,1.66,4573,31.4,-4.61,16,投連買
8	,2377.TW,微星,119.5,1.7,2513,117,11.31,16,投連買
9	,6781.TW,AES-KY,680,1.34,965,1095,-37.9,14,投連買
10	,2449.TW,京元電子,36.4,-1.75,4505,38.5,-5.45,9,投連買
11	,6239.TW,力成,81.3,0.62,1926,91,-3.39,9,投連買
12	,1304.TW,台聚,22.1,1.61,6105,25.35,-4.33,8,投連買
13	,1717.TW,長興,31.5,-1.25,930,33.8,-5.75,8,投連買
14	,1102.TW,亞泥,41.55,0.24,6062,44.9,0.19,7,投連買
15	,1339.TW,昭輝,40.75,-0.97,57,41,3.93,7,投連買
16	,1710.TW,東聯,18.5,1.09,1345,17.4,6.32,7,投連買
17	,1733.TW,五鼎,25.65,-0.19,140,27.25,-5.87,7,投連買
18	,1734.TW,杏輝,33.3,0.45,4511,28.5,16.84,7,投連買
19	,1789.TW,神隆,25.9,-0.77,2066,27.15,-4.6,7,投連買
20	,2014.TW,中鴻,27.6,1.1,53751,28.7,6.56,7,投連買
21	,2103.TW,台橡,26.95,-1.1,635,25.5,5.69,7,投連買
22	,2542.TW,興富發,40.35,-3.93,8630,45.1,7.43,7,投連買
23	,2707.TW,晶華,256,0.39,348,174.5,46.7,7,投連買
24	,3042.TW,晶技,83,0.73,539,86.4,-3.94,7,投連買
25	,5009.TW,榮剛,37.5,-0.66,11974,30.35,23.56,7,投連買
26	,5483.TW,中美晶,143.5,-1.37,3418,145,-1.03,7,投連買
27	,8299.TW,群聯,305,-0.81,792,298.5,5.58,7,投連買
28	,9940.TW,信義,27.2,-0.18,182,30.9,-11.97,7,投連買
29	,1314.TW,中石化,9.86,-1,4928,10.2,-3.33,6,投連買
30	,1604.TW,聲寶,25.55,-0.2,118,25.9,-1.35,6,投連買
31	,1907.TW,永豐餘,24.45,-1.21,810,24,1.87,6,投連買
32	,2002.TW,中鋼,30.7,0.16,37216,31.3,8.87,6,投連買
33	,2015.TW,豐興,65.9,1.85,274,65.6,0.46,6,投連買
34	,2027.TW,大成鋼,43.15,-1.93,15303,36,19.86,6,投連買
35	,2329.TW,華泰,17.6,-1.68,1321,15.6,12.82,6,投連買
36	,2376.TW,技嘉,106.5,1.43,5227,94,30.23,6,投連買
37	,2441.TW,超豐,48.2,-2.33,4006,62.3,-16.22,6,投連買
38	,2451.TW,創見,66.8,0.45,561,61.4,8.79,6,投連買
39	,2492.TW,華新科,78.7,-1.38,848,102,-18.95,6,投連買
40	,2504.TW,國產,25.1,1.01,1440,24.25,3.51,6,投連買
41	,2610.TW,華航,19,-1.55,26392,22.8,-16.67,6,投連買
42	,2615.TW,萬海,86.2,-1.15,55180,104,-17.12,6,投連買
43	,2801.TW,彰銀,17.25,-0.29,2566,17.55,2.07,6,投連買
44	,2880.TW,華南金,22.5,-1.1,4175,22.35,7.55,6,投連買
45	,2890.TW,永豐金,16.7,-4.84,27291,16.4,7.74,6,投連買
46	,2892.TW,第一金,26.3,-0.38,6392,26,7.17,6,投連買
47	,2915.TW,潤泰全,66.7,0.15,4192,67.9,6.48,6,投連買
48	,3036.TW,文曄,62.7,-0.95,1327,68.3,-8.2,6,投連買
49	,3293.TW,鈊象,425.5,-0.23,3602,789,15.22,6,投連買
50	,4915.TW,致伸,55.1,-0.9,3460,67.3,-18.13,6,投連買
51	,5522.TW,遠雄,58.5,0.34,1205,60.4,0.5,6,投連買
52	,5880.TW,合庫金,25.95,-0.76,4866,26.5,4.51,6,投連買
53	,6770.TW,力積電,33.3,-0.3,10173,40.25,-15.5,6,投連買
54	,1104.TW,環泥,22.25,-0.22,144,22.35,4.22,5,投連買
55	,1217.TW,愛之味,10.9,0.46,1908,10.9,0,5,投連買
56	,1227.TW,佳格,39.4,-0.51,249,42.4,-7.08,5,投連買
57	,1229.TW,聯華,49.25,0.2,537,57.4,-9.91,5,投連買
58	,1310.TW,台苯,13.55,1.12,233,13.8,-0.81,5,投連買
59	,1312.TW,國喬,18.95,1.07,4063,19.65,-3.56,5,投連買
60	,1434.TW,福懋,26.3,-0.19,479,26.5,3.14,5,投連買
61	,1444.TW,力麗,10.3,0,557,10.6,0.1,5,投連買
62	,1504.TW,東元,27.25,-0.37,1749,28.85,-5.55,5,投連買
63	,1527.TW,鑽全,41.3,0.12,137,42.4,3.04,5,投連買
64	,1701.TW,中化,33.5,8.41,15339,21.3,57.28,5,投連買
65	,1720.TW,生達,59.1,0.17,11057,46.45,34.41,5,投連買
66	,1722.TW,台肥,53.1,-0.56,1033,63.3,-12.39,5,投連買
67	,2023.TW,燁輝,16.8,-0.59,4854,16.65,9.38,5,投連買
68	,2104.TW,國際中橡,19.6,0.77,1331,20,-2,5,投連買
69	,2105.TW,正新,33.75,-0.74,1203,35.15,-3.98,5,投連買
70	,2312.TW,金寶,13.65,-1.09,2439,12.95,7.06,5,投連買
71	,2356.TW,英業達,26,0.19,6530,23.3,11.59,5,投連買
72	,2369.TW,菱生,13.2,-1.49,383,16.9,-15.33,5,投連買
73	,2392.TW,正崴,36.85,-0.94,578,32.25,14.26,5,投連買
74	,2395.TW,研華,333,-1.48,273,341,-2.35,5,投連買
75	,2520.TW,冠德,28.65,0.7,326,30.05,3.99,5,投連買
76	,2535.TW,達欣工,29.7,0.17,102,29.8,-0.34,5,投連買
77	,2538.TW,基泰,11.95,0,174,12.95,-7.72,5,投連買
78	,2607.TW,榮運,29.1,1.39,5367,29.1,0,5,投連買
79	,2820.TW,華票,14.55,0,290,15.7,-7.32,5,投連買
80	,2889.TW,國票金,11.35,0,2314,13.65,-12.69,5,投連買
81	,3711.TW,日月光投控,93.8,-3.6,11870,84.6,10.87,5,投連買
82	,6005.TW,群益證,11.1,0,1344,11.4,-2.63,5,投連買
83	,6139.TW,亞翔,36.75,-1.74,623,30.4,26.81,5,投連買
84	,6412.TW,群電,74.5,2.48,374,71.9,3.62,5,投連買
85	,8926.TW,台汽電,32.2,-0.46,354,36.7,-12.26,5,投連買
86	,9910.TW,豐泰,207.5,-1.19,2962,176,17.9,5,投連買
