符合條件商品
資料日期：2022年 10月 13日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/13),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:13 符合檔數(86)
1	,1402.TW,遠東新,31.55,-4.39,10632,31.4,0.48,20,投連買
2	,1605.TW,華新,46.75,-1.68,42087,34.65,34.92,20,投連買
3	,2301.TW,光寶科,64,-0.47,4678,63.8,0.31,20,投連買
4	,2347.TW,聯強,61,-0.81,2957,53.1,14.88,20,投連買
5	,2357.TW,華碩,271,-1.63,1392,231,17.32,20,投連買
6	,2474.TW,可成,169,-1.74,2651,168.5,0.3,20,投連買
7	,2886.TW,兆豐金,30.55,-0.97,8425,29.75,2.69,20,投連買
8	,2887.TW,台新金,15.2,0,6593,12.9,17.83,20,投連買
9	,2892.TW,第一金,26.3,-0.38,6392,24.55,7.13,20,投連買
10	,3034.TW,聯詠,301.5,-0.17,3163,233,29.4,20,投連買
11	,3533.TW,嘉澤,829,0.36,375,721,14.98,20,投連買
12	,2353.TW,宏碁,23.15,0.22,5082,21.2,9.2,18,投連買
13	,2885.TW,元大金,21.8,-0.91,10786,19.05,14.44,18,投連買
14	,1216.TW,統一,65.9,0,2803,66.4,-0.75,17,投連買
15	,1303.TW,南亞,70.3,-1.54,4616,63.8,10.19,16,投連買
16	,1326.TW,台化,69.4,-0.72,1689,65.4,6.12,16,投連買
17	,2317.TW,鴻海,101,0,15490,103.5,-2.42,16,投連買
18	,2356.TW,英業達,26,0.19,6530,23.25,11.83,15,投連買
19	,2408.TW,南亞科,51.4,-0.58,5241,51.4,0,15,投連買
20	,2880.TW,華南金,22.5,-1.1,4175,20.8,8.17,15,投連買
21	,2890.TW,永豐金,16.7,-4.84,27291,16.75,-0.3,15,投連買
22	,2912.TW,統一超,268,-1.47,996,280.5,-4.46,15,投連買
23	,5880.TW,合庫金,25.95,-0.76,4866,24.55,5.7,15,投連買
24	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,14,投連買
25	,3231.TW,緯創,29.9,-0.83,12268,26.5,12.83,14,投連買
26	,3702.TW,大聯大,47.8,-0.52,2583,46.8,2.14,14,投連買
27	,2360.TW,致茂,179,0.56,783,177,1.13,13,投連買
28	,2458.TW,義隆,86.1,-1.71,718,76.4,12.7,11,投連買
29	,3481.TW,群創,11.1,0,42046,11.6,-4.31,11,投連買
30	,2327.TW,國巨,460,-1.39,1468,264,39.76,10,投連買
31	,2891.TW,中信金,21.9,-1.13,23817,19.65,11.45,10,投連買
32	,2454.TW,聯發科,660,-0.15,2431,544,21.32,9,投連買
33	,5871.TW,中租-KY,216.5,0.46,2711,165.5,30.82,9,投連買
34	,2330.TW,台積電,455,-2.78,26724,395,15.85,7,投連買
35	,5009.TW,榮剛,37.5,-0.66,11974,29.35,27.77,7,投連買
36	,1519.TW,華城,48.9,2.09,3632,41.7,17.27,6,投連買
37	,1760.TW,寶齡富錦,190,8.57,30709,138.5,37.18,6,投連買
38	,2409.TW,友達,15.4,0.65,36394,16.8,-8.33,6,投連買
39	,2882.TW,國泰金,41.15,1.86,33982,37.45,9.88,6,投連買
40	,2883.TW,開發金,12.7,-0.78,8936,11.7,8.55,6,投連買
41	,3006.TW,晶豪科,66.2,0,3117,60.5,9.42,6,投連買
42	,4743.TW,合一,259.5,-1.14,14786,234.5,10.66,6,投連買
43	,5876.TW,上海商銀,44.25,-0.45,2405,48.05,-7.91,6,投連買
44	,6121.TW,新普,288.5,-0.35,276,245.5,23.05,6,投連買
45	,1102.TW,亞泥,41.55,0.24,6062,38.7,7.36,5,投連買
46	,1304.TW,台聚,22.1,1.61,6105,19.15,15.4,5,投連買
47	,1314.TW,中石化,9.86,-1,4928,9.03,9.19,5,投連買
48	,1477.TW,聚陽,238.5,0,510,196,21.68,5,投連買
49	,1710.TW,東聯,18.5,1.09,1345,17.1,8.19,5,投連買
50	,1904.TW,正隆,27.15,-1.09,381,25.25,7.52,5,投連買
51	,1907.TW,永豐餘,24.45,-1.21,810,22.75,7.47,5,投連買
52	,2015.TW,豐興,65.9,1.85,274,58,13.62,5,投連買
53	,2303.TW,聯電,41.95,-2.1,34060,36.4,15.25,5,投連買
54	,2308.TW,台達電,281,-1.92,5149,268,4.85,5,投連買
55	,2337.TW,旺宏,35,0.57,15889,30.55,14.57,5,投連買
56	,2344.TW,華邦電,20.1,-0.99,9528,18.55,8.36,5,投連買
57	,2352.TW,佳世達,27.5,1.66,4573,25.5,7.84,5,投連買
58	,2362.TW,藍天,30.6,-0.81,111,30.7,-0.33,5,投連買
59	,2385.TW,群光,87.2,0.11,1118,79.3,9.96,5,投連買
60	,2392.TW,正崴,36.85,-0.94,578,34.8,5.89,5,投連買
61	,2395.TW,研華,333,-1.48,273,290.5,14.63,5,投連買
62	,2441.TW,超豐,48.2,-2.33,4006,44.75,7.71,5,投連買
63	,2455.TW,全新,67,0,1464,55,21.82,5,投連買
64	,2542.TW,興富發,40.35,-3.93,8630,38.75,4.13,5,投連買
65	,2615.TW,萬海,86.2,-1.15,55180,65.4,31.8,5,投連買
66	,2801.TW,彰銀,17.25,-0.29,2566,16.55,4.23,5,投連買
67	,2888.TW,新光金,8.75,-0.57,13386,7.96,9.92,5,投連買
68	,3008.TW,大立光,2140,0,324,1745,22.64,5,投連買
69	,3044.TW,健鼎,96,1.59,1391,90.3,6.31,5,投連買
70	,3264.TW,欣銓,49.85,-0.89,1243,38.5,29.48,5,投連買
71	,3374.TW,精材,99.5,-1.49,1508,85.1,16.92,5,投連買
72	,3706.TW,神達,29.7,-0.17,1384,26.25,13.14,5,投連買
73	,3711.TW,日月光投控,93.8,-3.6,11870,72.4,29.56,5,投連買
74	,4572.TW,駐龍,122.5,3.81,1037,114,7.46,5,投連買
75	,4915.TW,致伸,55.1,-0.9,3460,59.9,-8.01,5,投連買
76	,4931.TW,新盛力,47.2,1.4,4475,40,18,5,投連買
77	,5347.TW,世界,81.5,-1.69,3288,60.3,35.16,5,投連買
78	,6005.TW,群益證,11.1,0,1344,10.05,10.45,5,投連買
79	,6147.TW,頎邦,58.6,0.51,604,49.45,18.5,5,投連買
