符合條件商品
資料日期：2022年 10月 21日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/21),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:12 符合檔數(39)
1	,1303.TW,南亞,70.3,-1.54,4616,67.6,3.99,20,投連買
2	,1326.TW,台化,69.4,-0.72,1689,68,2.06,20,投連買
3	,1402.TW,遠東新,31.55,-4.39,10632,31.2,1.12,20,投連買
4	,2317.TW,鴻海,101,0,15490,103.5,-2.42,20,投連買
5	,2353.TW,宏碁,23.15,0.22,5082,21.8,6.19,20,投連買
6	,2408.TW,南亞科,51.4,-0.58,5241,55.7,-7.72,20,投連買
7	,2474.TW,可成,169,-1.74,2651,169,0,20,投連買
8	,2885.TW,元大金,21.8,-0.91,10786,19.45,12.08,20,投連買
9	,5009.TW,榮剛,37.5,-0.66,11974,30.1,24.58,13,投連買
10	,1304.TW,台聚,22.1,1.61,6105,21.1,4.74,11,投連買
11	,1477.TW,聚陽,238.5,0,510,193,23.58,11,投連買
12	,2352.TW,佳世達,27.5,1.66,4573,25.65,7.21,11,投連買
13	,2395.TW,研華,333,-1.48,273,298,11.74,11,投連買
14	,2615.TW,萬海,86.2,-1.15,55180,66.5,29.62,11,投連買
15	,3711.TW,日月光投控,93.8,-3.6,11870,76.3,22.94,11,投連買
16	,5347.TW,世界,81.5,-1.69,3288,63.5,28.35,11,投連買
17	,6147.TW,頎邦,58.6,0.51,604,53.3,9.94,11,投連買
18	,8150.TW,南茂,32.9,1.23,1428,31.85,3.3,11,投連買
19	,3023.TW,信邦,275.5,-0.18,232,280,-1.61,10,投連買
20	,3045.TW,台灣大,94.8,0,2514,92.9,2.05,9,投連買
21	,3105.TW,穩懋,138,0.36,2757,121.5,13.58,9,投連買
22	,3293.TW,鈊象,425.5,-0.23,3602,350.5,21.4,9,投連買
23	,4904.TW,遠傳,65.7,-0.3,2525,69,-4.78,9,投連買
24	,8299.TW,群聯,305,-0.81,792,290,8.67,9,投連買
25	,9910.TW,豐泰,207.5,-1.19,2962,160,29.69,9,投連買
26	,5288.TW,豐祥-KY,156,-1.58,158,165.5,-5.74,8,投連買
27	,9939.TW,宏全,86.9,2.12,1021,79.2,9.72,8,投連買
28	,6205.TW,詮欣,70.9,-0.7,430,86.6,-18.13,7,投連買
29	,6456.TW,GIS-KY,93.3,0.76,943,81.6,14.34,7,投連買
30	,1308.TW,亞聚,28.2,-0.88,1358,24.95,13.03,6,投連買
31	,3037.TW,欣興,125,2.46,35224,116.5,7.3,6,投連買
32	,1342.TW,八貫,132.5,0,544,86.2,53.71,5,投連買
33	,2231.TW,為升,142,-2.07,335,141.5,0.35,5,投連買
34	,2313.TW,華通,45.95,-1.08,9582,43.25,6.24,5,投連買
35	,2458.TW,義隆,86.1,-1.71,718,80.9,6.43,5,投連買
36	,3025.TW,星通,20.6,2.49,684,20.65,-0.24,5,投連買
37	,3592.TW,瑞鼎,307.5,0,497,233.5,31.69,5,投連買
38	,4966.TW,譜瑞-KY,825,0.86,553,681,21.15,5,投連買
39	,6415.TW,矽力*-KY,445,1.37,2330,390.5,13.96,5,投連買
