符合條件商品
資料日期：2022年  7月  6日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/06),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:32 符合檔數(59)
1	,2317.TW,鴻海,101,0,15490,100.5,0.5,20,投連買
2	,2324.TW,仁寶,22.95,0.44,9576,21.4,7.24,20,投連買
3	,5876.TW,上海商銀,44.25,-0.45,2405,51.1,-10.24,20,投連買
4	,9933.TW,中鼎,41.85,0.6,916,40.1,4.36,20,投連買
5	,1402.TW,遠東新,31.55,-4.39,10632,31.55,4.96,18,投連買
6	,2308.TW,台達電,281,-1.92,5149,210.5,33.49,18,投連買
7	,2357.TW,華碩,271,-1.63,1392,298,4.73,18,投連買
8	,2474.TW,可成,169,-1.74,2651,157.5,13.72,18,投連買
9	,2891.TW,中信金,21.9,-1.13,23817,23.5,-1.57,18,投連買
10	,2412.TW,中華電,112.5,-0.44,6521,128,-12.11,15,投連買
11	,4904.TW,遠傳,65.7,-0.3,2525,86.7,-21.14,15,投連買
12	,1319.TW,東陽,41.05,0.37,2564,46.25,-11.24,13,投連買
13	,2395.TW,研華,333,-1.48,273,328.5,3.89,13,投連買
14	,2887.TW,台新金,15.2,0,6593,15.75,4.97,13,投連買
15	,3008.TW,大立光,2140,0,324,1710,27.57,13,投連買
16	,5871.TW,中租-KY,216.5,0.46,2711,190.5,13.65,13,投連買
17	,3023.TW,信邦,275.5,-0.18,232,236.5,19.4,12,投連買
18	,1216.TW,統一,65.9,0,2803,69.6,-1.44,11,投連買
19	,2892.TW,第一金,26.3,-0.38,6392,25.6,8.81,11,投連買
20	,1504.TW,東元,27.25,-0.37,1749,28.5,-4.39,10,投連買
21	,2855.TW,統一證,15.85,0,341,18,-1.31,10,投連買
22	,2912.TW,統一超,268,-1.47,996,275.5,0.46,10,投連買
23	,4958.TW,臻鼎-KY,108,-1.37,2633,92.3,17.01,10,投連買
24	,6005.TW,群益證,11.1,0,1344,13.6,-6.17,10,投連買
25	,1101.TW,台泥,34.05,-1.16,23484,40,-4.06,9,投連買
26	,2301.TW,光寶科,64,-0.47,4678,55.4,18.12,9,投連買
27	,2347.TW,聯強,61,-0.81,2957,51.6,18.22,9,投連買
28	,2356.TW,英業達,26,0.19,6530,24.1,14.59,9,投連買
29	,2886.TW,兆豐金,30.55,-0.97,8425,35.2,-7.56,9,投連買
30	,3702.TW,大聯大,47.8,-0.52,2583,51.8,-1.18,9,投連買
31	,5347.TW,世界,81.5,-1.69,3288,65.3,24.81,9,投連買
32	,5904.TW,寶雅,447.5,-0.33,243,397.5,17.14,9,投連買
33	,6505.TW,台塑化,80.1,-1.11,1418,90.3,-11.3,9,投連買
34	,1304.TW,台聚,22.1,1.61,6105,23.6,2.74,8,投連買
35	,2104.TW,國際中橡,19.6,0.77,1331,19.25,1.82,8,投連買
36	,2382.TW,廣達,71.2,-0.97,4354,75,2.96,8,投連買
37	,3293.TW,鈊象,425.5,-0.23,3602,688,32.14,8,投連買
38	,2634.TW,漢翔,34.55,3.13,14471,33.85,3.1,7,投連買
39	,2890.TW,永豐金,16.7,-4.84,27291,16.45,7.4,7,投連買
40	,3045.TW,台灣大,94.8,0,2514,109,-9.42,7,投連買
41	,3218.TW,大學光,290,0.17,438,292,4.28,7,投連買
42	,1513.TW,中興電,66,0.15,12515,54.1,28.55,6,投連買
43	,2881.TW,富邦金,56.7,-0.18,6587,58.2,8.72,6,投連買
44	,9914.TW,美利達,171,-2.29,298,248.5,-28.74,6,投連買
45	,1604.TW,聲寶,25.55,-0.2,118,25.35,0.79,5,投連買
46	,2313.TW,華通,45.95,-1.08,9582,41.95,9.54,5,投連買
47	,2812.TW,台中銀,12.8,-0.39,3299,13.55,1.03,5,投連買
48	,2834.TW,臺企銀,12.9,-0.39,8238,11.3,19.33,5,投連買
49	,2838.TW,聯邦銀,16.1,-0.92,465,13.65,17.95,5,投連買
50	,2885.TW,元大金,21.8,-0.91,10786,19.4,15.71,5,投連買
51	,2888.TW,新光金,8.75,-0.57,13386,8.43,3.8,5,投連買
52	,2889.TW,國票金,11.35,0,2314,13.3,-10.42,5,投連買
53	,3708.TW,上緯投控,94.6,-1.77,1112,118,-18.84,5,投連買
54	,4551.TW,智伸科,146,-0.68,691,154,-2.21,5,投連買
55	,4979.TW,華星光,41.6,-3.48,11451,23.5,77.02,5,投連買
56	,8454.TW,富邦媒,626,0,570,751,-16.64,5,投連買
57	,8926.TW,台汽電,32.2,-0.46,354,37.6,-10.18,5,投連買
58	,9802.TW,鈺齊-KY,162,0.31,3063,179,-8.16,5,投連買
59	,9907.TW,統一實,17.05,-0.29,1397,14.1,20.92,5,投連買
