符合條件商品
資料日期：2022年  4月 25日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/25),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:43 符合檔數(60)
1	,4958.TW,臻鼎-KY,108,-1.37,2633,104.5,8.23,20,投連買
2	,1326.TW,台化,69.4,-0.72,1689,80.2,-8.06,15,投連買
3	,2801.TW,彰銀,17.25,-0.29,2566,18.5,-3.14,15,投連買
4	,2890.TW,永豐金,16.7,-4.84,27291,18.25,-3.19,15,投連買
5	,4904.TW,遠傳,65.7,-0.3,2525,78.3,-12.67,15,投連買
6	,6147.TW,頎邦,58.6,0.51,604,67.5,-3.52,15,投連買
7	,2412.TW,中華電,112.5,-0.44,6521,131.5,-11.32,14,投連買
8	,2301.TW,光寶科,64,-0.47,4678,68,-3.77,13,投連買
9	,2618.TW,長榮航,28.1,-2.09,27994,36.25,-20.96,13,投連買
10	,1402.TW,遠東新,31.55,-4.39,10632,30,10.39,12,投連買
11	,2354.TW,鴻準,51.4,-1.15,1092,59.5,-10.37,12,投連買
12	,2603.TW,長榮,167.5,-2.33,36972,139.5,-37.8,12,投連買
13	,2881.TW,富邦金,56.7,-0.18,6587,74.8,-15.41,12,投連買
14	,2885.TW,元大金,21.8,-0.91,10786,26.25,-8.56,12,投連買
15	,2887.TW,台新金,15.2,0,6593,19.15,-13.69,12,投連買
16	,2377.TW,微星,119.5,1.7,2513,119,9.43,11,投連買
17	,2395.TW,研華,333,-1.48,273,374,-8.74,11,投連買
18	,2313.TW,華通,45.95,-1.08,9582,44.55,3.14,10,投連買
19	,8069.TW,元太,167,-1.47,11565,169.5,0.23,10,投連買
20	,2327.TW,國巨,460,-1.39,1468,393.5,-2.75,9,投連買
21	,2454.TW,聯發科,660,-0.15,2431,837,-13.31,9,投連買
22	,2455.TW,全新,67,0,1464,93.6,-24.73,9,投連買
23	,2606.TW,裕民,50.1,-3.47,10468,66.3,-18.97,9,投連買
24	,2610.TW,華航,19,-1.55,26392,29.3,-32.77,9,投連買
25	,6669.TW,緯穎,819,-1.33,686,967,-12.59,9,投連買
26	,3374.TW,精材,99.5,-1.49,1508,137,-25.84,8,投連買
27	,1216.TW,統一,65.9,0,2803,67.6,1.48,7,投連買
28	,1301.TW,台塑,86.8,-0.46,6046,106,-11.35,7,投連買
29	,1513.TW,中興電,66,0.15,12515,54.1,28.55,7,投連買
30	,2408.TW,南亞科,51.4,-0.58,5241,64.3,-14.52,7,投連買
31	,2449.TW,京元電子,36.4,-1.75,4505,40.15,-2.1,7,投連買
32	,2812.TW,台中銀,12.8,-0.39,3299,14.95,-8.44,7,投連買
33	,2838.TW,聯邦銀,16.1,-0.92,465,16.65,6.27,7,投連買
34	,2855.TW,統一證,15.85,0,341,21.05,-15.6,7,投連買
35	,2891.TW,中信金,21.9,-1.13,23817,29.1,-20.51,7,投連買
36	,2892.TW,第一金,26.3,-0.38,6392,27.6,0.96,7,投連買
37	,2912.TW,統一超,268,-1.47,996,272,1.75,7,投連買
38	,3045.TW,台灣大,94.8,0,2514,107.5,-8.16,7,投連買
39	,9910.TW,豐泰,207.5,-1.19,2962,190,11.82,7,投連買
40	,1605.TW,華新,46.75,-1.68,42087,43.8,11.12,6,投連買
41	,2404.TW,漢唐,182,-2.41,755,179.5,9.9,6,投連買
42	,2809.TW,京城銀,33.9,-3.42,3989,40.25,-10.91,6,投連買
43	,2834.TW,臺企銀,12.9,-0.39,8238,12.8,5.39,6,投連買
44	,2882.TW,國泰金,41.15,1.86,33982,63.8,-30.62,6,投連買
45	,3596.TW,智易,98.3,-0.2,490,126.5,-17.14,6,投連買
46	,5425.TW,台半,75.3,0,4216,79,-1.63,6,投連買
47	,5522.TW,遠雄,58.5,0.34,1205,65.1,0.05,6,投連買
48	,6257.TW,矽格,48.85,0.31,824,56,-5.02,6,投連買
49	,8114.TW,振樺電,110,0.92,219,120,-5.12,6,投連買
50	,9904.TW,寶成,34.05,0.44,6898,31.3,14.8,6,投連買
51	,1101.TW,台泥,34.05,-1.16,23484,46.1,-16.77,5,投連買
52	,1612.TW,宏泰,16.5,-1.2,304,28.95,-34.18,5,投連買
53	,2351.TW,順德,99.5,1.22,927,135.5,-24.66,5,投連買
54	,3592.TW,瑞鼎,307.5,0,497,505,-29.79,5,投連買
55	,3645.TW,達邁,32.55,-1.21,101,56.5,-40.65,5,投連買
56	,3708.TW,上緯投控,94.6,-1.77,1112,132,-27.45,5,投連買
57	,4952.TW,凌通,47.85,0.1,191,70.9,-27.09,5,投連買
58	,6469.TW,大樹,283.5,-1.56,247,300,19.8,5,投連買
59	,6477.TW,安集,45.15,0.22,708,58.1,-21.38,5,投連買
60	,6505.TW,台塑化,80.1,-1.11,1418,90.1,-7.38,5,投連買
