符合條件商品
資料日期：2022年 11月 24日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/24),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:07 符合檔數(17)
1	,2327.TW,國巨,460,-1.39,1468,452,1.77,19,投連買
2	,3008.TW,大立光,2140,0,324,2325,-7.96,15,投連買
3	,1513.TW,中興電,66,0.15,12515,55.8,18.28,8,投連買
4	,2201.TW,裕隆,59.1,-1.01,17319,57.7,2.43,8,投連買
5	,4919.TW,新唐,117,-2.09,4502,123.5,-5.26,8,投連買
6	,1301.TW,台塑,86.8,-0.46,6046,89.7,-3.23,6,投連買
7	,1303.TW,南亞,70.3,-1.54,4616,77.1,-8.82,6,投連買
8	,2347.TW,聯強,61,-0.81,2957,58.8,3.74,6,投連買
9	,2353.TW,宏碁,23.15,0.22,5082,24.85,-6.84,6,投連買
10	,2357.TW,華碩,271,-1.63,1392,267.5,1.31,6,投連買
11	,2603.TW,長榮,167.5,-2.33,36972,161,4.04,6,投連買
12	,3217.TW,優群,80.7,0.37,119,90,-10.33,6,投連買
13	,3533.TW,嘉澤,829,0.36,375,895,-7.37,6,投連買
14	,6446.TW,藥華藥,488.5,-1.81,841,531,-8,6,投連買
15	,2881.TW,富邦金,56.7,-0.18,6587,57.7,-1.73,5,投連買
16	,6121.TW,新普,288.5,-0.35,276,306,-1.27,5,投連買
17	,6416.TW,瑞祺電通,90,0.22,41,100,-10,5,投連買
