符合條件商品
資料日期：2022年  3月  3日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/03),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:52 符合檔數(44)
1	,1303.TW,南亞,70.3,-1.54,4616,91.2,-15,20,投連買
2	,2337.TW,旺宏,35,0.57,15889,45,-17.14,20,投連買
3	,2344.TW,華邦電,20.1,-0.99,9528,34.5,-39.49,20,投連買
4	,2382.TW,廣達,71.2,-0.97,4354,93.6,-17.5,20,投連買
5	,2408.TW,南亞科,51.4,-0.58,5241,82.6,-33.45,20,投連買
6	,2885.TW,元大金,21.8,-0.91,10786,25.5,-5.87,20,投連買
7	,2912.TW,統一超,268,-1.47,996,264,4.83,20,投連買
8	,3661.TW,世芯-KY,803,-1.35,2950,1190,-31.67,20,投連買
9	,5269.TW,祥碩,717,0.14,564,1900,-61.21,20,投連買
10	,2603.TW,長榮,167.5,-2.33,36972,160.5,-45.94,18,投連買
11	,8299.TW,群聯,305,-0.81,792,528,-37.62,16,投連買
12	,2880.TW,華南金,22.5,-1.1,4175,22.75,5.63,13,投連買
13	,2884.TW,玉山金,24.1,-1.03,10272,29.95,-12.11,13,投連買
14	,2308.TW,台達電,281,-1.92,5149,256,12.39,11,投連買
15	,2409.TW,友達,15.4,0.65,36394,21.1,-27.6,10,投連買
16	,3189.TW,景碩,107,0,9581,217,-49.16,10,投連買
17	,2801.TW,彰銀,17.25,-0.29,2566,18,-0.46,9,投連買
18	,3529.TW,力旺,1350,1.12,770,1930,-29.2,9,投連買
19	,2002.TW,中鋼,30.7,0.16,37216,38.6,-11.73,8,投連買
20	,2368.TW,金像電,88.4,-1.12,3685,81.2,1.96,8,投連買
21	,5871.TW,中租-KY,216.5,0.46,2711,258.5,-9.64,8,投連買
22	,5876.TW,上海商銀,44.25,-0.45,2405,47.5,-3.45,8,投連買
23	,6104.TW,創惟,88.8,0.23,2437,293.5,-69.27,8,投連買
24	,2330.TW,台積電,455,-2.78,26724,602,-22.75,7,投連買
25	,2449.TW,京元電子,36.4,-1.75,4505,44.1,-10.87,7,投連買
26	,2609.TW,陽明,67.3,-1.03,57425,125,-32.41,7,投連買
27	,3044.TW,健鼎,96,1.59,1391,130,-20.99,7,投連買
28	,3711.TW,日月光投控,93.8,-3.6,11870,103.5,-1.82,7,投連買
29	,4938.TW,和碩,64.2,0.31,3317,70.2,-1.14,7,投連買
30	,6147.TW,頎邦,58.6,0.51,604,72.6,-10.3,7,投連買
31	,6239.TW,力成,81.3,0.62,1926,97.3,-9.65,7,投連買
32	,6415.TW,矽力*-KY,445,1.37,2330,3900,-54.11,7,投連買
33	,6505.TW,台塑化,80.1,-1.11,1418,101.5,-17.78,7,投連買
34	,6531.TW,愛普*,170,0,2500,374.5,-53.42,7,投連買
35	,2615.TW,萬海,86.2,-1.15,55180,192,-43.87,6,投連買
36	,3105.TW,穩懋,138,0.36,2757,310.5,-53.24,6,投連買
37	,1301.TW,台塑,86.8,-0.46,6046,109,-13.79,5,投連買
38	,1795.TW,美時,232,0.22,11755,115.5,103.81,5,投連買
39	,2303.TW,聯電,41.95,-2.1,34060,54.2,-17.58,5,投連買
40	,3006.TW,晶豪科,66.2,0,3117,171.5,-57.58,5,投連買
41	,3034.TW,聯詠,301.5,-0.17,3163,480,-24.2,5,投連買
42	,6271.TW,同欣電,201,-4.29,2372,289.5,-34.03,5,投連買
43	,6719.TW,力智,256,-0.97,769,760,-65.45,5,投連買
44	,8046.TW,南電,242,-0.41,10124,535,-53.15,5,投連買
