符合條件商品
資料日期：2022年  5月  9日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/09),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:41 符合檔數(38)
1	,1326.TW,台化,69.4,-0.72,1689,78.6,-6.18,20,投連買
2	,1402.TW,遠東新,31.55,-4.39,10632,29.8,11.13,20,投連買
3	,2301.TW,光寶科,64,-0.47,4678,63.8,2.56,20,投連買
4	,2354.TW,鴻準,51.4,-1.15,1092,60.5,-11.85,20,投連買
5	,2377.TW,微星,119.5,1.7,2513,128.5,1.34,20,投連買
6	,2618.TW,長榮航,28.1,-2.09,27994,35,-18.15,20,投連買
7	,2801.TW,彰銀,17.25,-0.29,2566,17.7,1.23,20,投連買
8	,2881.TW,富邦金,56.7,-0.18,6587,67.8,-6.67,20,投連買
9	,2885.TW,元大金,21.8,-0.91,10786,25,-4.01,20,投連買
10	,2887.TW,台新金,15.2,0,6593,17.85,-7.43,20,投連買
11	,2890.TW,永豐金,16.7,-4.84,27291,17.2,2.71,20,投連買
12	,2327.TW,國巨,460,-1.39,1468,398.5,-3.97,18,投連買
13	,1216.TW,統一,65.9,0,2803,66.5,3.16,16,投連買
14	,1301.TW,台塑,86.8,-0.46,6046,103.5,-9.21,16,投連買
15	,2408.TW,南亞科,51.4,-0.58,5241,65.1,-15.57,16,投連買
16	,3045.TW,台灣大,94.8,0,2514,105.5,-6.42,16,投連買
17	,3044.TW,健鼎,96,1.59,1391,122,-15.8,13,投連買
18	,4938.TW,和碩,64.2,0.31,3317,69.4,0,13,投連買
19	,2345.TW,智邦,237.5,-6.5,4085,218.5,11.34,12,投連買
20	,2356.TW,英業達,26,0.19,6530,25.85,6.82,12,投連買
21	,2357.TW,華碩,271,-1.63,1392,356.5,-12.46,12,投連買
22	,2379.TW,瑞昱,289,-0.52,1352,408,-22.89,12,投連買
23	,3702.TW,大聯大,47.8,-0.52,2583,53,-3.41,12,投連買
24	,2317.TW,鴻海,101,0,15490,104,2.12,11,投連買
25	,1303.TW,南亞,70.3,-1.54,4616,84.7,-8.49,10,投連買
26	,2353.TW,宏碁,23.15,0.22,5082,27.45,-7.33,10,投連買
27	,3711.TW,日月光投控,93.8,-3.6,11870,94.1,7.98,10,投連買
28	,2347.TW,聯強,61,-0.81,2957,75.1,-12.53,8,投連買
29	,2382.TW,廣達,71.2,-0.97,4354,84.9,-9.04,8,投連買
30	,2603.TW,長榮,167.5,-2.33,36972,147,-40.97,8,投連買
31	,2637.TW,慧洋-KY,64.8,-3.28,13996,100.5,-31.94,8,投連買
32	,2883.TW,開發金,12.7,-0.78,8936,16.85,-18.95,8,投連買
33	,2892.TW,第一金,26.3,-0.38,6392,26.1,6.74,8,投連買
34	,2912.TW,統一超,268,-1.47,996,267,3.65,8,投連買
35	,3231.TW,緯創,29.9,-0.83,12268,27.7,17.81,8,投連買
36	,2351.TW,順德,99.5,1.22,927,133,-23.24,7,投連買
37	,3034.TW,聯詠,301.5,-0.17,3163,378,-3.74,5,投連買
38	,3443.TW,創意,726,-0.55,5389,466,57.74,5,投連買
